seed,slope_noise_std,observation_noise_std,ar1_phi,horizon,n_outer_origins,mean_selected_order,mean_selected_window,mean_smoothness_forecast,mean_smoothness_recovery_oracle,mean_smoothness_gap,mean_relative_rmsfe,median_relative_rmsfe,mean_outer_block_mse,mean_benchmark_block_mse
0,0.01,1.0,0.8,6,20,1.9,58.8,0.9456504159398509,0.995215522696836,-0.0495651067569851,1.5239497526197492,1.0428674026337366,1.3479905073439231,0.862451835138411
0,0.03,0.2,0.0,1,20,2.55,44.4,0.9100883966363933,0.8778768705399438,0.03221152609644944,2.4545717014622666,0.9035693584319554,0.09566497148837946,0.1314366106712879
0,0.03,0.2,0.0,3,20,2.0,30.0,0.8905980784923304,0.8609637661324298,0.029634312359900588,0.6297966092642929,0.5383140258976415,0.09210302801037637,0.2903920721731955
0,0.03,0.2,0.0,6,20,2.05,36.0,0.8792622321094223,0.8587871948783375,0.02047503723108477,0.6674403900656839,0.5277373979794475,0.1614572137653716,0.6763177109349084
0,0.03,0.2,0.4,1,20,2.5,54.0,0.8958116035370549,0.882078089921458,0.013733513615597109,5.296304930827518,0.9357845205232499,0.07864346019253202,0.1012728667469128
0,0.03,0.2,0.4,3,20,2.0,26.4,0.9030575584654205,0.8922196703817077,0.010837888083712693,0.7034450281455897,0.5488961722362602,0.0884355329538488,0.2689331242877106
0,0.03,0.2,0.4,6,20,2.05,28.8,0.8926702044824394,0.8942690457714366,-0.0015988412889973325,0.6486100482572003,0.5927226186960124,0.15657635491760086,0.6618428321331085
0,0.03,0.2,0.8,1,20,2.1,32.4,0.8180917919076123,0.8976833156581241,-0.0795915237505118,2.8146197358828458,0.6376858085171682,0.034028113797625076,0.06237170422804794
0,0.03,0.2,0.8,3,20,2.0,38.4,0.8554015861297826,0.8741969428746359,-0.01879535674485334,0.6764205163085106,0.5144386756738466,0.05533976508843278,0.22770725486965987
0,0.03,0.2,0.8,6,20,2.0,44.4,0.8440989548858185,0.8737060667615,-0.029607111875681352,0.47923077719141266,0.4200517979968773,0.09936295087351724,0.62590001018828
0,0.03,0.5,0.0,1,20,2.7,45.6,0.9732221348618753,0.9267208938444202,0.04650124101745507,1.7688590852779487,1.0780091919966774,0.43875333244670944,0.6115534598818783
0,0.03,0.5,0.0,3,20,2.1,37.2,0.9583166990544572,0.9241421859572766,0.03417451309718045,0.7659815922223079,0.714671370856057,0.3934142059426531,0.7133526405769411
0,0.03,0.5,0.0,6,20,2.05,33.6,0.9513392640180559,0.9212047100334534,0.030134553984602398,0.777132516926631,0.6928002213811879,0.46055882543613,1.0587641528697165
0,0.03,0.5,0.4,1,20,2.3,37.2,0.9480814190952186,0.9500475108543671,-0.0019660917591486082,1.8025612900074357,1.0124762110200485,0.35700927628109413,0.41546371055602815
0,0.03,0.5,0.4,3,20,2.05,44.4,0.9588005939413303,0.9308827049571432,0.02791788898418706,0.9110079352698864,0.7271689117927828,0.3722649590068796,0.5979448360020729
0,0.03,0.5,0.4,6,20,2.05,39.6,0.958412763648284,0.9302224695624052,0.028190294085878965,0.8584084924628547,0.6643053531111487,0.4395697659377736,0.9484143577230901
0,0.03,0.5,0.8,1,20,2.05,56.4,0.8571767992117121,0.949322030943755,-0.09214523173204296,1.8764128750682822,0.890991804189087,0.15962491557414668,0.17526455553509543
0,0.03,0.5,0.8,3,20,2.15,42.0,0.954765406685438,0.9463783311258471,0.00838707555959083,1.305998053077269,0.780514962180476,0.25368229811698234,0.3964178703622362
0,0.03,0.5,0.8,6,20,2.2,46.8,0.9626458292410078,0.9459773263939077,0.01666850284710013,1.0738692484604568,0.7473280345857725,0.3551196726526952,0.7619410070902976
0,0.03,1.0,0.0,1,20,2.75,52.8,0.9896204524867074,0.9614807669292317,0.028139685557475685,1.5802410462238252,0.8372186969411479,1.5686084122304755,2.3376889229199342
0,0.03,1.0,0.0,3,20,2.15,64.8,0.9782948759626287,0.9537663517240735,0.024528524238555227,0.9255323705466392,0.8053832696143406,1.3790760956432973,2.170177316233411
0,0.03,1.0,0.0,6,20,2.2,70.8,0.973129269098278,0.9498085154384805,0.02332075365979743,0.9276958699057316,0.831225607981419,1.3862834525877226,2.474681850912592
0,0.03,1.0,0.4,1,20,2.25,38.4,0.9768788404961137,0.9765388968292588,0.0003399436668551026,1.4838111445645905,1.0584240902559825,1.4589230041222572,1.5432414592185293
0,0.03,1.0,0.4,3,20,2.15,52.8,0.9902961712288041,0.9638360502937063,0.026460120935097902,1.2180568248185522,0.9102314618944469,1.6273963099123652,1.7334935908798275
0,0.03,1.0,0.4,6,20,2.15,66.0,0.9786269566410404,0.9647792719826714,0.013847684658368959,1.073381959824795,0.89748505905907,1.5147372906077485,2.0067736001455923
0,0.03,1.0,0.8,1,20,1.7,52.8,0.6611883764578299,0.9608293556112588,-0.299640979153429,1.6610184544365094,0.9377551440577763,0.6712062251409426,0.5863556534307635
0,0.03,1.0,0.8,3,20,1.9,52.8,0.8825950317326032,0.9698013469120031,-0.08720631517939999,1.4524799932347512,0.9247579455104491,1.1460027747936792,1.0022320192844523
0,0.03,1.0,0.8,6,20,2.15,62.4,0.9825196085728137,0.9730029791758179,0.009516629396995708,1.4198463218611028,0.8977247295209392,1.3555373122056245,1.3117725796442647
1,0.002,0.2,0.0,1,20,2.65,51.6,0.9991738776593155,0.9899681078766731,0.009205769782642337,1.1808498073818652,0.8560344705912626,0.05449923946224709,0.07385490645421101
1,0.002,0.2,0.0,3,20,1.75,44.4,0.9744238548054417,0.973281014770763,0.0011428400346788158,1.0381540777011629,0.9354564052622332,0.03970482452450971,0.06106959530171585
1,0.002,0.2,0.0,6,20,1.8,43.2,0.9805547440291977,0.9765555792981566,0.003999164731041238,0.9060197022385166,0.8605612581199003,0.04222682551914289,0.07189247962684965
1,0.002,0.2,0.4,1,20,2.35,52.8,0.920082190534141,0.985249865030187,-0.06516767449604599,1.5828874159312336,0.915887200906979,0.04487299269476682,0.048319129060322805
1,0.002,0.2,0.4,3,20,1.25,32.4,0.9192406576887555,0.9719717806318497,-0.05273112294309441,1.0923040573051295,0.9550458869770663,0.039657590291488146,0.04495610652184512
1,0.002,0.2,0.4,6,20,1.2,28.8,0.9477415868809624,0.971634879041652,-0.023893292160689444,1.0669873416942788,0.93987461828416,0.04782627271383431,0.06532484131422243
1,0.002,0.2,0.8,1,20,1.0,33.6,0.5251156711625888,0.9634318544661522,-0.4383161833035635,9.804764529200671,1.0476766741001982,0.017790428250860364,0.017393389145563504
1,0.002,0.2,0.8,3,20,1.0,33.6,0.5658463590463081,0.9634318544661522,-0.39758549541984406,1.1011119294035576,1.0058401052642942,0.022078364304071178,0.02055508593380253
1,0.002,0.2,0.8,6,20,1.05,27.6,0.8416943383573244,0.9722328774170388,-0.13053853905971433,1.283901784057752,0.9467003504793265,0.042671027550131094,0.03370482741625542
1,0.002,0.5,0.0,1,20,1.45,39.6,0.998898234204901,0.9843216603812343,0.01457657382366681,1.0851623052792656,0.7955355682404611,0.29977435391871377,0.45746321808387264
1,0.002,0.5,0.0,3,20,1.15,32.4,0.9921875664654584,0.9791610297856238,0.013026536679834572,1.050020480875063,0.9113774308595503,0.23602524531476377,0.38229392989043165
1,0.002,0.5,0.0,6,20,1.05,27.6,0.9901017882012884,0.97863783883317,0.011463949368118221,0.8761877669205849,0.8229108884851627,0.2277983300909862,0.44316077019241495
1,0.002,0.5,0.4,1,20,1.35,42.0,0.9532434554166936,0.9886096333854825,-0.03536617796878875,1.689696683832483,1.3260893564521898,0.2672784180901657,0.29833510460551327
1,0.002,0.5,0.4,3,20,1.05,32.4,0.9834348709204862,0.9870469464301376,-0.0036120755096514965,1.124361142538193,0.9318189463949592,0.24808508089358608,0.28044763083141644
1,0.002,0.5,0.4,6,20,1.05,27.6,0.9910926869686365,0.9850822946845366,0.006010392284099863,0.9865965624914077,0.8995110885354884,0.23760495226103728,0.40268501097863973
1,0.002,0.5,0.8,1,20,1.0,33.6,0.5553967566372628,0.9884815366601252,-0.4330847800228623,4.669421516176307,1.0537216527667652,0.10946269221662223,0.10587395648451611
1,0.002,0.5,0.8,3,20,1.0,33.6,0.5994003039577677,0.9884815366601252,-0.3890812327023576,1.2381150757188406,1.0144639133627118,0.1373464835666764,0.12461229796409656
1,0.002,0.5,0.8,6,20,1.0,31.2,0.9274180117068871,0.9894063175693223,-0.06198830586243518,1.3311527738370597,1.1224188728222926,0.23015517432993465,0.20067406201424193
1,0.002,1.0,0.0,1,20,1.1,50.4,0.999457992452274,0.9869921312553135,0.012465861196960354,1.0402780067190274,0.8188369239600443,1.1467559590013434,1.824653844067423
1,0.002,1.0,0.0,3,20,1.0,31.2,0.9991179772708716,0.9903836081516604,0.008734369119211226,0.9870661959222655,0.9077524834401804,0.8857813191492905,1.531511988121713
1,0.002,1.0,0.0,6,20,1.0,31.2,0.9988815004212654,0.9903836081516604,0.008497892269605012,0.8294056784805732,0.823198014268299,0.8385510707643199,1.769668736294712
1,0.002,1.0,0.4,1,20,1.1,37.2,0.995188318858941,0.9936274377834705,0.0015608810754704939,1.59812418956431,1.3303185629103278,1.138478941368383,1.1887687171319072
1,0.002,1.0,0.4,3,20,1.0,32.4,0.9953868864538995,0.9943616477169985,0.0010252387369008241,1.097090096652297,1.0220925221061172,0.9389277519844047,1.122610799639221
1,0.002,1.0,0.4,6,20,1.0,32.4,0.9982695716668417,0.9943616477169985,0.003907923949843001,0.929024709627903,0.8698284579870033,0.8471425162791426,1.6085283397598045
1,0.002,1.0,0.8,1,20,1.0,33.6,0.5645165840650079,0.9948160157296414,-0.4302994316646334,3.6308781465963413,1.0556641185586466,0.43700268066573267,0.4200237597762502
1,0.002,1.0,0.8,3,20,1.0,33.6,0.6110325819202098,0.9948160157296414,-0.3837834338094316,1.321773010421268,1.0272154027148455,0.5533689069310286,0.49483086258053655
1,0.002,1.0,0.8,6,20,1.0,43.2,0.9469204440466166,0.9939888305135302,-0.04706838646691359,1.3864389970033169,1.1942144014664344,0.9210830453842511,0.7946367277660745
1,0.01,0.2,0.0,1,20,2.9,56.4,0.9928942680840687,0.9723794877296678,0.02051478035440089,1.8461797565902534,0.8189081288025025,0.06134857374756887,0.10509682277069303
1,0.01,0.2,0.0,3,20,2.65,62.4,0.973339358217489,0.9632824482021677,0.01005691001532123,0.8298077538935642,0.5833632466972776,0.055612226057480806,0.13002630072452723
1,0.01,0.2,0.0,6,20,2.55,64.8,0.9701385886319238,0.9624973148020741,0.0076412738298497875,0.5392595746358047,0.44284786998482273,0.0692313593721704,0.303594125633612
1,0.01,0.2,0.4,1,20,2.7,54.0,0.9850651959237332,0.9730535023560426,0.01201169356769064,1.445237659734612,0.8985728350589781,0.06538837030255004,0.07341161600619603
1,0.01,0.2,0.4,3,20,2.15,67.2,0.9555354326522311,0.9607048842745745,-0.00516945162234343,0.9347973191490226,0.6868121699659004,0.06115904394205005,0.10945795645658422
1,0.01,0.2,0.4,6,20,2.15,63.6,0.9605795689419819,0.9635569250047075,-0.002977356062725678,0.5463927952072752,0.47915672092960715,0.06760331352514752,0.29016500463264355
1,0.01,0.2,0.8,1,20,1.9,42.0,0.7455211576561742,0.932336995523182,-0.18681583786700773,1.3129158118734359,0.7695169225542084,0.025344250774285905,0.03641675039886252
1,0.01,0.2,0.8,3,20,1.95,26.4,0.8556435310339486,0.9677640937255173,-0.11212056269156864,1.0097550075405226,0.6398685859705217,0.038934382754088136,0.0830553838248923
1,0.01,0.2,0.8,6,20,2.0,56.4,0.9476959153681308,0.9693833122389641,-0.021687396870833292,0.5503463485493125,0.4152655843858638,0.07282075239861266,0.25128104373985377
1,0.01,0.5,0.0,1,20,2.7,49.2,0.9973929436779777,0.9841751532195075,0.01321779045847007,1.6488481368365508,0.7694845194437769,0.3515364677590371,0.5167873497567742
1,0.01,0.5,0.0,3,20,2.25,56.4,0.981452690803701,0.9771163457731044,0.004336345030596528,0.8484779882017902,0.8642206112572557,0.27247854092180884,0.4643847712378156
1,0.01,0.5,0.0,6,20,2.25,61.2,0.9787039759572066,0.9768425411081545,0.0018614348490522015,0.7405670990227425,0.6625077897344652,0.29252936508623695,0.7152737359288615
1,0.01,0.5,0.4,1,20,2.65,49.2,0.9936913173987312,0.9856570273019823,0.008034290096748909,1.8390499367572857,0.9639793428017869,0.3340280283820863,0.3422856628518928
1,0.01,0.5,0.4,3,20,2.1,50.4,0.9786213895820852,0.9838103828943321,-0.00518899331224682,1.0302445828530007,0.906971667106197,0.2847009390042036,0.35140133345861974
1,0.01,0.5,0.4,6,20,2.1,48.0,0.9807548565400722,0.9831652152974512,-0.0024103587573788498,0.8379395545857534,0.8333912431795484,0.32340180568964166,0.6576442699942333
1,0.01,0.5,0.8,1,20,1.65,38.4,0.6580155724676041,0.9031995828997476,-0.24518401043214336,1.7675363971487872,1.000005106700372,0.16902967681692466,0.13465170049946
1,0.01,0.5,0.8,3,20,1.5,38.4,0.6940463086576366,0.9038004754768574,-0.20975416681922074,1.3265519270052526,1.0304166074886312,0.29856165652289246,0.1905621204821764
1,0.01,0.5,0.8,6,20,1.7,40.8,0.8657148579823207,0.9395561702383206,-0.07384131225599991,1.0558319209089901,0.9951696576096629,0.37374959529215007,0.43747345354277867
1,0.01,1.0,0.0,1,20,2.65,51.6,0.9991738776626964,0.9899680450066011,0.009205832656095375,1.2849989725483681,0.7652533194687242,1.36248118488952,1.9307816680010237
1,0.01,1.0,0.0,3,20,2.0,46.8,0.989322904075044,0.9846184484930968,0.004704455581947204,0.9160674202522969,0.8399889928928828,0.9849139556956713,1.6354930560100513
1,0.01,1.0,0.0,6,20,2.0,48.0,0.9875721596914543,0.9844619801947795,0.0031101794966747255,0.7980337996763904,0.7557264950185301,1.0160703294534095,2.1091339015806327
1,0.01,1.0,0.4,1,20,2.5,52.8,0.9536351856027803,0.9823131871398589,-0.0286780015370785,2.2599913548864374,1.016120915853327,1.2151443451880388,1.2641493942124638
1,0.01,1.0,0.4,3,20,1.85,44.4,0.9783705365212254,0.9795401389473198,-0.0011696024260944792,1.063279603877604,0.9251188197902359,1.0870505799042582,1.2043175900871979
1,0.01,1.0,0.4,6,20,1.85,45.6,0.9787083603455539,0.9785705468392754,0.00013781350627837808,0.9223656956082295,0.8955387455361359,1.1274718166121438,1.9136860916040188
1,0.01,1.0,0.8,1,20,1.3,34.8,0.5425104032589969,0.915630007765437,-0.37311960450644005,1.5642709999587792,1.0000227094612684,0.49217686873731187,0.4650588083939356
1,0.01,1.0,0.8,3,20,1.0,30.0,0.5225475214646741,0.896225935903834,-0.37367841443915994,1.0122564574983417,0.9999728888012923,0.5849558415000444,0.566529892810267
1,0.01,1.0,0.8,6,20,1.55,37.2,0.8778174358591636,0.9608541045999802,-0.08303666874081661,1.1548855169513161,1.0654842036265868,1.2239454116064818,1.0634747446361756
1,0.03,0.2,0.0,1,20,2.85,37.2,0.9835815623757276,0.9302001929380139,0.053381369437713565,0.8168313108315541,0.42112149467705495,0.08131263529339057,0.2798917129442943
1,0.03,0.2,0.0,3,20,2.6,34.8,0.9625421386572193,0.9234154073710036,0.039126731286215764,0.32594883229013866,0.26392856266805503,0.08098200270466911,0.7654187743839318
1,0.03,0.2,0.0,6,20,2.5,38.4,0.9584974125472236,0.9061565656234183,0.05234084692380523,0.2199432518562896,0.22265034404190664,0.12739389081704178,2.449299892180271
1,0.03,0.2,0.4,1,20,2.45,43.2,0.92817996885062,0.9338167750588442,-0.005636806208224004,1.043875327085523,0.4177306122867067,0.08325237343678629,0.232832932753277
1,0.03,0.2,0.4,3,20,2.6,33.6,0.9593286203115191,0.9442363819816879,0.015092238329831082,0.3313928934902041,0.2549593324505349,0.08648544366926833,0.7337132913958104
1,0.03,0.2,0.4,6,20,2.15,44.4,0.9333436970827211,0.9216981583867987,0.011645538695922419,0.22352025395328315,0.21920006885892995,0.1319198213629358,2.418717064458452
1,0.03,0.2,0.8,1,20,2.0,48.0,0.7724743493660844,0.9388699723477327,-0.16639562298164826,0.6098405637565294,0.23432515460965375,0.02578621634142052,0.18066525291450627
1,0.03,0.2,0.8,3,20,2.0,37.2,0.8344916778772692,0.9235636720484164,-0.08907199417114722,0.23871214170378172,0.20775395404673735,0.04240727018033176,0.7023068386549933
1,0.03,0.2,0.8,6,20,2.0,36.0,0.8888442684032174,0.9288464121560145,-0.04000214375279695,0.18514103581068755,0.16813683090171788,0.0899090102594703,2.3616732360786044
1,0.03,0.5,0.0,1,20,2.9,56.4,0.9898051842767425,0.9671038555602006,0.022701328716541923,1.7357893339220076,0.7650400768341017,0.4338807317507971,0.7617877783214237
1,0.03,0.5,0.0,3,20,2.65,60.0,0.9709523557919623,0.9613433230551648,0.00960903273679744,0.7410154072075607,0.5101636120627081,0.3667604781207316,1.1326125847086517
1,0.03,0.5,0.0,6,20,2.5,64.8,0.9647814692667154,0.9575823399490101,0.007199129317705333,0.42021396906628283,0.3685053619140065,0.4711075802381566,2.9620078017997313
1,0.03,0.5,0.4,1,20,2.65,55.2,0.9685870954256851,0.9701745161408566,-0.0015874207151713616,1.5252641255555646,0.8292975897220858,0.4105566911747992,0.5488521578502379
1,0.03,0.5,0.4,3,20,2.25,64.8,0.9556042464837242,0.9565856936922911,-0.0009814472085667935,0.7347278670319894,0.5335681719282105,0.3884455717420803,0.9917863001290048
1,0.03,0.5,0.4,6,20,2.15,64.8,0.9553637584061512,0.9580507254354161,-0.002686967029265097,0.41322209205082006,0.3625749403966728,0.4548196484805727,2.8614940690629718
1,0.03,0.5,0.8,1,20,2.05,40.8,0.8101668289112401,0.9700104936998256,-0.15984366478858555,1.651983221028933,0.556770554843389,0.14750772079127725,0.3032861599192177
1,0.03,0.5,0.8,3,20,2.0,24.0,0.8819351289267321,0.9668724520276246,-0.08493732310089255,0.7331430037517402,0.4698520924291939,0.2406763024806633,0.8184373868797538
1,0.03,0.5,0.8,6,20,2.0,55.2,0.9415031876520107,0.9647493906729728,-0.02324620302096208,0.4048218705510839,0.2907105418810477,0.4834264151479307,2.595923583893877
1,0.03,1.0,0.0,1,20,2.85,51.6,0.9968554819324261,0.9824295652027117,0.014425916729714345,2.7359255914058074,0.8314806107485536,1.4166485164747065,2.29279132721742
