seed,n_obs,slope_noise_std,observation_noise_std,ar1_phi,horizon,outer_origin,selected_order,selected_window,lambda_forecast,smoothness_forecast,inner_forecast_mse,lambda_recovery_oracle,smoothness_recovery_oracle,recovery_mse_oracle,smoothness_gap_forecast_minus_recovery,outer_block_mse,benchmark_block_mse,relative_rmsfe_block
20,240,0.03,0.5,0.8,6,138,2,24,19.5242559788644,0.8583654910905929,0.45511306198030455,8886110.520507872,0.9999959541256663,0.4549557573618941,-0.14163046303507343,0.6699356870026074,11.909346726507934,0.23717700836249586
20,240,0.03,0.5,0.8,6,144,2,24,13.316730829522212,0.8386687539341802,0.47216201161620464,3636.826954922016,0.9914111370130865,0.2950195348167015,-0.1527423830789063,0.989532720378771,6.163725363397827,0.4006761018125196
20,240,0.03,0.5,0.8,6,150,2,24,14.11999500989905,0.8418232983756694,0.47816794163701765,4044.0370699440123,0.9921744540976958,0.3215081814677995,-0.1503511557220264,1.4355105638234,13.596452449700548,0.3249304352508143
20,240,0.03,0.5,0.8,6,156,2,24,18.363993294125194,0.8553524697081266,0.5071213340571847,79.30644530477203,0.9150816440314605,0.3517889002364891,-0.05972917432333391,0.1289531536617872,13.674619846029985,0.09710874755804894
20,240,0.03,0.5,0.8,6,162,2,24,13.27209086997754,0.8384863138162164,0.4861955928360684,68.37301552856094,0.9100486714813472,0.24306541485240366,-0.07156235766513075,0.8639756451026095,7.883948205055823,0.33103877701048395
20,240,0.03,0.5,0.8,6,168,2,24,21.8244493992139,0.8637124730319538,0.4934413916378693,116.91390670271528,0.927339462301255,0.3137211877745829,-0.06362698926930122,0.27251320516203886,11.82799100478836,0.15178829513886982
20,240,0.03,0.5,0.8,6,174,2,24,18.1451364071248,0.8547567708754125,0.5086456004988287,8886110.520507872,0.9999959541256663,0.24980542372216216,-0.14523918325025387,0.48902540598190286,16.920948960399695,0.1700017348796534
20,240,0.03,0.5,0.8,6,180,2,24,12.78819044631414,0.8364566622441982,0.49926541663949436,201.94832305928412,0.9425976015005649,0.22214130649396205,-0.1061409392563667,0.30419496941322377,14.970381624588898,0.14254749115055748
20,240,0.03,0.5,0.8,6,186,2,24,20.49936747105463,0.8607257529559345,0.46466771777699845,518.319874742955,0.964356424775337,0.07421457151426751,-0.10363067181940255,0.04349102816187098,15.01669908846093,0.05381614666945405
20,240,0.03,0.5,0.8,6,192,2,24,13.25675229178993,0.8384234442737811,0.4481643134860164,100.91303629609865,0.922840472631156,0.06126235057237123,-0.08441702835737486,0.007485599524379085,15.390604113483734,0.02205390304016117
20,240,0.03,0.5,0.8,6,198,2,24,14.275087146889385,0.8424058802984309,0.38419121332808004,2159493.085805586,0.9999833495394411,0.139313514949063,-0.15757746924101024,0.03270550835445377,18.199765863141415,0.04239137968637059
20,240,0.03,0.5,0.8,6,204,2,24,12.898989853125036,0.8369300048428242,0.37111907843904074,6639133.689610191,0.9999945841205325,0.18379566159957997,-0.16306457927770834,0.7559941386677105,12.745688531007303,0.24354407225449134
20,240,0.03,0.5,0.8,6,210,2,24,17.26185210651164,0.8522556388164534,0.3673935427183136,684.6418042429258,0.9697730692400396,0.37207391958670516,-0.1175174304235862,0.19712549278899852,19.11879634352295,0.10154092666880142
20,240,0.03,0.5,0.8,6,216,3,48,230905.29626085062,0.9877552095195514,0.3658888577186953,8886110.520507872,0.999460632971842,0.17685185704271023,-0.011705423452290531,0.04359904172738468,16.88187706415194,0.050819232906181296
20,240,0.03,0.5,0.8,6,222,3,48,249188.40634288185,0.988312248851632,0.35115156808639925,8886110.520507872,0.999460632971842,0.16354990136708844,-0.011148384120209909,0.01353445759691055,19.64640088082295,0.026246955029639182
20,240,0.03,0.5,0.8,6,228,3,48,224769.72348091155,0.9875554233551872,0.3499719547569749,8886110.520507872,0.999460632971842,0.178904428583061,-0.011905209616654755,0.1606609266180507,22.29911779145425,0.08488115742771413
20,240,0.03,0.5,0.8,6,234,3,72,627532.0670943777,0.9840586796656184,0.2926607189934387,25186.698277919193,0.95743880618804,0.14540150337052704,0.026619873477578437,0.06624485398112491,19.11465465974435,0.058869838651172825
