direction,start_control,target_control,seed,horizon,relative_origin,transition_adaptive_order,transition_adaptive_window,transition_adaptive_smoothness,transition_adaptive_window_post_fraction,start_adaptive_order,start_adaptive_window,start_adaptive_smoothness,start_adaptive_window_post_fraction,target_adaptive_order,target_adaptive_window,target_adaptive_smoothness,target_adaptive_window_post_fraction,abs_smoothness_gap_to_target,order_match_target,window_match_target,discrete_config_match_target
low_to_high_noise,stable_low_noise,stable_high_noise,6,1,93,2,48,0.9976894256865158,1.0,2,48,0.9801732575955343,1.0,2,48,0.9964962452721491,1.0,0.001193180414366668,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,1,96,2,48,0.9992557879134127,1.0,2,48,0.9811994577765316,1.0,2,48,0.9980101291443846,1.0,0.0012456587690281573,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,1,99,2,48,0.9999990215052298,1.0,2,48,0.9860597632774514,1.0,2,48,0.9999990215052298,1.0,0.0,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,1,102,2,48,0.9999990215052298,1.0,2,48,0.9880327008734295,1.0,2,48,0.9999990215052298,1.0,0.0,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,1,105,2,48,0.9999997563053031,1.0,2,72,0.9859470678831465,1.0,2,48,0.9999997566285846,1.0,3.232815126708033e-10,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,1,108,2,48,0.9999997682244844,1.0,2,72,0.9886738956668516,1.0,2,48,0.9999997682244844,1.0,0.0,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,1,111,2,48,0.9999990215052298,1.0,2,72,0.9892573411143206,1.0,2,48,0.9999990215052298,1.0,0.0,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,1,114,2,48,0.9999990215052298,1.0,2,72,0.9889121763737446,1.0,2,48,0.9999990215052298,1.0,0.0,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,1,117,3,72,0.9999987523564559,1.0,2,48,0.9914719843294378,1.0,3,72,0.9999987523564559,1.0,0.0,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,0,1,72,0.8163322716752158,0.0,1,72,0.8163322716752158,0.0,1,72,0.9237589882573501,0.0,0.10742671658213432,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,3,1,72,0.8194014994742107,0.041666666666666664,2,24,0.9619761576779355,0.125,1,72,0.988711857828013,0.041666666666666664,0.16931035835380226,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,6,1,72,0.896116279686567,0.08333333333333333,2,24,0.9657999422531632,0.25,1,72,0.9289999341185974,0.08333333333333333,0.03288365443203034,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,9,1,72,0.8264227469360709,0.125,2,24,0.9459302471504865,0.375,1,72,0.9266864449087715,0.125,0.10026369797270063,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,12,1,48,0.7078348261294221,0.25,2,24,0.9328536885228389,0.5,1,72,0.8450181483084983,0.16666666666666666,0.13718332217907625,1.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,15,1,48,0.6936592831716135,0.3125,2,24,0.947444023220967,0.625,1,72,0.8891222501706729,0.20833333333333334,0.1954629669990594,1.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,18,1,48,0.4688754234506337,0.375,2,24,0.9468062664593359,0.75,1,72,0.8598653174759036,0.25,0.39098989402526985,1.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,21,1,48,0.46305200994443196,0.4375,2,24,0.9421620267127091,0.875,1,72,0.8064419690821264,0.2916666666666667,0.34338995913769443,1.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,24,2,24,0.9921544369665134,1.0,2,72,0.9143099019982649,0.3333333333333333,2,24,0.988756309511887,1.0,0.0033981274546264206,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,27,2,24,0.9922996302830295,1.0,2,48,0.9181363944421885,0.5625,2,24,0.9886793758312512,1.0,0.003620254451778271,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,30,2,24,0.9852027757776611,1.0,2,24,0.9433545768024368,1.0,2,24,0.9776079091142754,1.0,0.007594866663385713,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,33,2,24,0.9844039820307601,1.0,2,48,0.9107080642936108,0.6875,2,24,0.9744993407937761,1.0,0.00990464123698398,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,36,2,24,0.9888753685268699,1.0,2,48,0.9106177800013985,0.75,2,24,0.982635613301472,1.0,0.0062397552253978805,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,39,2,24,0.9866585876479708,1.0,2,48,0.9117987785959173,0.8125,2,24,0.9832765503845583,1.0,0.003382037263412463,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,42,3,72,0.9940882400330043,0.5833333333333334,2,48,0.9126377479857803,0.875,3,72,0.9945200277118637,0.5833333333333334,0.0004317876788593189,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,45,3,72,0.9944488225454623,0.625,2,48,0.916890547207738,0.9375,3,72,0.9948286565871045,0.625,0.000379834041642213,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,48,3,72,0.9931720817995598,0.6666666666666666,2,48,0.9236768702165304,1.0,2,24,0.9890063761583671,1.0,0.004165705641192785,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,51,2,24,0.9965698089192998,1.0,2,48,0.9016448552717952,1.0,2,24,0.9939139768552,1.0,0.0026558320640998057,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,54,2,24,0.9933200903390075,1.0,2,72,0.8730733119039499,0.75,2,24,0.9911204016311396,1.0,0.0021996887078679084,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,57,2,24,0.9852694634120849,1.0,2,72,0.8754163288160252,0.7916666666666666,2,24,0.9855271101270882,1.0,0.00025764671500327907,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,60,2,24,0.9840890593472335,1.0,2,72,0.8710736610680898,0.8333333333333334,2,24,0.9843801567327268,1.0,0.0002910973854933774,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,63,2,24,0.9889512688487075,1.0,2,48,0.8935264045610455,1.0,2,24,0.9899470593833212,1.0,0.0009957905346136275,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,66,2,72,0.9583879828278982,0.9166666666666666,2,24,0.8853103858185287,1.0,2,24,0.9838235870370318,1.0,0.0254356042091336,1.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,69,2,72,0.9576666116477909,0.9583333333333334,2,48,0.9165326782859754,1.0,2,72,0.9548423304027006,0.9583333333333334,0.0028242812450902655,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,72,2,48,0.9699883822856942,1.0,2,72,0.9303450614510632,1.0,2,48,0.968176744572385,1.0,0.0018116377133091666,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,75,2,72,0.9495962064328537,1.0,2,48,0.91338344843005,1.0,2,72,0.947200120847719,1.0,0.0023960855851347107,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,78,2,72,0.9551836065593708,1.0,2,48,0.9039577433528051,1.0,2,72,0.9536598312450876,1.0,0.001523775314283271,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,81,2,72,0.9570601385500922,1.0,2,48,0.902722016531153,1.0,2,48,0.9630805303895004,1.0,0.006020391839408168,1.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,84,2,72,0.9600532063905397,1.0,2,48,0.8987637395481342,1.0,2,72,0.9588002090407399,1.0,0.0012529973497997782,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,87,2,72,0.9627848916831129,1.0,2,48,0.9004673883143495,1.0,2,72,0.9617514695361797,1.0,0.0010334221469331384,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,90,2,48,0.9811870186234629,1.0,2,24,0.9599360850142349,1.0,2,48,0.9807442448659964,1.0,0.00044277375746648584,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,93,2,48,0.9848017444661961,1.0,2,48,0.8980998000642234,1.0,2,48,0.984346816001685,1.0,0.0004549284645110063,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,96,2,48,0.9843198981321887,1.0,2,72,0.951166014362583,1.0,2,48,0.9838410900452287,1.0,0.000478808086959992,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,99,2,48,0.9852144292867949,1.0,2,48,0.962408015758521,1.0,2,48,0.9848211617288508,1.0,0.0003932675579441103,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,102,2,48,0.9912714211200377,1.0,2,48,0.9715249619741433,1.0,2,48,0.9912855966441949,1.0,1.4175524157167274e-05,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,105,2,72,0.9892475609479264,1.0,2,72,0.9844694604246738,1.0,2,72,0.9889257640629647,1.0,0.00032179688496170034,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,108,2,72,0.9936002075349561,1.0,2,72,0.988907072533889,1.0,2,72,0.9932473598853088,1.0,0.0003528476496473809,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,111,2,72,0.9941602564409908,1.0,2,72,0.9902612902410574,1.0,2,72,0.9938321646772146,1.0,0.0003280917637762393,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,114,2,72,0.991458475662079,1.0,2,72,0.9903577518463212,1.0,2,72,0.9913437935172347,1.0,0.00011468214484433581,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,3,117,2,72,0.9871906035263067,1.0,2,48,0.9765088257798361,1.0,2,72,0.9871354030459591,1.0,5.520048034757252e-05,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,0,1,72,0.7731406467241403,0.0,1,72,0.7731406467241403,0.0,1,72,0.9088435181463597,0.0,0.13570287142221937,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,3,1,72,0.770028876102442,0.041666666666666664,1,72,0.7790830691671816,0.041666666666666664,1,72,0.983653652314973,0.041666666666666664,0.21362477621253106,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,6,1,72,0.7635306744191328,0.08333333333333333,1,24,0.7855153231930906,0.25,1,72,0.9875731121390076,0.08333333333333333,0.22404243771987475,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,9,1,72,0.9078574275351351,0.125,2,24,0.9625256742059204,0.375,1,72,0.9370964895272489,0.125,0.02923906199211379,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,12,2,48,0.9835129928196596,0.25,2,24,0.9418101891570424,0.5,1,24,0.9460512462981207,0.5,0.037461746521539,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,15,1,72,0.8057345050510603,0.20833333333333334,2,24,0.9430910441259607,0.625,1,72,0.8896678871373026,0.20833333333333334,0.08393338208624235,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,18,2,48,0.9822725401112139,0.375,2,24,0.946740288651891,0.75,1,24,0.8896195327146602,0.75,0.09265300739655369,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,21,2,24,0.993249424916633,0.875,2,24,0.9467716185016499,0.875,1,48,0.8579747668040195,0.4375,0.13527465811261352,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,24,2,24,0.9916458386922353,1.0,2,24,0.9427744197328762,1.0,1,48,0.7858795646253997,0.5,0.20576627406683567,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,27,2,24,0.9921889132156995,1.0,2,24,0.9403685961029201,1.0,2,24,0.9869789477717342,1.0,0.0052099654439652365,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,30,2,24,0.9919849777285404,1.0,2,24,0.9367017676440804,1.0,2,24,0.9831748512638253,1.0,0.008810126464715129,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,33,2,24,0.9878083890235041,1.0,2,24,0.9401560863992012,1.0,2,24,0.977250514446492,1.0,0.010557874577012072,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,36,2,24,0.9903622333951108,1.0,2,24,0.93735000156465,1.0,2,24,0.9816113551712023,1.0,0.00875087822390841,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,39,2,24,0.9935911532451009,1.0,2,24,0.938343796268776,1.0,2,24,0.9870469197903987,1.0,0.006544233454702231,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,42,3,72,0.9945365665751446,0.5833333333333334,2,72,0.9140270293260349,0.5833333333333334,2,24,0.9908415614493297,1.0,0.0036950051258148875,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,45,3,72,0.9954640907812725,0.625,2,72,0.915490267027635,0.625,3,72,0.9960756443079251,0.625,0.0006115535266525418,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,48,3,72,0.9953816509011036,0.6666666666666666,2,48,0.9257634267016451,1.0,3,72,0.9954074132401683,0.6666666666666666,2.5762339064705486e-05,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,51,3,72,0.9945879588289186,0.7083333333333334,2,48,0.9324041247868889,1.0,2,24,0.9967411735822538,1.0,0.0021532147533351864,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,54,2,24,1.0000041241331297,1.0,2,72,0.9238092520875507,0.75,2,24,1.0000041241331297,1.0,0.0,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,57,2,24,1.0000041241331297,1.0,2,48,0.919852875366061,1.0,2,24,1.0000041241331297,1.0,0.0,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,60,2,24,0.9985567580033272,1.0,2,48,0.9201443825342297,1.0,2,24,0.9976579910986076,1.0,0.0008987669047195723,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,63,2,24,0.9983994913432906,1.0,2,72,0.9176780735969962,0.875,2,24,0.9976458811405682,1.0,0.0007536102027224656,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,66,2,24,1.0000041241331297,1.0,2,48,0.9277479470018364,1.0,2,24,1.0000041241331297,1.0,0.0,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,69,2,24,0.9969196157582979,1.0,2,48,0.9194741470765289,1.0,2,24,0.9946588021280155,1.0,0.00226081363028241,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,72,2,24,0.9946569049614354,1.0,2,72,0.9294767221018118,1.0,2,24,0.9922825611691727,1.0,0.0023743437922627564,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,75,2,24,0.9938986366858595,1.0,2,72,0.9315538753055114,1.0,2,24,0.9920641472606156,1.0,0.0018344894252438904,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,78,2,24,0.9924972972728496,1.0,2,72,0.9291604427002821,1.0,2,24,0.9914454538810968,1.0,0.0010518433917527936,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,81,2,24,0.9933404306872824,1.0,2,72,0.9360754738863706,1.0,2,24,0.9930962333124075,1.0,0.00024419737487491044,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,84,2,48,0.974039772866228,1.0,2,72,0.9432879018851146,1.0,2,48,0.9729718032231743,1.0,0.0010679696430536678,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,87,2,48,0.9772522828861258,1.0,2,72,0.9496529712308418,1.0,2,48,0.976315296520316,1.0,0.0009369863658097444,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,90,2,48,0.9812695651020243,1.0,2,48,0.9635581378937145,1.0,2,48,0.9804233048095806,1.0,0.0008462602924437235,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,93,2,48,0.985641957138501,1.0,2,48,0.9688432400763841,1.0,2,48,0.9848334216545044,1.0,0.0008085354839966197,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,96,2,48,0.9875609816037199,1.0,2,48,0.9696161167057615,1.0,2,48,0.9866468738038593,1.0,0.000914107799860564,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,99,2,48,0.9883445251870178,1.0,2,48,0.9709890947766967,1.0,2,48,0.987286383527764,1.0,0.0010581416592537751,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,102,2,48,0.9925069309386615,1.0,2,48,0.9758565068046645,1.0,2,48,0.9919894517428736,1.0,0.0005174791957879288,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,105,2,48,0.9976918425325566,1.0,2,48,0.9836943842797937,1.0,2,48,0.9976443121995321,1.0,4.7530333024514704e-05,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,108,2,72,0.9912671572442873,1.0,2,72,0.9870093038334117,1.0,2,72,0.9909315576543376,1.0,0.00033559958994966443,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,111,2,72,0.9936079582409276,1.0,2,72,0.989637060569075,1.0,2,72,0.9932756978890165,1.0,0.00033226035191114,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,6,114,2,72,0.9929029418393757,1.0,2,72,0.9904798791676759,1.0,2,72,0.9926649122469536,1.0,0.0002380295924220288,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,0,1,72,0.7778536152571428,0.0,1,72,0.7778536152571428,0.0,1,72,0.9749208776153311,0.0,0.19706726235818828,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,3,1,72,0.7014732003993869,0.041666666666666664,1,72,0.6937176958368027,0.041666666666666664,1,72,0.9793239821738046,0.041666666666666664,0.2778507817744177,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,6,1,72,0.7436170691537014,0.08333333333333333,1,72,0.7375468236924566,0.08333333333333333,1,72,0.982251720688981,0.08333333333333333,0.23863465153527963,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,9,1,72,0.7645840040548084,0.125,1,72,0.7613521977888149,0.125,1,72,0.9846808566078583,0.125,0.2200968525530499,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,12,1,24,0.77246720447436,0.5,1,24,0.7690130728003352,0.5,1,72,0.9856526002224885,0.16666666666666666,0.21318539574812845,1.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,15,1,24,0.9155133023485853,0.625,1,24,0.8003901925254098,0.625,1,24,0.9637403540450308,0.625,0.04822705169644548,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,18,2,48,0.987035507769113,0.375,2,24,0.9506745377873422,0.75,1,24,0.9665464860818885,0.75,0.02048902168722444,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,21,2,48,0.9858460521589201,0.4375,2,24,0.9421061127369571,0.875,1,24,0.9160236272752099,0.875,0.06982242488371015,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,24,2,72,0.9679940578694578,0.3333333333333333,2,24,0.9415756036532188,1.0,2,72,0.9885810181605584,0.3333333333333333,0.02058696029110063,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,27,2,24,0.9839349281540516,1.0,2,24,0.943361966195544,1.0,2,72,0.9891373234356803,0.375,0.005202395281628691,1.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,30,2,24,0.9820407558488023,1.0,2,24,0.9406767696658254,1.0,2,72,0.9867350591014269,0.4166666666666667,0.004694303252624543,1.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,33,2,24,0.9825397498617984,1.0,2,24,0.9366095262490092,1.0,2,48,0.9729087044901571,0.6875,0.009631045371641278,1.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,36,2,24,0.9818335240662527,1.0,2,24,0.9340842773238446,1.0,2,24,0.9831090422775535,1.0,0.0012755182113007857,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,39,2,24,0.9806835417148336,1.0,2,24,0.9387008820813552,1.0,2,24,0.9780220346268577,1.0,0.0026615070879759672,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,42,3,72,0.9928921243768192,0.5833333333333334,2,24,0.9352828789196356,1.0,2,24,0.980880424290576,1.0,0.012011700086243193,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,45,3,72,0.9944453025598916,0.625,2,24,0.9373361383368146,1.0,3,72,0.9959967779627592,0.625,0.001551475402867597,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,48,3,72,0.9952429841605744,0.6666666666666666,2,24,0.9378218012026436,1.0,3,72,0.9965872792969055,0.6666666666666666,0.001344295136331053,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,51,3,72,0.9956633123232174,0.7083333333333334,2,24,0.9394530182127782,1.0,3,72,0.996908774096607,0.7083333333333334,0.0012454617733896889,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,54,3,72,0.9957927574391272,0.75,2,48,0.9295448386828671,1.0,3,72,0.9970041532369599,0.75,0.0012113957978326928,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,57,2,24,0.9944568104233448,1.0,2,48,0.9357901168980192,1.0,2,24,0.9923398071868894,1.0,0.0021170032364553615,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,60,2,24,1.0000041241331297,1.0,2,72,0.9278324056508653,0.8333333333333334,2,24,0.9982646164378284,1.0,0.00173950769530129,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,63,2,24,1.0000041241331297,1.0,2,72,0.9232747326245462,0.875,2,24,0.997266492355648,1.0,0.0027376317774816528,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,66,2,24,0.9972194622403863,1.0,2,72,0.9245863660947757,0.9166666666666666,2,24,0.996646386599828,1.0,0.0005730756405583071,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,69,2,24,0.9986138697857956,1.0,2,72,0.9268368013996159,0.9583333333333334,2,24,0.9979835280504639,1.0,0.0006303417353317187,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,72,2,24,1.0000041241331297,1.0,2,72,0.9294192901450503,1.0,2,24,1.0000041241331297,1.0,0.0,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,75,2,24,0.9975111701337193,1.0,2,72,0.9265077705886977,1.0,2,24,0.994596693967814,1.0,0.002914476165905233,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,78,2,24,0.9951129692058132,1.0,2,72,0.9333181235577066,1.0,2,24,0.9923759725290647,1.0,0.0027369966767484266,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,81,2,24,0.9966177125481968,1.0,2,72,0.9390184339642332,1.0,2,24,0.9942538326253141,1.0,0.0023638799228826723,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,84,2,24,0.9978289106882255,1.0,2,72,0.9421883096331666,1.0,2,24,0.9966395950616149,1.0,0.0011893156266106208,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,87,2,24,0.9988004625896952,1.0,2,72,0.9479994074810977,1.0,2,24,0.9984361163146961,1.0,0.00036434627499914995,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,90,2,48,0.9784592164766462,1.0,2,48,0.9610298462766655,1.0,2,48,0.9773478011873535,1.0,0.0011114152892927054,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,93,2,48,0.9811860825125056,1.0,2,48,0.9657596044089823,1.0,2,48,0.980217539986721,1.0,0.0009685425257845992,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,96,2,48,0.9838787557191151,1.0,2,48,0.9694015127307835,1.0,2,48,0.9829458095830494,1.0,0.0009329461360656488,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,99,2,48,0.9863360162198755,1.0,2,48,0.9722643562874957,1.0,2,48,0.9853871500441659,1.0,0.0009488661757096617,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,102,2,48,0.989470677795144,1.0,2,48,0.975225347372575,1.0,2,48,0.9883703629779814,1.0,0.001100314817162551,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,105,2,48,0.9939824704514681,1.0,2,48,0.9796434457825777,1.0,2,48,0.9926658616902767,1.0,0.00131660876119144,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,6,12,108,2,48,0.9987772836953683,1.0,2,48,0.9853526173552014,1.0,2,48,0.9983342138479658,1.0,0.00044306984740249966,1.0,1.0,1.0
low_to_high_noise,stable_low_noise,stable_high_noise,7,1,0,3,48,0.987896135995432,0.0,3,48,0.987896135995432,0.0,2,24,1.0000041241331297,0.0,0.012107988137697645,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,7,1,3,3,48,0.9876558747144003,0.0625,3,48,0.9862903783651257,0.0625,2,24,0.9965279815083673,0.125,0.008872106793966994,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,7,1,6,3,48,0.9871600275757085,0.125,3,48,0.986743199503405,0.125,2,24,1.0000041241331297,0.25,0.012844096557421136,0.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,7,1,9,3,48,0.9999908607248542,0.1875,3,48,0.9900640720888887,0.1875,3,72,0.9930786661918326,0.125,0.0069121945330216095,1.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,7,1,12,3,48,0.999983700074996,0.25,3,72,0.9848826794940364,0.16666666666666666,3,72,0.993095657847084,0.16666666666666666,0.006888042227912061,1.0,0.0,0.0
low_to_high_noise,stable_low_noise,stable_high_noise,7,1,15,3,72,0.9902355941042336,0.20833333333333334,3,72,0.9907832127097722,0.20833333333333334,3,72,0.9976028235687372,0.20833333333333334,0.007367229464503633,1.0,1.0,1.0
