transition,horizon,period,n_blocks,adaptive_mse,frozen_mse,benchmark_mse,adaptive_rmse_vs_frozen,adaptive_relative_rmsfe_vs_no_change,frozen_relative_rmsfe_vs_no_change,mean_adaptive_mse_advantage_vs_frozen,order_diff_share,window_diff_share,mean_abs_smoothness_change
high_to_low_noise,6,late,450,0.11272661313076422,0.5053831201476636,0.7794752700917916,0.47228359808122045,0.3802875073450215,0.8052100663458187,0.3926565070168993,0.41333333333333333,0.6533333333333333,0.05931089974849516
high_to_low_noise,6,mid,360,0.1415554404186527,0.3183583607769075,0.5721932054671738,0.6668146806550294,0.4973841417751177,0.7459106048572961,0.17680292035825482,0.4888888888888889,0.5777777777777777,0.03997157121417737
high_to_low_noise,12,all_post,1110,0.26576552547257304,0.7610315773011976,1.9014337285511484,0.590946253514619,0.37385976235430146,0.6326459642155136,0.4952660518286245,0.4045045045045045,0.5126126126126126,0.039236104370781844
high_to_low_noise,12,early,360,0.34979378391475363,0.4809863229095432,1.4453963351120587,0.8527852501702435,0.49194048973330373,0.5768632720079252,0.1311925389947896,0.2111111111111111,0.33055555555555555,0.0226855962352552
high_to_low_noise,12,late,390,0.19272115198931222,1.007532749246842,2.4285971434092515,0.4373560169499295,0.2817000678372215,0.6440978445929825,0.8148115972575298,0.46923076923076923,0.6230769230769231,0.05729465864458624
high_to_low_noise,12,mid,360,0.2608686716372584,0.7740338954184036,1.7863774225606268,0.5805384296207996,0.38214163091835324,0.6582538061570934,0.5131652237811455,0.5277777777777778,0.575,0.036223178709687096
low_to_high_noise,1,all_post,1200,0.7284668214792437,0.7152721373634426,1.0904164477687983,1.0091813922596335,0.817351174993588,0.8099150274297834,-0.013194684115800959,0.575,0.6408333333333334,0.076364735852517
low_to_high_noise,1,early,360,0.7071016466144696,0.6598439112863516,1.0330576839413161,1.0351905946119662,0.8273297436753362,0.7992052361965817,-0.04725773532811805,0.4305555555555556,0.5138888888888888,0.06420424513086037
low_to_high_noise,1,late,480,0.7008117587278837,0.7172960732080331,1.121780155829149,0.9884426204861196,0.790399785108958,0.7996415459303409,0.0164843144801495,0.6333333333333333,0.66875,0.07918843624451857
low_to_high_noise,1,mid,360,0.7867054133458308,0.7680017823144131,1.1059569341824793,1.0121035666970173,0.8434065341652452,0.8333203853017613,-0.01870363103141783,0.6416666666666667,0.7305555555555555,0.08476029271817151
low_to_high_noise,3,all_post,1200,0.6881248590463043,0.7277010939435589,1.215315947300192,0.9724272261608559,0.7524697149139673,0.7738056840353174,0.039576234897254585,0.3516666666666667,0.6525,0.04630805235000535
low_to_high_noise,3,early,360,0.6696766168866088,0.6621323317444766,1.115513928266081,1.0056808258643068,0.7748097352247749,0.7704330392884685,-0.007544285142132118,0.2111111111111111,0.49444444444444446,0.0404740238680097
low_to_high_noise,3,late,480,0.6942316215461289,0.7655193320286967,1.3186864173612052,0.9523007238036489,0.7255735277194713,0.7619163879466655,0.0712877104825677,0.44166666666666665,0.71875,0.04713415556362673
low_to_high_noise,3,mid,360,0.6984307512062335,0.7428455386957905,1.1772906729196184,0.9696442280625092,0.7702289262035321,0.7943417842465397,0.04441478748955713,0.37222222222222223,0.7222222222222222,0.05104060988050586
low_to_high_noise,6,all_post,1170,0.7432839475036802,0.796401277824708,1.5547389736421686,0.9660762436373267,0.6914306609231079,0.7157102407568122,0.053117330321027945,0.35384615384615387,0.5965811965811966,0.0438832672060095
low_to_high_noise,6,early,360,0.7347279083180424,0.7354967963341065,1.3478230237639213,0.9994771635486398,0.7383237400120249,0.7387099645084529,0.0007688880160642805,0.2222222222222222,0.48055555555555557,0.041439861613618414
low_to_high_noise,6,late,450,0.7309263204646754,0.8398546149031985,1.7772711085979225,0.9328992502009463,0.6412981099875033,0.6874248316196714,0.10892829443852305,0.40444444444444444,0.6288888888888889,0.044862964329450486
low_to_high_noise,6,mid,360,0.767287020488074,0.8029890879671966,1.4834897548257244,0.9775165163163166,0.7191784247701906,0.7357199727738104,0.03570206747912272,0.4222222222222222,0.6722222222222223,0.04510205139409934
low_to_high_noise,12,all_post,1110,0.9038222981062617,1.0166082100423757,2.8101140085262513,0.9428980105951245,0.5671259970746487,0.6014711991137817,0.11278591193611401,0.41711711711711713,0.6036036036036037,0.051465724345190166
low_to_high_noise,12,early,360,0.9367214719893967,0.9357015382340912,2.237024115484851,1.0005448617576593,0.6470977723928771,0.6467453855653399,-0.0010199337553055724,0.23055555555555557,0.42777777777777776,0.03662571095054864
low_to_high_noise,12,late,390,0.8610560861759772,1.075744483753824,3.4623019128184365,0.89466646011985,0.4986929774408666,0.5574065863316944,0.21468839757784675,0.5128205128205128,0.6692307692307692,0.05813620300982289
low_to_high_noise,12,mid,360,0.9172531871476012,1.0334505853299243,2.676667005251117,0.9421059723297353,0.5853928881906163,0.6213662850931698,0.11619739818232304,0.5,0.7083333333333334,0.05907938585314627
stable_high_noise,1,all_post,1200,0.7208974954765027,0.8855056886160738,1.108965537647479,0.9022794800446993,0.8062648622589106,0.8935866104579568,0.16460819313957095,0.5516666666666666,0.5516666666666666,0.05020489459944832
stable_high_noise,1,early,360,0.6962498805803808,0.7271012553852286,1.0948879835369194,0.9785547279570759,0.7974394598827079,0.814915545446823,0.030851374804847728,0.4166666666666667,0.48333333333333334,0.04267325697107582
stable_high_noise,1,late,480,0.6955777110249385,0.9900830615857183,1.121780155829149,0.8381794584605878,0.7874426832640437,0.9394678852071512,0.29450535056077976,0.6270833333333333,0.5541666666666667,0.049458559648263394
stable_high_noise,1,mid,360,0.7793048229747104,0.9044736245540592,1.1059569341824793,0.9282302736787247,0.8394301697863578,0.9043339714180642,0.12516880157934906,0.5861111111111111,0.6166666666666667,0.05873164549606734
stable_high_noise,3,all_post,1200,0.6904573989422627,0.8314178178114922,1.2362779607636396,0.911294565144751,0.7473264963641939,0.8200712754667727,0.14096041886922955,0.41833333333333333,0.5133333333333333,0.029047645466981322
stable_high_noise,3,early,360,0.6702688004795745,0.6895660257449006,1.185387306477574,0.9859084166401771,0.7519593538668353,0.7627071046105844,0.019297225265326103,0.28888888888888886,0.3472222222222222,0.026844046154323134
stable_high_noise,3,late,480,0.6950799249439237,0.9446885628341661,1.3186864173612052,0.8577743275596419,0.726016692909543,0.8463959220778408,0.2496086378902425,0.47291666666666665,0.6041666666666666,0.03092847026625375
stable_high_noise,3,mid,360,0.7044826294027362,0.8222419498478519,1.1772906729196184,0.9256255404246773,0.7735587320430031,0.8357145500631865,0.11775932044511574,0.475,0.5583333333333333,0.028743478380609602
stable_high_noise,6,all_post,1170,0.7434522007609429,0.9077589791857474,1.573379350642449,0.9049847250699016,0.687400435020725,0.7595713120656592,0.1643067784248046,0.42735042735042733,0.47863247863247865,0.030542814111845916
stable_high_noise,6,early,360,0.7221367476298529,0.742680811657197,1.4084042490148312,0.9860719867667114,0.7160544688953994,0.7261685541268766,0.020544064027344062,0.30277777777777776,0.3,0.02486322252759627
stable_high_noise,6,late,450,0.7319533621170915,1.0511348112480217,1.7772711085979225,0.8344733959727465,0.6417485033082647,0.769046091110164,0.3191814491309299,0.4577777777777778,0.5844444444444444,0.030092800353600877
stable_high_noise,6,mid,360,0.7791412021968466,0.8936173566364551,1.4834897548257244,0.9337535970544092,0.7247125962644021,0.7761283046732653,0.11447615443960842,0.5138888888888888,0.525,0.03678492289390186
stable_high_noise,12,all_post,1110,0.909954206528674,1.3285675576082212,2.832038482763556,0.8275951691128864,0.5668396135660051,0.6849237824498302,0.4186133510795471,0.418018018018018,0.5198198198198198,0.031734843221872505
stable_high_noise,12,early,360,0.9169961016500703,1.0206106968405202,2.3046245777165413,0.947880713552635,0.6307883302060591,0.6654722700727593,0.10361459519045,0.20833333333333334,0.37777777777777777,0.02573546081460474
stable_high_noise,12,late,390,0.8697309560810389,1.5609069877723907,3.4623019128184365,0.746455550320745,0.5011987696292065,0.6714381980465496,0.6911760316913516,0.5205128205128206,0.5769230769230769,0.029303363317039647
stable_high_noise,12,mid,360,0.946487499392216,1.3848233690314053,2.676667005251117,0.8267234363319608,0.5946484188931149,0.7192833694560233,0.43833586963918947,0.5166666666666667,0.6,0.04036832885937587
stable_low_noise,1,all_post,1200,0.09235031896263922,0.11962118969300084,0.151376155249569,0.8786484377606891,0.7810709122471821,0.8889458840191059,0.027270870730361628,0.5516666666666666,0.5658333333333333,0.08512312264390035
stable_low_noise,1,early,360,0.09362692881736788,0.10141387209255323,0.13872430115411635,0.960841397984042,0.8215313028643444,0.855012392875675,0.007786943275185353,0.3416666666666667,0.42777777777777776,0.06378353534229719
stable_low_noise,1,late,480,0.08886338470966634,0.1322202427186366,0.16732751333950213,0.8198085634080613,0.728748622737115,0.8889253604617192,0.04335685800897025,0.70625,0.61875,0.10421513176005905
stable_low_noise,1,mid,360,0.09572295477854102,0.1210297699259341,0.14275953189177748,0.8893279551015469,0.818852143786742,0.920753855863265,0.025306815147393073,0.5555555555555556,0.6333333333333333,0.08100669779062526
stable_low_noise,3,all_post,1200,0.09417011267367391,0.12771288597635486,0.2757520103354015,0.8586954971948502,0.5843824991446914,0.6805468306911208,0.03354277330268092,0.385,0.55,0.04148043208616501
stable_low_noise,3,early,360,0.0943884992360337,0.10219916039323537,0.2268830624669093,0.9610276355000449,0.6449981999828265,0.6711546850026004,0.007810661157201664,0.21666666666666667,0.4083333333333333,0.03044473272267848
stable_low_noise,3,late,480,0.09451794905716943,0.15898951952280913,0.3298311479459778,0.7710328758778329,0.5353173402864388,0.6942860117047172,0.06447157046563969,0.475,0.6083333333333333,0.05182254671225395
stable_low_noise,3,mid,360,0.09348794426665342,0.11152443349753527,0.252515441389792,0.9155726102647596,0.6084625242175516,0.6645704746908062,0.01803648923088186,0.43333333333333335,0.6138888888888889,0.03872664528153299
stable_low_noise,6,all_post,1170,0.11611815869693574,0.16370923570974982,0.6192211813703083,0.8421965921907885,0.433039156826279,0.5141782344426534,0.047591077012814086,0.37606837606837606,0.5367521367521367,0.041894919175553234
stable_low_noise,6,early,360,0.11990661825899634,0.1305051584286845,0.4659315463715891,0.9585344766616722,0.5072949271138429,0.5292401467713712,0.010598540169688144,0.20555555555555555,0.37222222222222223,0.024471047150725452
stable_low_noise,6,late,450,0.11438024138219956,0.20972755881452632,0.7794752700917916,0.7384953302552392,0.3830666412465714,0.5187123405562709,0.09534731743232676,0.46,0.5911111111111111,0.05594247629979519
stable_low_noise,6,mid,360,0.11450209577829538,0.1393904091098446,0.5721932054671738,0.9063381721982965,0.4473375652745477,0.49356584440170237,0.024888313331549183,0.44166666666666665,0.6333333333333333,0.04175934479507856
stable_low_noise,12,all_post,1110,0.20463375786894264,0.3062289149215455,1.87931027232147,0.8174581763588086,0.329981350797896,0.4036675640920577,0.10159515705260289,0.418018018018018,0.5657657657657658,0.051253828162362194
stable_low_noise,12,early,360,0.2279829514701584,0.26312754979199054,1.3771823450705498,0.9308249700699462,0.4068698066804433,0.43710667393233915,0.035144598321832136,0.20555555555555555,0.39166666666666666,0.02764996460743891
stable_low_noise,12,late,390,0.1913283716787205,0.38873669408639905,2.4285971434092515,0.7015553150083741,0.28068031016966816,0.4000829359639558,0.19740832240767853,0.5384615384615384,0.6153846153846154,0.06825416161121486
stable_low_noise,12,mid,360,0.19569873264046744,0.25994685262250916,1.7863774225606268,0.8676642920962112,0.3309843016423169,0.3814658556971198,0.0642481199820417,0.5,0.6861111111111111,0.056440663814361754
