seed,transition,pre_observation_noise_std,post_observation_noise_std,fixed_ar1_phi,slope_noise_std,horizon,regime_point,outer_origin,relative_origin,period,adaptive_order,adaptive_window,adaptive_lambda,adaptive_smoothness,adaptive_window_post_fraction,frozen_order,frozen_window,frozen_lambda,frozen_smoothness,frozen_window_post_fraction,adaptive_order_differs,adaptive_window_differs,adaptive_smoothness_minus_frozen,adaptive_mse,frozen_mse,benchmark_mse,adaptive_rmse,frozen_rmse,benchmark_rmse,adaptive_mse_advantage_vs_frozen,adaptive_relative_rmsfe_vs_no_change,frozen_relative_rmsfe_vs_no_change
0,stable_low_noise,0.25,0.25,0.0,0.01,1,180,258,78,late,3,72,125392.51218463288,0.9725562376718031,1.0,2,48,3101.932632423876,0.972214039136268,1.0,1.0,1.0,0.0003421985355350765,0.08702219951027543,0.1810935959795322,0.14147228777258145,0.2949952533690592,0.4255509322978064,0.3761280204565747,0.09407139646925677,0.7842948074194792,1.131399175688209
0,stable_low_noise,0.25,0.25,0.0,0.01,1,180,261,81,late,1,48,7.650523766132941,0.8293039995291879,1.0,2,48,3101.932632423876,0.972214039136268,1.0,1.0,0.0,-0.14291003960708015,0.00570901468246772,0.006171901202400243,0.008971943557768671,0.07555802195973449,0.07856144857625935,0.09472034394874562,0.0004628865199325233,0.7976958149626219,0.8294041733924652
0,stable_low_noise,0.25,0.25,0.0,0.01,1,180,264,84,late,1,72,11.354419589512613,0.8583495888018906,1.0,2,48,3101.932632423876,0.972214039136268,1.0,1.0,1.0,-0.11386445033437742,0.25756128574457293,0.2679780813075104,0.12368547514848655,0.5075049613004516,0.5176659939647479,0.3516894583982957,0.010416795562937453,1.4430485451903754,1.4719406044251695
0,stable_low_noise,0.25,0.25,0.0,0.01,1,180,267,87,late,1,48,10.029472871675326,0.8516292318307722,1.0,2,48,3101.932632423876,0.972214039136268,1.0,1.0,0.0,-0.12058480730549581,0.11743849171854848,0.13134982518480745,0.05572876053479676,0.34269299922605434,0.362422164312294,0.23606939770922608,0.013911333466258974,1.4516621067850557,1.5352356884423475
0,stable_low_noise,0.25,0.25,0.0,0.01,1,180,270,90,late,1,72,9.066013185582941,0.8411084887072197,1.0,2,48,3101.932632423876,0.972214039136268,1.0,1.0,1.0,-0.13110555042904837,0.08194568861639036,0.08206376501111708,0.15983103014344907,0.28626157376845107,0.2864677381680476,0.3997887318865416,0.00011807639472671827,0.7160321213097395,0.7165478046773613
0,stable_low_noise,0.25,0.25,0.0,0.01,1,180,273,93,late,1,72,9.524461710796533,0.8450422112330749,1.0,2,48,3101.932632423876,0.972214039136268,1.0,1.0,1.0,-0.12717182790319315,0.05324202154991473,0.023453088637703505,0.08983978057695761,0.23074232717452325,0.15314401273867517,0.29973284867854844,-0.029788932912211227,0.7698266245818963,0.5109350323591527
0,stable_low_noise,0.25,0.25,0.0,0.01,1,180,276,96,late,1,48,9.409745847825889,0.846616282802436,1.0,2,48,3101.932632423876,0.972214039136268,1.0,1.0,0.0,-0.12559775633383208,0.12854879705087166,0.0566760945997825,0.25539040887305,0.358537023263807,0.23806741608162696,0.5053616614594443,-0.07187270245108916,0.7094662112443999,0.4710832543056535
0,stable_low_noise,0.25,0.25,0.0,0.01,1,180,279,99,late,1,48,9.506143616060754,0.8474272657587962,1.0,2,48,3101.932632423876,0.972214039136268,1.0,1.0,0.0,-0.1247867733774718,0.00026841755808954746,0.012728428181566014,0.006799737967723421,0.016383453790014713,0.11282033585114881,0.08246052369299761,0.012460010623476467,0.19868238832693666,1.3681738945920532
0,stable_low_noise,0.25,0.25,0.0,0.01,1,180,282,102,late,3,48,57451.75625507996,0.9759543738008164,1.0,2,48,3101.932632423876,0.972214039136268,1.0,1.0,0.0,0.0037403346645483726,0.13695313331090783,0.21309130497846035,0.43158828022783924,0.3700717948059644,0.46161813761859527,0.6569537885025394,0.07613817166755252,0.5633148043023029,0.70266454916229
0,stable_low_noise,0.25,0.25,0.0,0.01,1,180,285,105,late,3,48,41479.459127882255,0.9728027411356532,1.0,2,48,3101.932632423876,0.972214039136268,1.0,1.0,0.0,0.0005887019993852105,7.79098124002899e-05,0.021396379826204383,0.02604677027609014,0.00882665352216172,0.1462750143606364,0.16139011827274352,0.021318470013804092,0.054691412439793814,0.9063443036421651
0,stable_low_noise,0.25,0.25,0.0,0.01,1,180,288,108,late,3,48,42557.50300727607,0.9730572476151804,1.0,2,48,3101.932632423876,0.972214039136268,1.0,1.0,0.0,0.0008432084789123939,0.03999835416328989,8.605991434203977e-05,0.06519345089998728,0.19999588536589918,0.009276848297888662,0.25533008224646636,-0.03991229424894785,0.7832836758061517,0.03633276665353461
