direction,matched_control,seed,horizon,relative_origin,period,transition_adaptive_mse,transition_frozen_mse,transition_adaptive_mse_advantage,control_adaptive_mse,control_frozen_mse,control_adaptive_mse_advantage,excess_adaptive_mse_advantage
low_to_high_noise,stable_low_noise,0,1,0,early,0.35858015858175296,0.35858015858175296,0.0,0.1347994604770523,0.1347994604770523,0.0,0.0
low_to_high_noise,stable_low_noise,0,1,3,early,0.3017847032725158,0.3585115965721398,0.05672689329962405,0.010418651460370255,0.011480488899846705,0.0010618374394764495,0.0556650558601476
low_to_high_noise,stable_low_noise,0,1,6,early,0.9017010222919811,0.8969093276587198,-0.004791694633261345,0.07683435606124392,0.07980786435367514,0.002973508292431218,-0.007765202925692563
low_to_high_noise,stable_low_noise,0,1,9,early,1.6790672800541366,1.5374243518477537,-0.1416429282063829,0.17830832596939547,0.17840690229435086,9.857632495538504e-05,-0.1417415045313383
low_to_high_noise,stable_low_noise,0,1,12,early,0.005207770178736055,0.028397384444566246,0.023189614265830192,0.0005197846340286804,0.0003977090025469166,-0.00012207563148176377,0.023311689897311957
low_to_high_noise,stable_low_noise,0,1,15,early,0.6434435326426033,0.8141541456024441,0.1707106129598408,0.05633037816080372,0.05668520579601239,0.0003548276352086724,0.17035578532463214
low_to_high_noise,stable_low_noise,0,1,18,early,0.15764684127642187,0.40518972898715033,0.24754288771072847,0.03682250741504739,0.02101411706103512,-0.01580839035401227,0.26335127806474073
low_to_high_noise,stable_low_noise,0,1,21,early,0.6440933157138236,1.1195050162362201,0.47541170052239656,0.07402703756816802,0.07543199769465016,0.001404960126482141,0.4740067403959144
low_to_high_noise,stable_low_noise,0,1,24,early,0.7622388839833714,0.2864280161743701,-0.4758108678090013,0.08542246981576937,0.07884511760736171,-0.006577352208407661,-0.4692335156005936
low_to_high_noise,stable_low_noise,0,1,27,early,0.10987363692545105,0.027180132045534305,-0.08269350487991674,0.024673341844761755,0.022538017968290167,-0.0021353238764715878,-0.08055818100344515
low_to_high_noise,stable_low_noise,0,1,30,early,0.8992568961122253,0.7426088235654371,-0.15664807254678814,0.13266644987225304,0.14740709445839914,0.014740644586146101,-0.17138871713293424
low_to_high_noise,stable_low_noise,0,1,33,early,0.5089916259395573,0.27923258979362436,-0.2297590361459329,0.03210781973255698,0.05133652909245224,0.019228709359895256,-0.24898774550582817
low_to_high_noise,stable_low_noise,0,1,36,mid,0.9916666278905405,0.7603688094226281,-0.23129781846791242,0.0689850597183183,0.08623140675150472,0.01724634703318642,-0.24854416550109884
low_to_high_noise,stable_low_noise,0,1,39,mid,2.761913647561903,3.1268383663387103,0.3649247187768072,0.2889864070280871,0.3293118317368519,0.04032542470876482,0.3245992940680424
low_to_high_noise,stable_low_noise,0,1,42,mid,0.46412613704464023,0.47828359520211355,0.014157458157473324,0.017220659315063606,0.034115930367473374,0.016895271052409767,-0.0027378128949364436
low_to_high_noise,stable_low_noise,0,1,45,mid,0.5516917119689216,0.49347062854023704,-0.058221083428684595,0.08485561857636503,0.07205376910610017,-0.012801849470264859,-0.045419233958419736
low_to_high_noise,stable_low_noise,0,1,48,mid,0.005425597080963923,0.009839099498946027,0.004413502417982104,0.011335648691575554,0.007197196996124449,-0.004138451695451105,0.00855195411343321
low_to_high_noise,stable_low_noise,0,1,51,mid,0.07540138830256927,0.030663628108006824,-0.04473776019456245,0.008361172927894494,0.008614447681428631,0.0002532747535341374,-0.04499103494809659
low_to_high_noise,stable_low_noise,0,1,54,mid,1.2647029608074623,1.1649529425688712,-0.09975001823859109,0.10436870915069325,0.13640011416758044,0.032031405016887185,-0.13178142325547826
low_to_high_noise,stable_low_noise,0,1,57,mid,3.1273182132975443,2.8537753156296506,-0.27354289766789375,0.37950700612991906,0.35329840424501524,-0.026208601884903815,-0.24733429578298993
low_to_high_noise,stable_low_noise,0,1,60,mid,2.6054219724763312,2.153984617587071,-0.45143735488926007,0.4449144262281813,0.3890430622505009,-0.05587136397768039,-0.3955659909115797
low_to_high_noise,stable_low_noise,0,1,63,mid,0.8478048384756754,0.8980951502463763,0.05029031177070087,0.03395731551497613,0.01859943680405509,-0.015357878710921043,0.0656481904816219
low_to_high_noise,stable_low_noise,0,1,66,mid,2.0524940112443577,1.5678278304795412,-0.4846661807648165,0.2898029469893478,0.3350352992298631,0.045232352240515306,-0.5298985330053319
low_to_high_noise,stable_low_noise,0,1,69,mid,0.5438466726400142,0.327927652108735,-0.2159190205312792,0.08783812271915295,0.008482290764810252,-0.0793558319543427,-0.1365631885769365
low_to_high_noise,stable_low_noise,0,1,72,late,0.6212338792511611,0.400991197136805,-0.22024268211435616,0.016022858956991647,0.07362184780434138,0.05759898884734973,-0.27784167096170587
