direction,horizon,relative_origin,transition_smoothness,start_reference_smoothness,target_reference_smoothness,mean_abs_smoothness_gap_to_target,mean_transition_order,mean_start_order,mean_target_order,mean_transition_window,mean_start_window,mean_target_window,order_match_target_share,window_match_target_share,discrete_config_match_target_share,mean_transition_window_post_fraction,reference_smoothness_shift,smoothness_progress
high_to_low_noise,1,0,0.9798466711478272,0.9798466711478272,0.9412313150616001,0.043530261303272956,2.0,2.0,2.1,50.4,50.4,42.4,0.7333333333333333,0.5333333333333333,0.5,0.0,-0.038615356086227126,-0.0
high_to_low_noise,1,3,0.9676687569421117,0.9635439586671165,0.9199991702023882,0.05691909167454958,2.066666666666667,2.033333333333333,2.1333333333333333,56.0,55.2,47.2,0.6333333333333333,0.5,0.43333333333333335,0.06666666666666667,-0.04354478846472831,-0.09472541767739576
high_to_low_noise,1,6,0.9703221268989185,0.9719420443640874,0.9131684957360844,0.06523145363410816,2.0,2.066666666666667,2.1,52.0,52.0,47.2,0.6333333333333333,0.5,0.4,0.14027777777777778,-0.05877354862800299,0.027562015617295144
high_to_low_noise,1,9,0.9559595047357924,0.9651374090394834,0.9463449860545612,0.0583779521350412,2.0,2.066666666666667,2.1333333333333333,51.2,55.2,42.4,0.6666666666666666,0.5666666666666667,0.4,0.21666666666666667,-0.01879242298492223,0.48838323355401064
high_to_low_noise,1,12,0.9657689518651009,0.9497306138545928,0.9229108848119592,0.05086112507876022,2.066666666666667,2.066666666666667,2.2,57.6,55.2,44.8,0.7666666666666667,0.4,0.3333333333333333,0.23888888888888887,-0.026819729042633633,-0.5980052216416132
high_to_low_noise,1,15,0.9554845630613111,0.9533491663813031,0.912286825047168,0.06549897411198655,2.1333333333333333,2.066666666666667,2.033333333333333,52.0,52.0,43.2,0.7333333333333333,0.43333333333333335,0.4,0.3368055555555555,-0.04106234133413511,-0.05200377305891486
high_to_low_noise,1,18,0.9504430309227077,0.9514260390593012,0.9318091269752843,0.05590340372580626,2.2333333333333334,2.066666666666667,2.1666666666666665,52.8,49.6,42.4,0.7,0.4,0.4,0.4,-0.019616912084016946,0.05011023816508266
high_to_low_noise,1,21,0.9567261372205501,0.9531408288241675,0.9251495975656703,0.057023231740073184,2.1666666666666665,2.2,2.1333333333333333,50.4,50.4,41.6,0.6666666666666666,0.4,0.36666666666666664,0.4715277777777778,-0.02799123125849723,-0.1280868413137139
high_to_low_noise,1,24,0.9566176455199781,0.9547783088306248,0.9260219822589751,0.059097990065219215,2.2333333333333334,2.1666666666666665,2.1666666666666665,53.6,49.6,43.2,0.6333333333333333,0.43333333333333335,0.36666666666666664,0.5055555555555555,-0.028756326571649615,-0.06396285300107465
high_to_low_noise,1,27,0.9389702879613403,0.9805305226719796,0.9332132102644857,0.06835591671587868,2.2666666666666666,2.3,2.2333333333333334,56.0,54.4,42.4,0.9,0.4,0.3333333333333333,0.5333333333333333,-0.04731731240749393,0.8783304164176736
high_to_low_noise,1,30,0.9644372898888837,0.9481403801068623,0.9272824061270389,0.06324829667784332,2.3666666666666667,2.2333333333333334,2.2333333333333334,51.2,56.8,43.2,0.7333333333333333,0.43333333333333335,0.36666666666666664,0.6305555555555556,-0.020857973979823363,-0.7813275535670878
high_to_low_noise,1,33,0.9513076045517721,0.9494100513760136,0.9428485392002174,0.03948379665944076,2.4,2.2666666666666666,2.3333333333333335,51.2,56.8,40.0,0.8,0.43333333333333335,0.36666666666666664,0.673611111111111,-0.006561512175796258,-0.2891944912878541
high_to_low_noise,1,36,0.9331303975158398,0.955817750268744,0.9351901422274718,0.04781066465342079,2.2666666666666666,2.2666666666666666,2.2333333333333334,53.6,55.2,40.0,0.7,0.4666666666666667,0.3,0.6916666666666667,-0.020627608041272283,1.0998537837014721
high_to_low_noise,1,39,0.9487326146280249,0.9619751060402871,0.932516036483012,0.042933779509932136,2.4,2.2666666666666666,2.3,52.0,48.0,42.4,0.7666666666666667,0.43333333333333335,0.23333333333333334,0.7451388888888889,-0.029459069557275175,0.4495217130505686
high_to_low_noise,1,42,0.9468671106532338,0.954574285320067,0.9153301637563389,0.05524828109227077,2.4,2.2333333333333334,2.1,52.0,52.8,40.0,0.5666666666666667,0.4,0.26666666666666666,0.7708333333333334,-0.03924412156372814,0.19639055124007895
high_to_low_noise,1,45,0.8867248120537491,0.9408122373777982,0.9148129400182416,0.11499031964982452,2.2,2.066666666666667,2.033333333333333,53.6,51.2,36.0,0.5666666666666667,0.3333333333333333,0.16666666666666666,0.7979166666666667,-0.025999297359556528,2.080341809859267
high_to_low_noise,1,48,0.8585545617415008,0.9260174757126537,0.9270282929270561,0.13520872795957867,2.033333333333333,2.1333333333333333,2.1,48.8,48.0,43.2,0.6333333333333333,0.4666666666666667,0.3,0.8666666666666667,0.0010108172144024374,-66.7409626685422
high_to_low_noise,1,51,0.9111484231082769,0.9356152617864688,0.9211865679690765,0.07338761562675247,2.1,2.0,2.1333333333333333,44.0,46.4,42.4,0.6666666666666666,0.5,0.3333333333333333,0.9125,-0.014428693817392313,1.6957071088929487
high_to_low_noise,1,54,0.9077981783263779,0.9534396339768557,0.9192245268075923,0.07836271063061823,2.1666666666666665,2.0,2.1,45.6,48.8,42.4,0.6333333333333333,0.3,0.2,0.9166666666666666,-0.03421510716926346,1.3339562382396697
high_to_low_noise,1,57,0.879386982790411,0.9620423530996678,0.943232676977061,0.12802402005340807,2.066666666666667,2.033333333333333,2.1666666666666665,43.2,44.8,38.4,0.6,0.5,0.36666666666666664,0.9375,-0.018809676122606755,4.394300559482566
high_to_low_noise,1,60,0.9559192683178979,0.9621408196706126,0.9526572479640073,0.017898825182407423,2.2,2.1666666666666665,2.3333333333333335,43.2,47.2,40.0,0.8333333333333334,0.7333333333333333,0.7,0.9555555555555556,-0.009483571706605298,0.6560346191489683
high_to_low_noise,1,63,0.944946559064904,0.9562943526113155,0.9528628574512797,0.014400669965414666,2.3333333333333335,2.2333333333333334,2.5,40.8,48.8,48.0,0.8,0.7,0.6666666666666666,0.9708333333333333,-0.0034314951600357135,3.306953096880767
