direction,matched_control,horizon,seed,mean_excess_advantage_vs_frozen_local,mean_excess_advantage_vs_frozen_all_pre
high_to_low_roughness,stable_high_roughness,6,9,0.0582829370737546,0.10549446040040773
high_to_low_roughness,stable_high_roughness,6,10,0.04363447058098156,0.04324249905890288
high_to_low_roughness,stable_high_roughness,6,11,-0.1592515694368934,0.0668679163349391
high_to_low_roughness,stable_high_roughness,6,12,0.009064865683949819,0.02820736422270081
high_to_low_roughness,stable_high_roughness,6,13,-0.05267861655114194,0.06614221106079046
high_to_low_roughness,stable_high_roughness,6,14,-20.683607790591317,-1.2541687106849575
high_to_low_roughness,stable_high_roughness,6,15,0.014318861753696038,0.01875662547658407
high_to_low_roughness,stable_high_roughness,6,16,-0.020466775377778672,-0.0006006142830956972
high_to_low_roughness,stable_high_roughness,6,17,0.05491017072105363,0.02650491469153395
high_to_low_roughness,stable_high_roughness,6,18,0.12369235700835365,0.08626683059966947
high_to_low_roughness,stable_high_roughness,6,19,0.028253252466101948,0.0354315775705682
high_to_low_roughness,stable_high_roughness,6,20,0.019965081369006085,0.049313598756652935
high_to_low_roughness,stable_high_roughness,6,21,0.05134147272948905,0.017375381168467114
high_to_low_roughness,stable_high_roughness,6,22,0.028515948300828462,0.028372900331016415
high_to_low_roughness,stable_high_roughness,6,23,0.10692178680091051,0.11017398998330204
high_to_low_roughness,stable_high_roughness,6,24,0.04417018730956066,0.08420288160956982
high_to_low_roughness,stable_high_roughness,6,25,0.08577370331720477,0.07917334095851411
high_to_low_roughness,stable_high_roughness,6,26,0.029626336806823392,0.03732472889830122
high_to_low_roughness,stable_high_roughness,6,27,-0.0011028672085108442,-0.027787630448767003
high_to_low_roughness,stable_high_roughness,6,28,0.06698721494123726,0.06746876739664256
high_to_low_roughness,stable_high_roughness,6,29,0.021307091251756036,0.036116476377133985
high_to_low_roughness,stable_high_roughness,12,0,0.036283302635054124,0.04409511737972093
high_to_low_roughness,stable_high_roughness,12,1,0.2543772216582627,0.24854551300309136
