direction,matched_control,seed,horizon,relative_origin,period,transition_advantage_vs_frozen_local,transition_advantage_vs_frozen_all_pre,control_advantage_vs_frozen_local,control_advantage_vs_frozen_all_pre,excess_advantage_vs_frozen_local,excess_advantage_vs_frozen_all_pre
low_to_high_roughness,stable_low_roughness,0,1,108,late,-0.024943907043707775,-0.0017705147884772565,-0.08488709491834084,-0.08742163556111618,0.05994318787463307,0.08565112077263892
low_to_high_roughness,stable_low_roughness,0,1,111,late,1.9117671008269972,2.0246405597251433,0.22559204736325444,0.24923352952819144,1.6861750534637427,1.775407030196952
low_to_high_roughness,stable_low_roughness,0,1,114,late,2.1910989524688693,2.330122670925341,0.15033611373982791,0.17435057804113074,2.0407628387290413,2.1557720928842103
low_to_high_roughness,stable_low_roughness,0,1,117,late,2.2261558542052895,2.3847311096617827,0.023790923456007196,0.04394466616041848,2.2023649307492823,2.340786443501364
low_to_high_roughness,stable_low_roughness,0,3,0,early,0.0,-0.00012029915771183397,0.0,-0.00012251108059457838,0.0,2.2119228827444104e-06
low_to_high_roughness,stable_low_roughness,0,3,3,early,-0.05394413203031968,-0.053943523687246336,-0.025799984258871395,-0.0257955199157072,-0.02814414777144829,-0.028148003771539136
low_to_high_roughness,stable_low_roughness,0,3,6,early,-0.15654219797099853,-0.15655519701162657,-0.10492203617552978,-0.10492603392241245,-0.051620161795468744,-0.051629163089214114
low_to_high_roughness,stable_low_roughness,0,3,9,early,6.050720570127677e-05,6.092612116953555e-05,0.1076268134446483,0.10763423642091069,-0.10756630623894703,-0.10757331029974115
low_to_high_roughness,stable_low_roughness,0,3,12,early,-0.021650221600250687,-0.021648092203988133,0.027606776022912886,0.02761807875162419,-0.04925699762316357,-0.04926617095561232
low_to_high_roughness,stable_low_roughness,0,3,15,early,-0.07026686887200584,-0.07026363861143481,-0.01691484005967475,-0.016913980991577926,-0.05335202881233109,-0.05334965761985688
