transition,horizon,seed,adaptive_rmse_vs_frozen_local,adaptive_rmse_vs_frozen_all_pre,adaptive_advantage_vs_frozen_local,adaptive_advantage_vs_frozen_all_pre
low_to_high_roughness,3,13,0.8017545662735708,0.8719041068788442,0.2623583519221292,0.14892249739140373
low_to_high_roughness,3,14,0.46303176030734833,0.652915524930348,1.576776119981203,0.5791100471112579
low_to_high_roughness,3,15,0.9691935965459926,0.8129105692066549,0.021130627317254458,0.16793613089049908
low_to_high_roughness,3,16,0.6459976341057342,0.6758901922949049,0.3947149794571167,0.3361209136668623
low_to_high_roughness,3,17,0.6977933381146602,0.8105913077021665,0.34931430544604086,0.17302051589666106
low_to_high_roughness,3,18,0.594397263965571,0.6809340782625604,0.87961397232948,0.5558649242436162
low_to_high_roughness,3,19,0.9635615030361057,1.006755282823098,0.029086267776587238,-0.005048147456920782
low_to_high_roughness,3,20,0.994345730891314,1.0150204742204676,0.003886121827905875,-0.010009855736953732
low_to_high_roughness,3,21,0.238774071203258,0.42494317438504864,7.292544573348259,2.0007569499791384
low_to_high_roughness,3,22,1.0248660697497194,1.0227000692970836,-0.01647529290201949,-0.01508780372228391
low_to_high_roughness,3,23,0.9342379518487578,0.9890037152634621,0.04833011612288135,0.0074153788539186305
low_to_high_roughness,3,24,0.4045029982964135,0.9120242066832512,2.112067236469282,0.08355892173974172
low_to_high_roughness,3,25,1.0315753776892937,1.002747267116794,-0.020831031713079817,-0.001890929260253582
low_to_high_roughness,3,26,0.9513567665910025,0.8562000429191529,0.03420630310698225,0.11875909861697637
low_to_high_roughness,3,27,0.7691610996831418,0.7691610996831418,0.21811076918550232,0.21811076918550232
low_to_high_roughness,3,28,0.97484818934896,0.9692519878189769,0.017442451704597906,0.02150916113775103
low_to_high_roughness,3,29,0.8710802196650735,0.9078869123779701,0.09772088098658926,0.0655393561893029
low_to_high_roughness,6,0,0.9973137770929504,0.8990810207679243,0.0021305587042342866,0.0936456220190216
low_to_high_roughness,6,1,1.0024686799269764,0.9638411441999242,-0.002640642705932783,0.04103277243326897
low_to_high_roughness,6,2,0.42792790816870807,0.42792973089737607,2.059118710135457,2.059097236628566
low_to_high_roughness,6,3,0.581181047106715,0.5569402747978471,1.0451530478040723,1.1855280341629224
low_to_high_roughness,6,4,0.9193956563005499,0.9789644640095289,0.07473526814128689,0.017736391306146626
low_to_high_roughness,6,5,1.0024579384934407,1.0374734047953722,-0.002722126243394407,-0.0394246027137688
low_to_high_roughness,6,6,0.4401405536240718,1.0186574963274695,2.5910855420799632,-0.022596452551308155
low_to_high_roughness,6,7,0.7621278563020281,0.8799788053606596,0.341293767726189,0.13780643572770634
low_to_high_roughness,6,8,0.6838014855863906,0.7838907058342196,0.3962389837316175,0.21832186101435835
low_to_high_roughness,6,9,0.7610352784871814,0.9802600142253906,0.39338847252040354,0.022024996078176873
low_to_high_roughness,6,10,1.0534208181143085,1.0088816291032259,-0.05570708627639598,-0.009878529340577535
low_to_high_roughness,6,11,0.818953213023733,0.8618071899909576,0.21791688801254067,0.15374345810203888
low_to_high_roughness,6,12,0.8289203081567357,0.8289208132267709,0.16113521574256257,0.16113458816754683
low_to_high_roughness,6,13,0.8079782960700458,0.891717716013831,0.32505087543686506,0.15745851339150707
low_to_high_roughness,6,14,0.4532449718934963,0.9808752629664845,2.2641352745203798,0.02304951454217019
low_to_high_roughness,6,15,0.9750541032323149,0.7786837079897736,0.02148770756421109,0.269190253587103
low_to_high_roughness,6,16,0.6773749898507136,0.6773749898507136,0.47213917993016113,0.47213917993016113
low_to_high_roughness,6,17,0.8271033293262644,0.8634366508229978,0.21505784099687003,0.15896917243185166
low_to_high_roughness,6,18,0.7480600448983973,0.7723351534007779,0.5372713098730876,0.4617888021533415
low_to_high_roughness,6,19,0.9975662930847248,1.011081374113885,0.002149584890833056,-0.00959223250541924
low_to_high_roughness,6,20,1.0119351480481105,1.0321873447610654,-0.010011090502443531,-0.026210589873785772
low_to_high_roughness,6,21,0.26933388572223915,0.3580588196361804,6.3777331520330005,3.392021235182051
low_to_high_roughness,6,22,1.103493291575122,1.1052735873533865,-0.07812025186270427,-0.07927533372213758
low_to_high_roughness,6,23,1.010865087097361,1.085779105990403,-0.00989691056248887,-0.07024845259455309
low_to_high_roughness,6,24,0.4505769065994059,0.8846205285867175,2.207728743838069,0.1562695411201268
low_to_high_roughness,6,25,1.0446374144651978,1.0313816657436998,-0.034941851273228575,-0.025037469643811205
low_to_high_roughness,6,26,0.9107921104944059,0.8282392536849732,0.07689889568449548,0.17131178774843392
low_to_high_roughness,6,27,0.7878582315691892,0.7878582315691892,0.24306554779366124,0.24306554779366124
low_to_high_roughness,6,28,1.0613407002845432,1.0498565753602884,-0.048892138634006266,-0.040386492584735534
low_to_high_roughness,6,29,0.8748310419013963,0.9688697647542763,0.1095152330519289,0.023320223827420494
low_to_high_roughness,12,0,0.8928732761370164,1.0945726850927642,0.13767274687033337,-0.08949117420328484
low_to_high_roughness,12,1,1.3488698668450845,1.302474627394189,-0.5491626499675831,-0.5005689897120783
low_to_high_roughness,12,2,0.5446693011055063,0.5447399207513881,2.289302314764589,2.2884584382971322
low_to_high_roughness,12,3,0.6506088193372354,0.6285389523726047,1.332792759629298,1.4979366702197354
low_to_high_roughness,12,4,0.8837120960265297,0.9659069176535335,0.15710348821980835,0.040236206030042965
low_to_high_roughness,12,5,1.0949424880241565,1.119733528594498,-0.16275620303127036,-0.19858897695916822
low_to_high_roughness,12,6,0.4657031035968541,1.20353031522501,5.6220135013308745,-0.48207605090086814
low_to_high_roughness,12,7,0.780708122610421,0.9584511304575059,0.6443571949589229,0.0890883254426269
low_to_high_roughness,12,8,0.7474763366158014,0.7930432284376403,0.4300441465297473,0.3212707830357294
low_to_high_roughness,12,9,0.7643319941442213,1.0400710202374834,0.6409515232393255,-0.06805468385435631
low_to_high_roughness,12,10,1.056269492384081,1.0317417381071976,-0.09633318967837545,-0.0562768253889
low_to_high_roughness,12,11,0.7462304644414923,0.817598588369726,0.41608810144184316,0.2593200561934704
low_to_high_roughness,12,12,0.8231985999815884,0.8231985999815884,0.2051494688298487,0.2051494688298487
low_to_high_roughness,12,13,0.846125394546834,0.8791069773208201,0.4471308190140961,0.33124185127482364
low_to_high_roughness,12,14,0.5515890423479157,0.4558032159231245,2.7283178916526127,4.549641596310563
low_to_high_roughness,12,15,1.079054275957972,0.8676813597690258,-0.10370785013452355,0.24116278865226348
low_to_high_roughness,12,16,0.7881916457086938,0.7882164754487967,0.42609759969002037,0.42602672327199154
low_to_high_roughness,12,17,0.7800674285181863,0.9851395596784492,0.6906888490140635,0.03263231852045845
low_to_high_roughness,12,18,0.7657852645365054,0.7842982868025353,0.9350188752109645,0.8295466342929227
low_to_high_roughness,12,19,1.0379342187952165,1.0590163034342626,-0.04023827153212112,-0.06075529968676424
low_to_high_roughness,12,20,1.1239054784999336,1.1272844253777596,-0.15882039508292922,-0.16243288846787973
low_to_high_roughness,12,21,0.3585125794223306,0.36713028039575846,7.124562323882105,6.745264530635498
low_to_high_roughness,12,22,0.8956302557805159,1.0581605741464186,0.17016034393799873,-0.07375515903772023
low_to_high_roughness,12,23,1.161861508956691,1.1939899182380969,-0.19622943043340302,-0.22600283450301084
low_to_high_roughness,12,24,0.6100550507984386,0.9663389047491144,2.0594447074515863,0.08653102558945736
low_to_high_roughness,12,25,1.1141980898747856,1.0997999756798023,-0.12386203029023957,-0.11034164344131103
low_to_high_roughness,12,26,0.9386490950605476,0.9995750852346733,0.08303674234277691,0.0005230766680767163
low_to_high_roughness,12,27,0.6997724194354512,0.7423850156013417,0.7567492968765805,0.5913997784641216
low_to_high_roughness,12,28,1.2375115639822323,1.248499027918269,-0.24048475002295278,-0.24841453687077764
low_to_high_roughness,12,29,0.9708916117346458,1.059933463996309,0.03127067683783702,-0.05646290824300365
stable_high_roughness,1,0,0.9406931979910815,0.9927124228762909,0.05307499224159096,0.006013197047826324
stable_high_roughness,1,1,1.0742590027864958,1.0279834953381466,-0.053174732117407364,-0.02139465611870217
stable_high_roughness,1,2,0.6402204645407963,0.9673886975834318,0.42337236726522937,0.020160403886083422
stable_high_roughness,1,3,0.8854399391635391,0.9121798150035594,0.11341206084267741,0.08307946302273156
stable_high_roughness,1,4,1.0131528863742414,0.9998564891991931,-0.007085871290723134,7.885940307539308e-05
stable_high_roughness,1,5,1.0385255761614192,1.0800528447045468,-0.036779425903870955,-0.07209998254914907
stable_high_roughness,1,6,0.5263787444237761,0.7906793150679534,1.2718577700931588,0.29226105659946344
stable_high_roughness,1,7,0.9752726849269124,0.809872414491778,0.016297148378630832,0.16650205625347497
stable_high_roughness,1,8,1.029279113357253,1.02945332352312,-0.017627375241010435,-0.01772777854964519
stable_high_roughness,1,9,0.9731412176693855,0.945465937370875,0.02165928764732411,0.04593578322346065
stable_high_roughness,1,10,1.0228821841995428,1.0253828407305423,-0.02275985411430187,-0.02515520703966284
stable_high_roughness,1,11,0.8821618957241127,1.0485652826258378,0.07505288228728424,-0.023829011177986748
stable_high_roughness,1,12,0.9507148814217339,0.951137453194528,0.03509397153588251,0.034769696416886264
stable_high_roughness,1,13,1.1967575162129045,1.0474480653613794,-0.17471754971970005,-0.051262739478694086
stable_high_roughness,1,14,0.14618846495098126,1.0456994133895592,19.467432987567474,-0.03634591159865652
stable_high_roughness,1,15,1.0886959040213353,1.081126380025472,-0.0637977939391432,-0.0589586706383165
stable_high_roughness,1,16,1.0624288429278708,1.083671296243186,-0.03355632314856172,-0.04367373952765696
stable_high_roughness,1,17,0.9861758052384436,1.0318512668275244,0.008896550453793117,-0.019153900316441874
stable_high_roughness,1,18,1.1511396751188903,1.1357686628196855,-0.09546689572647016,-0.08746528958461364
stable_high_roughness,1,19,1.0150123210866993,1.0556805052018778,-0.013717614289570745,-0.04798322630841395
stable_high_roughness,1,20,1.039148636697553,1.1024284183072688,-0.02565376122682117,-0.061486780154474785
stable_high_roughness,1,21,0.5339804964758629,1.0311287992868265,1.081418596100061,-0.025650432479747465
stable_high_roughness,1,22,0.8211532068263319,0.8734675581244947,0.09692757172608563,0.06234800861405776
stable_high_roughness,1,23,1.0764546020052757,1.073868017320539,-0.053009582551088064,-0.05139909704484169
stable_high_roughness,1,24,0.979847673673035,0.961260747581718,0.015562773813611153,0.030792952177122745
stable_high_roughness,1,25,0.8137811455929014,1.075201916978924,0.16366647236909893,-0.04331872309571583
stable_high_roughness,1,26,1.0961522806095243,1.153314820024519,-0.04944243325241934,-0.07315687090588924
stable_high_roughness,1,27,0.888120372134634,0.9651695973468607,0.07791823362543365,0.0213773238790384
stable_high_roughness,1,28,1.040195530628326,1.0357540440986652,-0.030649514604122796,-0.027437289905333506
stable_high_roughness,1,29,1.0549929595562295,1.073007622579178,-0.03401899949796389,-0.04404196825469653
stable_high_roughness,3,0,1.0045433449393681,1.031408577686052,-0.003278686945167475,-0.021788645112777894
stable_high_roughness,3,1,1.0375037335305068,1.0352132340384241,-0.032019173869688,-0.030162875527929844
stable_high_roughness,3,2,0.5191603483766721,0.9889294824252948,1.0562677917959546,0.008774650752025437
stable_high_roughness,3,3,0.5424445065312152,0.9607185151824725,0.9069108811794486,0.031552425177051535
