seed,transition,pre_phi,post_phi,horizon,regime_point,outer_origin,relative_origin,period,adaptive_order,adaptive_window,adaptive_lambda,adaptive_smoothness,frozen_order,frozen_window,frozen_lambda,frozen_smoothness,adaptive_order_differs,adaptive_window_differs,adaptive_smoothness_minus_frozen,adaptive_mse,frozen_mse,benchmark_mse,adaptive_rmse,frozen_rmse,benchmark_rmse,adaptive_mse_advantage_vs_frozen,adaptive_relative_rmsfe_vs_no_change,frozen_relative_rmsfe_vs_no_change
0,stable_low,0.0,0.0,1,180,180,0,early,2,72,14601.076132385182,0.9811665156733061,2,72,14601.076132385182,0.9811665156733061,0.0,0.0,0.0,0.29269623155978675,0.29269623155978675,5.096872740320721,0.5410140770440144,0.5410140770440144,2.2576254650230894,0.0,0.23963854298502132,0.23963854298502132
0,stable_low,0.0,0.0,1,180,183,3,early,2,72,41587.051253263766,0.9887895484219116,2,72,14601.076132385182,0.9811665156733061,0.0,0.0,0.0076230327486054295,0.07242485148539358,0.03858833361549088,1.1137705977711096,0.2691186568883577,0.1964391346333283,1.0553533047141652,-0.0338365178699027,0.2550033772445963,0.18613589757652999
0,stable_low,0.0,0.0,1,180,186,6,early,2,72,39379.10639796278,0.9884408249995202,2,72,14601.076132385182,0.9811665156733061,0.0,0.0,0.00727430932621409,0.3450901796838033,0.26981781172936364,0.02776598434023999,0.5874437672524948,0.5194399019418547,0.16663128259795634,-0.07527236795443965,3.5254110638388587,3.117301228456279
0,stable_low,0.0,0.0,1,180,189,9,early,2,72,19177.396602443943,0.9833466154967719,2,72,14601.076132385182,0.9811665156733061,0.0,0.0,0.0021800998234657865,0.695212558362819,0.718750689796587,0.8678601311570369,0.8337940743150067,0.8477916547103934,0.9315901089841159,0.023538131433767928,0.8950224634997959,0.9100479347455681
0,stable_low,0.0,0.0,1,180,192,12,early,2,72,45025.518743442786,0.9892877115025382,2,72,14601.076132385182,0.9811665156733061,0.0,0.0,0.008121195829232097,0.005306418994366688,0.015399309952847096,0.2604261349328914,0.07284517138676172,0.12409395614955265,0.5103196399639067,0.010092890958480408,0.14274420516504877,0.24316907763598794
0,stable_low,0.0,0.0,1,180,195,15,early,2,72,36114.23733421833,0.9878766501403656,2,72,14601.076132385182,0.9811665156733061,0.0,0.0,0.006710134467059481,0.29595127708709823,0.3276134835277415,0.9242364663074757,0.5440140412591372,0.572375299543701,0.9613721788711569,0.03166220644064327,0.5658724614830424,0.5953732717913515
0,stable_low,0.0,0.0,1,180,198,18,early,2,72,49131.004668365014,0.9898215312038702,2,72,14601.076132385182,0.9811665156733061,0.0,0.0,0.008655015530564025,0.08740480870929962,0.12580236662819239,0.23882195282182617,0.2956430427209469,0.35468629326235934,0.4886941301282697,0.038397557918892766,0.6049654057505216,0.7257838214043276
0,stable_low,0.0,0.0,1,180,201,21,early,2,72,57114.48315751706,0.9907088471633556,2,72,14601.076132385182,0.9811665156733061,0.0,0.0,0.00954233149004946,0.3158602050033366,0.3816203781057148,0.2598048734393246,0.5620144170778332,0.6177543023773406,0.5097105781120543,0.0657601731023782,1.1026147802533548,1.2119707318327109
0,stable_low,0.0,0.0,1,180,204,24,early,2,72,79295.5536321609,0.9924869497257874,2,72,14601.076132385182,0.9811665156733061,0.0,0.0,0.011320434052481287,0.3083739200334635,0.22564531284014308,0.2600808311799128,0.5553142534038393,0.47502138145576467,0.5099812066928671,-0.0827286071933204,1.0888916025061954,0.9314487969785978
0,stable_low,0.0,0.0,1,180,207,27,early,2,72,57995.666847272834,0.9907966266366588,2,72,14601.076132385182,0.9811665156733061,0.0,0.0,0.009630110963352645,0.06865851709854146,0.04517696716908305,0.014440184144449043,0.2620277029219267,0.21254874069041918,0.1201673172890576,-0.023481549929458403,2.18052386317013,1.768773286160178
