transition,horizon,period,n_blocks,adaptive_mse,frozen_mse,benchmark_mse,adaptive_rmse_vs_frozen,adaptive_relative_rmsfe_vs_no_change,frozen_relative_rmsfe_vs_no_change,mean_adaptive_mse_advantage_vs_frozen,order_diff_share,window_diff_share,mean_abs_smoothness_change
low_to_high_roughness,6,all_post,1170,0.4735729230646387,1.136622846469682,0.9839993206839154,0.6454836423883571,0.6937388759831477,1.0747582594289162,0.6630499234050432,0.5264957264957265,0.5957264957264957,0.04522357373336277
low_to_high_roughness,6,early,360,0.469552521569631,0.6056248629003897,0.6419683069518217,0.8805220591097466,0.8552346626466627,0.9712813595054611,0.13607234133075863,0.375,0.38333333333333336,0.027868818172535687
low_to_high_roughness,6,late,450,0.4602176496929338,1.465564520679009,1.3415464805367256,0.5603755313833679,0.5857047861882196,1.045200501068137,1.0053468709860751,0.5977777777777777,0.7355555555555555,0.05768159216059801
low_to_high_roughness,6,mid,360,0.4942874162742778,1.2564437372773154,0.8790963845999961,0.6272176256861909,0.7498450521293714,1.1955101728989568,0.7621563210030375,0.5888888888888889,0.6333333333333333,0.04700580626014582
low_to_high_roughness,12,all_post,1110,0.8505278383294884,1.7057397917145494,2.2251197602686656,0.7061352242872498,0.6182549058924728,0.8755474654539708,0.8552119533850611,0.5108108108108108,0.5477477477477477,0.04618418809620096
low_to_high_roughness,12,early,360,0.8226937775682646,1.0619822008359667,1.1106040274227906,0.8801576890588426,0.860675586686589,0.977865213683373,0.2392884232677021,0.35555555555555557,0.3888888888888889,0.02630591165755167
low_to_high_roughness,12,late,390,0.7424960133604014,2.110725270153819,3.4511389127441476,0.5931044851537869,0.4638374845757257,0.7820502056319075,1.3682292567934173,0.5435897435897435,0.5974358974358974,0.0636440312129576
low_to_high_roughness,12,mid,360,0.9953963761405564,1.9107631142839239,2.0114480779327684,0.7217629804902848,0.703466813951638,0.9746507274088533,0.9153667381433677,0.6305555555555555,0.6527777777777778,0.04714763449169723
stable_high_roughness,1,all_post,1200,0.37233824950910316,1.1126777808199086,0.6085387322871585,0.5784743656271353,0.7822124311552883,1.3521989523378042,0.7403395313108054,0.5416666666666666,0.5716666666666667,0.08717771659592775
stable_high_roughness,1,early,360,0.38492698770748857,0.45443863968373227,0.5569785998464074,0.9203469024223503,0.8313232484898331,0.9032716319268232,0.06951165197624366,0.31666666666666665,0.4222222222222222,0.07107264481586303
stable_high_roughness,1,late,480,0.3500669389399483,2.054865750331615,0.6732451768232365,0.41274690153537263,0.7210890872378837,1.7470490621625805,1.7047988113916666,0.7166666666666667,0.6354166666666666,0.10279668072701378
stable_high_roughness,1,mid,360,0.38944459206959087,0.5146662959404763,0.5738236053464721,0.8698812593121185,0.8238224710276484,0.9470516374603904,0.12522170387088535,0.5333333333333333,0.6361111111111111,0.08245750286787777
