seed,transition,pre_slope_noise_std,post_slope_noise_std,fixed_ar1_phi,observation_noise_std,horizon,regime_point,outer_origin,relative_origin,period,adaptive_order,adaptive_window,adaptive_lambda,adaptive_smoothness,adaptive_window_post_fraction,frozen_order,frozen_window,frozen_lambda,frozen_smoothness,frozen_window_post_fraction,adaptive_order_differs,adaptive_window_differs,adaptive_smoothness_minus_frozen,adaptive_mse,frozen_mse,benchmark_mse,adaptive_rmse,frozen_rmse,benchmark_rmse,adaptive_mse_advantage_vs_frozen,adaptive_relative_rmsfe_vs_no_change,frozen_relative_rmsfe_vs_no_change
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,180,0,early,2,72,37411.48494267334,0.9881083068362535,0.0,2,72,37411.48494267334,0.9881083068362535,0.0,0.0,0.0,0.0,0.21610941573658007,0.21610941573658007,4.970673593478642,0.46487569923214966,0.46487569923214966,2.229500749826885,0.0,0.2085111203789665,0.2085111203789665
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,183,3,early,2,72,98877.89354462421,0.9935562075868085,0.041666666666666664,2,72,37411.48494267334,0.9881083068362535,0.041666666666666664,0.0,0.0,0.0054479007505550126,0.06619292558157354,0.03952503954395049,1.1670626145601481,0.25727985848405144,0.19880905297282236,1.0803067224451341,-0.026667886037623052,0.23815445478459288,0.1840301914652941
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,186,6,early,2,72,108569.3933224859,0.9939773161210477,0.08333333333333333,2,72,37411.48494267334,0.9881083068362535,0.08333333333333333,0.0,0.0,0.005869009284794169,0.34208847279273186,0.26622161854600435,0.036480205004564656,0.5848832984388697,0.5159666835620342,0.1909979188487787,-0.07586685424672751,3.062249588708592,2.7014256839654225
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,189,9,early,2,72,41252.76141816346,0.9887382954185231,0.125,2,72,37411.48494267334,0.9881083068362535,0.125,0.0,0.0,0.0006299885822695916,0.6992190326630225,0.7071001806502982,0.8116283643901288,0.8361931790340211,0.8408924905422204,0.900904192680958,0.007881147987275683,0.9281710373060131,0.933387254020706
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,192,12,early,2,72,123727.77190618924,0.9945337003352265,0.16666666666666666,2,72,37411.48494267334,0.9881083068362535,0.16666666666666666,0.0,0.0,0.0064253934989729755,0.013493150060776005,0.024200425318748386,0.24826848802086166,0.11616001920099706,0.1555648588812666,0.49826547945935573,0.010707275257972382,0.23312877168821086,0.3122127967806693
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,195,15,early,2,72,84375.64627270568,0.9927983668990122,0.20833333333333334,2,72,37411.48494267334,0.9881083068362535,0.20833333333333334,0.0,0.0,0.0046900600627587385,0.374810658875758,0.39218159881814846,0.8940695493312911,0.6122178197959922,0.626244040944222,0.945552510086717,0.017370939942390473,0.6474709899927668,0.6623048791724839
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,198,18,early,2,72,102989.68689777204,0.9937420565705593,0.25,2,72,37411.48494267334,0.9881083068362535,0.25,0.0,0.0,0.0056337497343057485,0.13724843589373673,0.15973191250761895,0.22467575209066545,0.37047056009045676,0.3996647501439412,0.473999738492191,0.022483476613882225,0.7815838913095944,0.8431750435459904
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,201,21,early,2,72,139045.57218315342,0.9949987985821103,0.2916666666666667,2,72,37411.48494267334,0.9881083068362535,0.2916666666666667,0.0,0.0,0.006890491745856764,0.4466728333599214,0.4657669065050489,0.24777010915708264,0.6683358686767615,0.6824711763181277,0.4977651144436326,0.01909407314512751,1.3426731791435025,1.3710707249561809
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,204,24,early,2,72,186760.07040897507,0.9960426105393668,0.3333333333333333,2,72,37411.48494267334,0.9881083068362535,0.3333333333333333,0.0,0.0,0.007934303703113321,0.1641709220064066,0.14979230767370036,0.255511882716471,0.4051801105760333,0.38703011210201765,0.5054818322318528,-0.014378614332706235,0.8015720541073503,0.7656657221351842
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,207,27,early,2,72,230547.30468726682,0.9966766448716796,0.375,2,72,37411.48494267334,0.9881083068362535,0.375,0.0,0.0,0.008568338035426115,0.010580787994674302,0.011561943207819943,0.016162597429508593,0.10286295734944773,0.10752647677581528,0.12713220453334628,0.000981155213145641,0.8091022862933772,0.845784725990585
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,210,30,early,2,72,140709.26318964694,0.9950445160032504,0.4166666666666667,2,72,37411.48494267334,0.9881083068362535,0.4166666666666667,0.0,0.0,0.006936209166996887,0.27082967601486024,0.3006455096322165,0.4757202275643564,0.5204129860167406,0.5483115078422269,0.6897247476815345,0.029815833617356235,0.7545227103508689,0.7949714863579144
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,213,33,early,2,72,185467.83236444465,0.9960201696072474,0.4583333333333333,2,72,37411.48494267334,0.9881083068362535,0.4583333333333333,0.0,0.0,0.007911862770993872,0.15542930994177356,0.16761762770496327,0.09616748812670779,0.3942452408612862,0.40941131848663304,0.3101088327131425,0.01218831776318971,1.271312517647544,1.3202181792266057
0,stable_low_roughness,0.005,0.005,0.0,0.5,1,180,216,36,mid,2,72,223075.89836368192,0.9965833358326119,0.5,2,72,37411.48494267334,0.9881083068362535,0.5,0.0,0.0,0.008475028996358436,0.3890505099444115,0.4013000801755135,1.1985125460268697,0.6237391361333771,0.6334825018700307,1.0947659777444994,0.012249570231102014,0.5697465474935938,0.5786465004832981
