direction,matched_control,seed,horizon,relative_origin,period,transition_adaptive_mse,transition_frozen_mse,transition_adaptive_mse_advantage,control_adaptive_mse,control_frozen_mse,control_adaptive_mse_advantage,excess_adaptive_mse_advantage
low_to_high_roughness,stable_low_roughness,0,3,111,late,0.4203078134729655,0.8317246511354625,0.411416837662497,0.242184746544897,0.2384527500204724,-0.0037319965244246023,0.4151488341869216
low_to_high_roughness,stable_low_roughness,0,3,114,late,0.14430690939124605,0.6962652359312479,0.5519583265400019,0.1519135446166124,0.16286391224145938,0.010950367624846968,0.5410079589151549
low_to_high_roughness,stable_low_roughness,0,3,117,late,0.5721997391566783,2.19995633340163,1.6277565942449517,0.6240160912912548,0.6334730391031776,0.009456947811922856,1.6182996464330288
low_to_high_roughness,stable_low_roughness,0,6,0,early,0.5175253283650513,0.5175253283650513,0.0,0.5560121469153431,0.5560121469153431,0.0,0.0
low_to_high_roughness,stable_low_roughness,0,6,3,early,0.05001350041423472,0.04894393945472119,-0.0010695609595135283,0.08775663327902744,0.03624685900283762,-0.05150977427618982,0.050440213316676294
low_to_high_roughness,stable_low_roughness,0,6,6,early,0.19085334670750154,0.19559511005847843,0.004741763350976896,0.17179030668720982,0.2244784700004132,0.05268816331320339,-0.047946399962226494
low_to_high_roughness,stable_low_roughness,0,6,9,early,0.15172705262277955,0.196873368433124,0.04514631581034445,0.1631098410419661,0.249162010564868,0.0860521695229019,-0.04090585371255745
low_to_high_roughness,stable_low_roughness,0,6,12,early,0.28211711401315875,0.2257205345957813,-0.05639657941737744,0.2192540790225239,0.22561587228635505,0.006361793263831156,-0.0627583726812086
low_to_high_roughness,stable_low_roughness,0,6,15,early,0.38718567250017605,0.32208757499895546,-0.06509809750122059,0.29677008585347325,0.2923101272584981,-0.004459958594975166,-0.06063813890624542
low_to_high_roughness,stable_low_roughness,0,6,18,early,0.41067517197718423,0.34020672409694647,-0.07046844788023776,0.30568410167377785,0.3271573314628281,0.021473229789050252,-0.09194167766928801
low_to_high_roughness,stable_low_roughness,0,6,21,early,0.3404561690235149,0.34043427286563155,-2.1896157883338763e-05,0.29004659938690597,0.3016589500315697,0.011612350644663705,-0.011634246802547044
low_to_high_roughness,stable_low_roughness,0,6,24,early,0.11938553041120224,0.1183846175862126,-0.0010009128249896387,0.09629053560096035,0.11516109347800112,0.01887055787704077,-0.019871470702030408
low_to_high_roughness,stable_low_roughness,0,6,27,early,0.3155052291788125,0.31310265700486734,-0.0024025721739451833,0.08054513279236979,0.07498640656742764,-0.005558726224942148,0.003156154050996965
low_to_high_roughness,stable_low_roughness,0,6,30,early,0.46190582429838134,0.4594094145187683,-0.002496409779613018,0.16646164553859605,0.19594955160234886,0.029487906063752817,-0.031984315843365835
low_to_high_roughness,stable_low_roughness,0,6,33,early,0.4338153568865271,0.35572712289902636,-0.07808823398750075,0.3589409167605712,0.32686329300486544,-0.032077623755705775,-0.04601061023179498
low_to_high_roughness,stable_low_roughness,0,6,36,mid,0.47716461629602586,0.4707390338393885,-0.00642558245663738,0.46108281580104976,0.4787907285200732,0.017707912719023444,-0.024133495175660824
low_to_high_roughness,stable_low_roughness,0,6,39,mid,0.39100392252426164,0.2969225126460833,-0.09408140987817831,0.4391193057077751,0.4467984631543158,0.007679157446540741,-0.10176056732471905
low_to_high_roughness,stable_low_roughness,0,6,42,mid,0.25390440780050394,0.30102229212403864,0.0471178843235347,0.23046513315695058,0.23314990006742875,0.00268476691047817,0.04443311741305653
low_to_high_roughness,stable_low_roughness,0,6,45,mid,0.7991046976990456,0.7216074602613473,-0.07749723743769832,0.27214952026037526,0.30912948046336064,0.036979960202985385,-0.1144771976406837
low_to_high_roughness,stable_low_roughness,0,6,48,mid,0.35306829887234326,0.3892860002580854,0.03621770138574215,0.0913462560612397,0.10759888732130757,0.016252631260067874,0.019965070125674278
low_to_high_roughness,stable_low_roughness,0,6,51,mid,0.14270203594716124,0.3743781915903676,0.23167615564320637,0.13357087870461234,0.1479444385020787,0.014373559797466351,0.21730259584574002
low_to_high_roughness,stable_low_roughness,0,6,54,mid,0.5217730845994669,0.3877104798192614,-0.13406260478020554,0.4065388375216412,0.359449169313699,-0.04708966820794219,-0.08697293657226335
low_to_high_roughness,stable_low_roughness,0,6,57,mid,1.371447342637078,0.6631418699836374,-0.7083054726534405,0.6586316836781375,0.6189038524215051,-0.03972783125663237,-0.6685776413968081
low_to_high_roughness,stable_low_roughness,0,6,60,mid,0.5734402915796226,0.3082667659755098,-0.26517352560411284,0.25499134547160146,0.20624973023232984,-0.04874161523927162,-0.21643191036484122
low_to_high_roughness,stable_low_roughness,0,6,63,mid,0.7811076837791727,0.3765055626948767,-0.404602121084296,0.20918701900419337,0.16092870051055996,-0.048258318493633406,-0.35634380259066256
low_to_high_roughness,stable_low_roughness,0,6,66,mid,0.7464022333352184,0.5359844083855999,-0.21041782494961847,0.17579217253718882,0.15438930520068414,-0.021402867336504677,-0.1890149576131138
low_to_high_roughness,stable_low_roughness,0,6,69,mid,0.2041854765456065,0.11234834066555631,-0.0918371358800502,0.06101338122048929,0.06997401214871397,0.008960630928224682,-0.10079776680827487
low_to_high_roughness,stable_low_roughness,0,6,72,late,0.1387051227710897,0.39549411949841246,0.25678899672732275,0.22867122856494926,0.1703284709332961,-0.05834275763165317,0.3151317543589759
