direction,start_control,target_control,seed,horizon,relative_origin,transition_adaptive_order,transition_adaptive_window,transition_adaptive_smoothness,transition_adaptive_window_post_fraction,start_adaptive_order,start_adaptive_window,start_adaptive_smoothness,start_adaptive_window_post_fraction,target_adaptive_order,target_adaptive_window,target_adaptive_smoothness,target_adaptive_window_post_fraction,abs_smoothness_gap_to_target,order_match_target,window_match_target,discrete_config_match_target
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,12,2,72,0.9839195038039792,0.16666666666666666,2,72,0.9849734806721404,0.16666666666666666,2,48,0.9730146816769446,0.25,0.010904822127034586,1.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,15,2,72,0.9843138597833577,0.20833333333333334,2,72,0.9859686696047829,0.20833333333333334,2,48,0.9730757213072553,0.3125,0.011238138476102444,1.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,18,2,72,0.9831402054710155,0.25,2,72,0.9850321788694703,0.25,2,48,0.9712104877370061,0.375,0.011929717734009415,1.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,21,3,72,0.9999821086735633,0.2916666666666667,2,72,0.9845796894510492,0.2916666666666667,2,48,0.96962964378277,0.4375,0.03035246489079335,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,24,3,72,0.9999775348175387,0.3333333333333333,2,72,0.9842835322323829,0.3333333333333333,2,48,0.9659787487685895,0.5,0.03399878604894924,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,27,3,72,0.9993654594344089,0.375,2,72,0.9832459846103339,0.375,2,24,0.9759887100703121,1.0,0.023376749364096838,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,30,3,72,0.9992146884149328,0.4166666666666667,2,72,0.9838655229752398,0.4166666666666667,2,24,0.9772437782040821,1.0,0.021970910210850625,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,33,2,48,0.9653843674787096,0.6875,2,72,0.9800391827923192,0.4583333333333333,2,24,0.9686336522420856,1.0,0.003249284763376048,1.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,36,2,48,0.9628092944714212,0.75,2,72,0.978649069432204,0.5,2,24,0.9677906289995105,1.0,0.004981334528089354,1.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,39,2,48,0.9674201511781994,0.8125,2,72,0.9797619057767184,0.5416666666666666,2,24,0.9702525394604361,1.0,0.002832388282236753,1.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,42,2,48,0.9697308850399752,0.875,2,72,0.9807918218933016,0.5833333333333334,2,24,0.9739233675414717,1.0,0.004192482501496508,1.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,45,3,72,0.994850490569515,0.625,2,72,0.9850805502693325,0.625,2,24,0.9858043149556082,1.0,0.00904617561390686,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,48,3,72,0.9961113523457582,0.6666666666666666,2,72,0.9865190255065558,0.6666666666666666,2,24,0.9901011624000446,1.0,0.006010189945713562,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,51,2,48,0.975433696751618,1.0,2,72,0.98937655208597,0.7083333333333334,2,72,0.9678893648283691,0.7083333333333334,0.0075443319232488815,1.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,54,2,48,0.9764202976754063,1.0,2,72,0.9921175267648455,0.75,2,72,0.9745138125154166,0.75,0.0019064851599897015,1.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,57,2,48,0.9748705201181993,1.0,2,72,0.9926977935522922,0.7916666666666666,2,72,0.9749426737432241,0.7916666666666666,7.21536250247734e-05,1.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,60,1,24,0.9150693231185573,1.0,2,72,0.9933424776686892,0.8333333333333334,2,72,0.9739471396933537,0.8333333333333334,0.058877816574796404,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,63,1,24,0.9269388925860744,1.0,2,72,0.994536704471506,0.875,3,72,0.9999987523564559,0.875,0.07305985977038143,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,66,1,24,0.8826806239413854,1.0,2,48,0.9999990215052298,1.0,3,72,0.9999987523564559,0.9166666666666666,0.1173181284150705,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,69,1,24,0.8103226413453668,1.0,2,48,0.9999990215052298,1.0,3,72,0.9999987523564559,0.9583333333333334,0.18967611101108905,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,72,2,24,0.9652066052025786,1.0,2,48,0.9999990215052298,1.0,3,72,0.9999810758439795,1.0,0.034774470641400934,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,75,2,24,0.9655508466204886,1.0,2,48,0.9999990215052298,1.0,3,72,0.9999736342123382,1.0,0.03442278759184958,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,78,2,24,0.9669107215347439,1.0,2,48,0.9978519467564142,1.0,3,72,0.9996955933268857,1.0,0.032784871792141845,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,81,2,48,0.9520814860895507,1.0,3,72,0.9997667015998813,1.0,3,72,0.9987141744069721,1.0,0.0466326883174214,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,84,2,48,0.9527117560755757,1.0,3,72,0.9999520395099699,1.0,3,72,0.9989575548174328,1.0,0.04624579874185708,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,87,2,24,0.9694571297875838,1.0,3,72,0.9999766582720849,1.0,3,72,0.9999457404213814,1.0,0.030488610633797597,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,90,2,24,0.9673034014552377,1.0,2,48,0.9955062203845344,1.0,1,24,0.4691207664285758,1.0,0.49818263502666194,0.0,1.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,93,2,24,0.9690758391149149,1.0,2,48,0.9969143627147188,1.0,1,24,0.4649764027573372,1.0,0.5040994363575777,0.0,1.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,96,2,72,0.9573944521441534,1.0,2,48,0.9987686005912996,1.0,1,24,0.4842716980810196,1.0,0.4731227540631338,0.0,0.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,99,2,24,0.9739614001283025,1.0,2,48,0.9988806817670913,1.0,1,24,0.5540239446654147,1.0,0.41993745546288774,0.0,1.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,102,2,24,0.9729824754911521,1.0,2,48,0.9992250215658947,1.0,1,24,0.6781757872515539,1.0,0.2948066882395982,0.0,1.0,0.0
low_to_high_roughness,stable_low_roughness,stable_high_roughness,0,6,105,2,24,0.9619559824588773,1.0,2,48,0.9999990215052298,1.0,1,24,0.3519495041732504,1.0,0.6100064782856269,0.0,1.0,0.0
