direction,horizon,relative_origin,transition_smoothness,start_reference_smoothness,target_reference_smoothness,mean_abs_smoothness_gap_to_target,mean_transition_order,mean_start_order,mean_target_order,mean_transition_window,mean_start_window,mean_target_window,order_match_target_share,window_match_target_share,discrete_config_match_target_share,mean_transition_window_post_fraction,reference_smoothness_shift,smoothness_progress
high_to_low_roughness,1,66,0.9521647801454975,0.9437148335853769,0.9641735185269434,0.035808312829949666,2.2,2.433333333333333,2.2333333333333334,49.6,44.8,52.0,0.6333333333333333,0.6,0.5333333333333333,0.9694444444444444,0.02045868494156655,0.4130249126107141
high_to_low_roughness,1,69,0.9584403752826788,0.9390398729819663,0.977874127578984,0.032354373522091855,2.3,2.433333333333333,2.2666666666666666,54.4,53.6,56.8,0.6666666666666666,0.6,0.5333333333333333,0.9847222222222223,0.038834254597017615,0.4995718986248382
high_to_low_roughness,1,72,0.9683619479598036,0.941605218045045,0.978554835979999,0.02610710859216279,2.2666666666666666,2.3333333333333335,2.2,47.2,44.8,48.0,0.7333333333333333,0.7666666666666667,0.6333333333333333,1.0,0.03694961793495399,0.7241409088954858
high_to_low_roughness,1,75,0.9827698660180535,0.920467119963541,0.983351219957446,0.010033255610622231,2.3333333333333335,2.2333333333333334,2.2,47.2,44.0,46.4,0.6666666666666666,0.6666666666666666,0.5666666666666667,1.0,0.06288409999390498,0.9907551521060354
high_to_low_roughness,1,78,0.9855901203986718,0.9377318737781667,0.9806698143498263,0.016351632941255616,2.3,2.3666666666666667,2.1333333333333333,52.0,45.6,49.6,0.7333333333333333,0.6,0.5333333333333333,1.0,0.04293794057165956,1.1145911048210144
high_to_low_roughness,1,81,0.9873814543781204,0.933986519931299,0.9940918613453679,0.007755650254177267,2.1666666666666665,2.2333333333333334,2.1,52.8,43.2,52.8,0.8666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.06010534141406887,0.8883558963417394
high_to_low_roughness,1,84,0.988459747820076,0.9320790155154905,0.9899154752490487,0.01207751909464702,2.1666666666666665,2.3,2.066666666666667,48.0,46.4,48.8,0.7666666666666667,0.7,0.6333333333333333,1.0,0.05783645973355811,0.9748302811811274
high_to_low_roughness,1,87,0.9824953238841949,0.9237730259263093,0.9790835968043581,0.020438288552227714,2.1333333333333333,2.2,2.066666666666667,48.8,48.0,48.0,0.7333333333333333,0.6666666666666666,0.6,1.0,0.055310570878048804,1.0616830928640957
high_to_low_roughness,1,90,0.9747374609079448,0.9141914186763523,0.9720266579901524,0.018591226516222463,2.1333333333333333,2.2666666666666666,2.033333333333333,52.0,47.2,48.8,0.7666666666666667,0.5666666666666667,0.5666666666666667,1.0,0.05783523931380008,1.046871128224856
high_to_low_roughness,1,93,0.9809822443915387,0.9009450983043228,0.9402706231929022,0.05399691297150109,2.2333333333333334,2.2333333333333334,1.9666666666666666,49.6,48.0,44.0,0.6666666666666666,0.7,0.6,1.0,0.03932552488857943,2.0352467338702853
high_to_low_roughness,1,96,0.9803075842006005,0.9035802269034698,0.9476655496913963,0.04626836444289747,2.2,2.3333333333333335,2.033333333333333,53.6,49.6,49.6,0.6666666666666666,0.7,0.6333333333333333,1.0,0.04408532278792643,1.7404286153518613
high_to_low_roughness,1,99,0.9897218087664625,0.9316707933519368,0.987647826263619,0.007863166244407815,2.1666666666666665,2.2333333333333334,2.1666666666666665,47.2,42.4,51.2,0.7333333333333333,0.7333333333333333,0.6666666666666666,1.0,0.05597703291168221,1.03705059727113
high_to_low_roughness,1,102,0.9858905105429457,0.9281446943408509,0.9813312909675134,0.009728948686834682,2.2333333333333334,2.1666666666666665,2.1333333333333333,55.2,40.8,56.0,0.8666666666666667,0.8333333333333334,0.7666666666666667,1.0,0.053186596626662475,1.0857212129483547
high_to_low_roughness,1,105,0.9858256197081567,0.9423528870849054,0.9771329905158068,0.009543648784070954,2.3,2.2666666666666666,2.2,56.0,39.2,55.2,0.9,0.8666666666666667,0.8333333333333334,1.0,0.03478010343090143,1.249931090907185
