direction,matched_control,horizon,seed,mean_excess_adaptive_mse_advantage,transition_adaptive_mse_advantage,control_adaptive_mse_advantage
high_to_low,stable_high,3,19,0.08274865432744205,0.07725394388629478,-0.005494710441147272
high_to_low,stable_high,3,20,0.04062299409894705,-0.0029208880540078806,-0.04354388215295492
high_to_low,stable_high,3,21,0.2260215343106493,0.43790608188670166,0.21188454757605238
high_to_low,stable_high,3,22,0.04675522039979191,0.052222152172558135,0.005466931772766215
high_to_low,stable_high,3,23,0.05529536584316911,0.055159821223132344,-0.0001355446200367656
high_to_low,stable_high,3,24,0.03228268830704535,0.030176119597360284,-0.002106568709685072
high_to_low,stable_high,3,25,0.21456062051543467,0.17677928993537578,-0.03778133058005893
high_to_low,stable_high,3,26,0.23567091665833714,0.23607722704622391,0.00040631038788676595
high_to_low,stable_high,3,27,0.2622534471224509,0.2697366577924391,0.007483210669988241
high_to_low,stable_high,3,28,0.024174091242761958,0.02500738754262914,0.0008332962998671792
high_to_low,stable_high,3,29,0.03611421840202196,-0.015079737343419167,-0.051193955745441146
high_to_low,stable_high,6,0,-0.05631272823123405,0.01451510968332186,0.07082783791455592
high_to_low,stable_high,6,1,0.04708543714790947,-0.019349181413937058,-0.06643461856184653
high_to_low,stable_high,6,2,0.030865379575336836,0.035255619847198744,0.004390240271861898
high_to_low,stable_high,6,3,0.01515979332227924,0.13936782440523918,0.12420803108295991
high_to_low,stable_high,6,4,0.13342599267603827,0.5110179275268848,0.3775919348508466
high_to_low,stable_high,6,5,0.01143405084601965,0.007896181114383375,-0.0035378697316362853
high_to_low,stable_high,6,6,0.1925524167803254,0.2063328548418224,0.013780438061497065
high_to_low,stable_high,6,7,-0.010828372237283957,-0.02648197023543158,-0.01565359799814762
high_to_low,stable_high,6,8,-0.01319827040451945,0.004753442310904864,0.01795171271542431
high_to_low,stable_high,6,9,0.11880761088789552,0.14537575482070766,0.026568143932812163
high_to_low,stable_high,6,10,0.03392572031950124,-0.027508783339907764,-0.061434503659409
high_to_low,stable_high,6,11,8.205864976009781e-05,0.01885389405009543,0.01877183540033534
high_to_low,stable_high,6,12,0.02149428345064784,0.018523704375093392,-0.002970579075554456
high_to_low,stable_high,6,13,-0.017979048907315612,0.06302592772270302,0.08100497663001861
high_to_low,stable_high,6,14,0.06198817162281086,0.28923827152049675,0.22725009989768588
high_to_low,stable_high,6,15,0.0014904786877418714,-0.014641248488067657,-0.016131727175809532
high_to_low,stable_high,6,16,0.10744942601409176,0.052345202064964555,-0.05510422394912721
high_to_low,stable_high,6,17,-0.006915274355489385,-0.05251517312416622,-0.04559989876867685
high_to_low,stable_high,6,18,0.24165089413508276,0.15159756888158984,-0.09005332525349294
high_to_low,stable_high,6,19,0.08857469644467997,0.06683755568648347,-0.021737140758196483
high_to_low,stable_high,6,20,0.010261563370823231,-0.008268495943925072,-0.018530059314748302
high_to_low,stable_high,6,21,0.14275098232958838,0.6894832013403234,0.5467322190107349
high_to_low,stable_high,6,22,0.15630921632019446,0.12970193219238824,-0.02660728412780623
high_to_low,stable_high,6,23,-0.09443936114283394,-0.007424630993843817,0.08701473014899012
high_to_low,stable_high,6,24,0.00325798785664871,-0.06371957700626363,-0.06697756486291236
high_to_low,stable_high,6,25,0.016008618599724276,0.004860164835946566,-0.011148453763777714
high_to_low,stable_high,6,26,0.0072918820694719,0.04428329379441726,0.03699141172494536
high_to_low,stable_high,6,27,0.131279166304734,0.13067633037257348,-0.0006028359321605111
high_to_low,stable_high,6,28,0.0031335392879079985,0.0016626313614949157,-0.001470907926413078
high_to_low,stable_high,6,29,0.021649548612783814,-0.02399384276270691,-0.04564339137549073
high_to_low,stable_high,12,0,0.015922904578947676,-0.017505639887309563,-0.03342854446625724
high_to_low,stable_high,12,1,0.07641134022280288,0.01994042214930712,-0.05647091807349573
high_to_low,stable_high,12,2,0.3835724875119348,0.39280980802209414,0.009237320510159368
high_to_low,stable_high,12,3,0.07274775744495314,0.3862670950762635,0.31351933763131035
high_to_low,stable_high,12,4,0.026955886179744856,1.6539253707709682,1.6269694845912237
high_to_low,stable_high,12,5,0.018077758504452528,-0.09307790661944634,-0.11115566512389889
high_to_low,stable_high,12,6,0.2823847097916248,0.756092778501896,0.47370806871027127
high_to_low,stable_high,12,7,0.1647947145258385,-0.07296524155910705,-0.23775995608494552
high_to_low,stable_high,12,8,0.024033839553407547,-0.0166846769591178,-0.04071851651252534
high_to_low,stable_high,12,9,0.013048922377644857,-0.15427904076508137,-0.16732796314272624
high_to_low,stable_high,12,10,0.04652162159013044,-0.042313862071442616,-0.08883548366157305
high_to_low,stable_high,12,11,-0.002330169301448121,0.016222138605507485,0.018552307906955598
high_to_low,stable_high,12,12,0.011750944149576158,0.0099401910946706,-0.0018107530549055562
high_to_low,stable_high,12,13,0.06050038608581554,-0.07373590569764638,-0.13423629178346194
high_to_low,stable_high,12,14,0.33242066740571297,0.615710679423409,0.2832900120176961
