transition,horizon,period,n_blocks,adaptive_mse,frozen_mse,benchmark_mse,adaptive_rmse_vs_frozen,adaptive_relative_rmsfe_vs_no_change,frozen_relative_rmsfe_vs_no_change,mean_adaptive_mse_advantage_vs_frozen,order_diff_share,window_diff_share,mean_abs_smoothness_change
low_to_high,1,late,480,0.12704383933727062,0.3087003717657365,0.13780544552451232,0.64151708740653,0.9601600127770413,1.4967021637080524,0.1816565324284659,0.6895833333333333,0.5979166666666667,0.582187425265186
low_to_high,1,mid,360,0.1632636189931787,0.2727478342863688,0.13033984205416851,0.7736847811965057,1.1191959098843693,1.4465786804718193,0.10948421529319007,0.475,0.5472222222222223,0.24271245074653514
low_to_high,3,all_post,1200,0.2522650575240443,0.33909021592181005,0.32099678110663254,0.8625234667133173,0.8864989193012246,1.0277968698976585,0.08682515839776572,0.42916666666666664,0.5283333333333333,0.2290195310382424
low_to_high,3,early,360,0.24819759389553062,0.2710695450477087,0.2658965209544694,0.9568820770248365,0.9661453233735998,1.0096806561343115,0.02287195115217812,0.2388888888888889,0.3138888888888889,0.02966757290410687
low_to_high,3,late,480,0.2307823591901029,0.39453077117817814,0.3687966665965252,0.7648228660219033,0.7910570599310769,1.0343010062521094,0.1637484119880753,0.5916666666666667,0.6895833333333333,0.4381898646694084
low_to_high,3,mid,360,0.2849761189311466,0.33319014645408723,0.3123638606056055,0.9248220143275032,0.9551549767674197,1.0327987028530818,0.04821402752294062,0.4027777777777778,0.5277777777777778,0.14947771099749
low_to_high,6,all_post,1170,0.37734311081828514,0.42485417818495547,0.7441744507461311,0.9424281848234554,0.7120833561576607,0.755583680141161,0.04751106736667028,0.3487179487179487,0.5461538461538461,0.08728302599316383
low_to_high,6,early,360,0.3581026219722506,0.34902114895201863,0.5829291642231154,1.0129263723967132,0.7837830342573479,0.7737808547750781,-0.009081473020231991,0.23333333333333334,0.3416666666666667,0.0252701374032804
low_to_high,6,late,450,0.3762492211246611,0.4782811659677001,0.8962360179344987,0.8869439284805646,0.6479277909226547,0.7305171951880075,0.10203194484303907,0.4311111111111111,0.7088888888888889,0.16088909464804488
low_to_high,6,mid,360,0.3979509617813498,0.43390347268946133,0.7153427782836874,0.957675145514022,0.7458606250268013,0.7788242479932677,0.035952510908111586,0.3611111111111111,0.5472222222222223,0.05728832876444595
low_to_high,12,all_post,1110,0.5975803207995005,0.6716390548388421,2.085803340789539,0.9432572949898572,0.5352559013092649,0.5674548229335671,0.07405873403934161,0.3063063063063063,0.4900900900900901,0.052154838252991186
low_to_high,12,early,360,0.6132251775861083,0.581999911682159,1.5871563070757357,1.0264753615018525,0.6215844469863939,0.6055522327169585,-0.031225265903949282,0.16944444444444445,0.2777777777777778,0.02644308378289048
low_to_high,12,late,390,0.5747525589853644,0.7305436775417539,2.6042608391775066,0.8869872222468977,0.46978399478006555,0.5296400928865902,0.15579111855638927,0.4025641025641026,0.6538461538461539,0.07717440415959748
low_to_high,12,mid,360,0.6066655393115401,0.6974648567340377,2.022788084583045,0.9326388410451988,0.5476454323211526,0.5871998979877483,0.09079931742249751,0.3388888888888889,0.525,0.050762062990935074
stable_high,1,all_post,1200,0.12210055179005683,0.1261876585026927,0.12765997843140323,0.9836721425207093,0.9779832799085776,0.9942167086306279,0.004087106712635886,0.16583333333333333,0.46416666666666667,0.21623973250169276
stable_high,1,early,360,0.11398811623790056,0.11359843817361717,0.1114532778059841,1.0017136875434651,1.0113078202263124,1.0095777194643065,-0.00038967806428339075,0.09722222222222222,0.30277777777777776,0.09686225688517468
stable_high,1,late,480,0.123939520868072,0.13422519022317994,0.13780544558515473,0.9609214598187943,0.9483566996228585,0.9869242589313124,0.010285669355107937,0.2604166666666667,0.60625,0.3275230574107878
stable_high,1,mid,360,0.1277610285715262,0.12806016987111862,0.13033938951848698,0.9988313454585026,0.990059643980398,0.9912180354391281,0.0002991412995924308,0.10833333333333334,0.4361111111111111,0.18723944157275085
stable_high,3,all_post,1200,0.23035247692284125,0.24105027174728771,0.3198974627903166,0.9775582168617849,0.8485765878534878,0.8680573424850732,0.010697794824446424,0.19333333333333333,0.4725,0.2556149126158591
stable_high,3,early,360,0.20297453886000033,0.21010943997955359,0.26223308381469707,0.9828743446446827,0.8797859874590077,0.8951154257435193,0.007134901119553265,0.09444444444444444,0.3388888888888889,0.1371460479030164
stable_high,3,late,480,0.2391017232886326,0.26655074805717544,0.36879666663413224,0.9471121331998712,0.8051890489669515,0.8501517621219521,0.027449024768542798,0.30833333333333335,0.54375,0.36795830342252017
stable_high,3,mid,360,0.24606475316462703,0.23799046843517146,0.3123629033075156,1.0168219730197168,0.8875543953469384,0.872870983217559,-0.008074284729455587,0.1388888888888889,0.5111111111111111,0.2242925895864872
stable_high,6,all_post,1170,0.37365627556511644,0.40977112987869857,0.7412274608167555,0.9549166409786557,0.7100033372120225,0.7435238917654305,0.03611485431358208,0.31367521367521367,0.5427350427350427,0.23110170023824794
stable_high,6,early,360,0.3222448465643294,0.33838979246699347,0.573354301356515,0.9758529140321728,0.749689542504315,0.7682403072473671,0.016144945902664097,0.18611111111111112,0.36666666666666664,0.1326850449264432
stable_high,6,late,450,0.36923873763542764,0.45723126393759256,0.8962360179302107,0.8986398421523676,0.6418631336830433,0.714260712217802,0.0879925263021649,0.41333333333333333,0.6733333333333333,0.2902386804192793
stable_high,6,mid,360,0.4305896269780146,0.42182729971678623,0.7153399238851774,1.0103327717070514,0.7758460432185681,0.7679113901330785,-0.008762327261228473,0.31666666666666665,0.5555555555555556,0.25559713032376347
stable_high,12,all_post,1110,0.6063578402044771,0.7459899252989212,2.0783937628295903,0.9015670221236777,0.5401328404246422,0.5991044782808685,0.13963208509444394,0.2882882882882883,0.4720720720720721,0.16475078273713942
stable_high,12,early,360,0.5881037279212943,0.5712921186716411,1.5643176618724957,1.0146069895336747,0.6131468364063359,0.6043195471067527,-0.016811609249653234,0.17222222222222222,0.3527777777777778,0.09907855946778837
stable_high,12,late,390,0.5885627393515713,0.940596396543674,2.604260838404604,0.7910332281897609,0.4753944880978491,0.6009791639041069,0.3520336571921026,0.36666666666666664,0.5871794871794872,0.2049777949347933
stable_high,12,mid,360,0.6438899784116413,0.7098640547443857,2.0227805319137535,0.9523974855536519,0.5641978804536534,0.592397490555817,0.06597407633274434,0.3194444444444444,0.4666666666666667,0.18684374279236543
stable_low,1,all_post,1200,0.33192629753568714,0.37399194583765216,0.5100479026103606,0.9420841694441388,0.8067061127848794,0.8562994039703088,0.04206564830196502,0.4816666666666667,0.4816666666666667,0.056431433020927506
stable_low,1,early,360,0.32094118414991546,0.325645068972021,0.4959875732249571,0.9927513176620413,0.8044097530603195,0.8102832388626069,0.004703884822105583,0.33611111111111114,0.28888888888888886,0.040636421217159074
stable_low,1,late,480,0.33323933416989343,0.4070684612138226,0.527178596660582,0.9047829359712316,0.7950587914245921,0.8787287644534797,0.07382912704392923,0.5645833333333333,0.6145833333333334,0.06232806428970978
stable_low,1,mid,360,0.3411606954091839,0.37823680220172273,0.5012673065954687,0.9497244175548357,0.8249826315452589,0.8686547553123489,0.037076106792538845,0.5166666666666667,0.49722222222222223,0.0643642697996529
stable_low,3,all_post,1200,0.319784655574445,0.38691622328748826,0.6363819914851552,0.9091181755167581,0.708875341905001,0.7797394893156375,0.06713156771304324,0.37,0.48,0.022705818916918287
stable_low,3,early,360,0.31038608236950543,0.32612912889260603,0.5861002731681458,0.9755652551224832,0.7277214191732008,0.7459484799731153,0.01574304652310062,0.2361111111111111,0.28888888888888886,0.014599999640801385
stable_low,3,late,480,0.32206255028490693,0.4543853894298883,0.703478066115135,0.8418950084540371,0.6766200038580523,0.8036869170901992,0.13232283914498133,0.4125,0.5979166666666667,0.026635832482664448
stable_low,3,mid,360,0.3261460358321021,0.3577444294925038,0.5972022769621913,0.9548158332963462,0.7390015080850915,0.7739728252450622,0.031598393660401736,0.44722222222222224,0.5138888888888888,0.025571620105373647
stable_low,6,all_post,1170,0.3536873328921479,0.41950988758163427,0.9774292250912748,0.9182028837096646,0.6015435755390012,0.6551314379548486,0.06582255468948643,0.33760683760683763,0.4666666666666667,0.027010021824968426
stable_low,6,early,360,0.35489792723314184,0.3598231745052318,0.8182587780134639,0.9931324354264727,0.658576750571523,0.6631308444665951,0.00492524727208997,0.20555555555555555,0.3138888888888889,0.017571550992361993
stable_low,6,late,450,0.34788587587101705,0.4904271801263783,1.1585246163455638,0.8422308259731959,0.5479813340809497,0.6506308213639159,0.14254130425536127,0.3933333333333333,0.6066666666666667,0.032329251178668646
stable_low,6,mid,360,0.3597285598275674,0.39054998497710675,0.9102304331012251,0.9597301684981031,0.6286541452727571,0.6550321808228119,0.030821425149539283,0.4,0.4444444444444444,0.029799455965449587
stable_low,12,all_post,1110,0.46452726695620616,0.5728475015298227,2.236658743470103,0.9005049285141162,0.45572803115426513,0.5060805518368922,0.10832023457361642,0.3324324324324324,0.44684684684684683,0.035824531502411744
stable_low,12,early,360,0.48667153648729633,0.513338441133876,1.7229714759162145,0.9736796194595271,0.5314702138125186,0.5458368473477226,0.02666690464657961,0.14444444444444443,0.24444444444444444,0.0215540689128701
stable_low,12,late,390,0.4487198953515381,0.6745262399939395,2.826344361714221,0.8156206980599012,0.39845118730766965,0.4885251051811909,0.22580634464240118,0.4641025641025641,0.6435897435897436,0.04476259695636893
stable_low,12,mid,360,0.45950764999683974,0.5222045952563095,2.1115199245928635,0.9380500877726764,0.46649692041379764,0.49730491633070106,0.06269694525946976,0.37777777777777777,0.4361111111111111,0.040412089850166436
