seed,ar1_phi,horizon,outer_origin,selected_order,selected_window,smoothness_observed_forecast,smoothness_latent_forecast_oracle,smoothness_ar_residual_oracle,smoothness_recovery_oracle,gap_observed_minus_latent,gap_observed_minus_ar,gap_observed_minus_recovery,observed_mse_observed_lambda,observed_mse_latent_lambda,observed_mse_recovery_lambda,observed_mse_ar_oracle,latent_mse_observed_lambda,latent_mse_latent_lambda,latent_mse_recovery_lambda,search_source_observed,search_source_latent,search_source_ar,search_source_recovery,n_stationary_observed,n_stationary_latent,n_stationary_ar,n_stationary_recovery
0,-0.8,1,180,2,48,0.984240608632919,0.9597163751672646,0.9543050896390962,0.9245059299562094,0.024524233465654355,0.02993551899382274,0.05973467867670956,0.00037616633805683105,0.0015407604402384145,0.002332416191826406,0.0036816077212717215,3.020585898177938e-05,0.004114390546891486,0.0005477519491721029,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,1,186,2,48,0.9845074998222493,0.9610916702946541,0.9500356424994568,0.9252713258929567,0.023415829527595133,0.034471857322792454,0.05923617392929259,0.4415556545724441,0.5093798329302753,0.6859598103365314,0.2459443277718285,0.01961183316214017,0.035817159678210225,0.09227780481477303,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,1,192,2,48,0.9869076661524059,0.9673184701731536,0.9546113356693926,0.9278045075597318,0.01958919597925224,0.03229633048301328,0.05910315859267412,1.7250174007375754,1.8550709237232599,2.088990573446013,0.5032849543571702,0.034502364106949804,0.05492405929243799,0.10092249606114856,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,1,198,2,24,0.9999959541256663,0.9794018834021655,0.9773698038758424,0.9679681686676511,0.020594070723500835,0.02262615024982395,0.03202778545801521,0.3377828213715736,0.42352046064942184,0.46867990670059856,0.143111610948775,0.008955012343346752,0.0006268661665093148,7.709216190991993e-05,upper_boundary,stationary_minimum,stationary_minimum,stationary_minimum,0,1,1,1
0,-0.8,1,204,2,24,0.9999959541256663,0.9787067321110311,0.982355448623739,0.9682076122963229,0.021289222014635234,0.017640505501927306,0.031788341829343425,0.18588477414518617,0.2055640740334329,0.21346209122819962,0.10052092597003305,0.035778756510824294,0.027857130251438583,0.02505152010589401,upper_boundary,stationary_minimum,stationary_minimum,stationary_minimum,0,1,1,1
0,-0.8,1,210,2,24,0.9999959541256663,0.9804392958996585,0.9885138021357293,0.9694346382433364,0.019556658226007828,0.011482151989937073,0.03056131588232991,0.006708619924146029,2.0086012983455826e-06,0.0014953248741030052,0.13746309660331618,0.06704365342230183,0.0318404689692366,0.01914135786837018,upper_boundary,stationary_minimum,stationary_minimum,stationary_minimum,0,1,1,1
0,-0.8,1,216,3,48,0.999460632971842,0.9907847359694985,0.9907519582511504,0.9558154717185283,0.008675897002343502,0.00870867472069159,0.043645161253313636,0.04835819023155872,0.03133437295681783,0.019092215445156237,0.025848220878558197,0.0006105698469725084,0.0045696912737739305,0.011329491833562418,upper_boundary,stationary_minimum,stationary_minimum,stationary_minimum,0,1,1,1
0,-0.8,1,222,3,48,0.999460632971842,0.9903594672926285,0.9900380187163412,0.9594808827008241,0.009101165679213485,0.009422614255500728,0.039979750271017855,0.13077732552716445,0.12195313797422935,0.10939370174575609,0.009591535533025766,0.09001882380199737,0.08272399228759551,0.07244015116129301,upper_boundary,stationary_minimum,stationary_minimum,stationary_minimum,0,1,1,1
0,-0.8,1,228,3,48,0.999460632971842,0.9886793852764028,0.9866416113777322,0.9606525624568132,0.0107812476954392,0.012819021594109747,0.03880807051502877,0.32462378017680465,0.2527503057767999,0.159458217689089,0.06682548677468275,0.06584736004682869,0.03594533009926235,0.007425605304202682,upper_boundary,stationary_minimum,stationary_minimum,stationary_minimum,0,1,1,1
0,-0.8,1,234,3,48,0.999460632971842,0.9866749769953372,0.9884006119924005,0.9613259635506631,0.012785655976504717,0.011060020979441476,0.038134669421178824,1.0875455028001366,0.9183969133674298,0.911372850016831,0.5824248031127349,0.06406891931367568,0.02842399285200002,0.027199395267522665,upper_boundary,stationary_minimum,stationary_minimum,stationary_minimum,0,1,1,1
0,-0.8,2,120,3,72,0.9769377442689965,0.9719048602501928,0.9750811623265233,0.934591940707615,0.0050328840188036406,0.0018565819424731789,0.04234580356138151,0.1370762592121246,0.12334082607904717,0.11905080787773492,0.20025282952007642,0.002203592943000269,0.0007168779011152953,0.00037267212665715373,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,126,3,72,0.9744670374271003,0.9719946621179075,0.9748394692173871,0.9348407828087415,0.0024723753091927536,-0.00037243179028678686,0.03962625461835878,0.046846145565542084,0.04846512086820298,0.042191300718866745,0.06846643953491957,0.032519028904499606,0.03394159351346136,0.028339573236036614,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,132,3,72,0.9748883401154433,0.9721571503132743,0.9749377834572328,0.9334368756871427,0.0027311898021690206,-4.9443341789467965e-05,0.04145146442830061,0.022381985180257198,0.01996663644156089,0.00955497843147338,0.04587433371979386,6.244388337384931e-05,0.00019470343015258592,0.006734667588284306,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,138,3,72,0.9758858459918999,0.9738258368430307,0.977446521830912,0.9344615775981978,0.0020600091488691685,-0.0015606758390120934,0.04142426839370206,0.01092322656669074,0.010395166527354966,0.009785750798616086,0.024909058004742548,0.00011637803860459767,2.7941543120974873e-05,2.4245558438227005e-05,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,144,3,72,0.9788107502299441,0.9747173954920427,0.9811397806136865,0.9335029134415017,0.0040933547379014,-0.0023290303837423254,0.04530783678844241,0.1411591254978615,0.14080319014325152,0.16617702987002894,0.07285251308533092,0.048257816265827515,0.04783745226902587,0.10357226381538887,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,150,3,72,0.9784690250220326,0.9740709356156518,0.9806790985766042,0.9331756220560796,0.004398089406380756,-0.00221007355457159,0.04529340296595297,0.23529115396371317,0.23365368524556676,0.24445237820245797,0.143537681534436,0.04467249891584091,0.043765681117438074,0.05080061317539286,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,156,3,72,0.9784211333770294,0.9740335061022452,0.9798105395250688,0.9320237521223307,0.004387627274784256,-0.001389406148039396,0.04639738125469872,0.16312679140276976,0.15856377276636258,0.14443907288184926,0.06650898329001412,0.014055971775529915,0.018532341856804475,0.0456934568795955,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,162,3,72,0.9774921982845125,0.9744441780175739,0.9795946467996025,0.9314559900750683,0.0030480202669386225,-0.002102448515090005,0.04603620820944421,0.3095613699858295,0.29994250159375463,0.16345523944518092,0.3350402090874958,0.08920818077398632,0.08391627452336467,0.019838531125520552,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,168,2,72,0.9481250893232945,0.9450508250420349,0.9464523439733173,0.9118191213188032,0.0030742642812596754,0.0016727453499771894,0.036305968004491374,1.7029702465130256,1.7049679146006624,1.7681365732343333,0.16811908224083774,0.003614293363266452,0.0072118451068396375,0.09260299617085327,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,174,3,72,0.9782509625804958,0.9741722996906998,0.9800874875414027,0.9338064391583425,0.00407866288979597,-0.0018365249609069156,0.044444523422153326,0.014099706510363963,0.02253858411655647,0.05272913881937934,0.4255789178944751,0.0445720550868579,0.06339678564245474,0.11644164526816808,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,180,2,72,0.9517563756636777,0.9547918538650177,0.9478570142836678,0.9132251040570886,-0.0030354782013400916,0.0038993613800099025,0.03853127160658909,0.06924758525683027,0.06770547135018219,0.12457981618993215,0.08282538269760148,0.0035445351614452406,0.004013081429520948,0.0030279551690447653,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,186,2,72,0.9559381881979191,0.9555376637076683,0.9474412036380356,0.9124923520535867,0.0004005244902507421,0.008496984559883458,0.043445836144332395,0.26003779591466314,0.2614407334146855,0.3964136822403712,0.18886195754065577,0.04000146853139077,0.04071033450324371,0.11929212739503078,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,192,3,48,0.9968054119511769,0.9905977829047309,0.9891267603971399,0.956353013732362,0.006207629046446006,0.007678651554037019,0.040452398218814856,1.335227615487076,1.347384402098601,1.3965751453839188,0.2908592790886821,0.04110457936252752,0.07164034536846914,0.16006967053201737,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,198,3,48,0.9974111954217059,0.9930418430190262,0.9920252665920191,0.9570273467365419,0.00436935240267966,0.0053859288296868035,0.04038384868516398,0.4012668894064506,0.3943699716506682,0.4006910992032057,0.1215556699865589,0.013950612059489137,0.007429304454316157,0.02115621446233135,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,204,2,48,0.9731345703181092,0.9692429502187638,0.9668263219735712,0.9271044699381867,0.0038916200993454053,0.0063082483445380255,0.0460301003799225,0.16741546629100784,0.16683983058567234,0.16886290926371647,0.07305360835600971,0.05240917999606949,0.04692869441493704,0.023624567270753672,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,210,2,48,0.9715593443916091,0.967389692305616,0.968206949671761,0.9284168446862264,0.00416965208599307,0.003352394719848051,0.04314249970538264,0.040873443403443184,0.033822873815779,0.011930601536326161,0.06302580294634022,0.050525948822888245,0.04097895417365886,0.005069658434787421,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,216,3,72,0.991190424396946,0.9931883063271645,0.9841641896657779,0.9360950787069546,-0.001997881930218437,0.007026234731168146,0.055095345689991415,0.03702466179866868,0.04296568744759556,0.013062913245256016,0.023300176380921203,0.00026358614563368996,0.0007310544769460927,0.01725956555091416,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,222,3,72,0.9883186909546342,0.9928267337760889,0.9828809165822803,0.9373651423316068,-0.004508042821454672,0.005437774372353932,0.05095354862302737,0.05231409305426516,0.04377437952770566,0.056034942927088466,0.05722730474065317,0.07394767464560778,0.04805065598403169,0.08197769385277276,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,228,2,48,0.9661019862501475,0.9625940363055949,0.9604594061322228,0.935499384895818,0.003507949944552613,0.005642580117924734,0.030602601354329573,0.1232194250159373,0.12214740517637251,0.11413952645630476,0.022533901392994347,0.02829463060164701,0.026831760851096977,0.01637703216127178,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,234,2,48,0.9649198847068747,0.9605389497274018,0.9609669967950243,0.9368961575949757,0.004380934979472895,0.0039528879118504445,0.028023727111899044,0.5448997272380373,0.5434720526485031,0.544970953561593,0.3063567264500534,0.030377543789949953,0.029435430475783526,0.032015697774660554,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,120,2,72,0.9636391100764511,0.9454336467535072,0.9482446056848811,0.9177185549649991,0.018205463322943927,0.015394504391569974,0.04592055511145199,0.414741859259659,0.4331182177396875,0.4409247141446393,0.5254921539471574,0.0068421349793738135,0.0017245300405363967,0.000966362997749565,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,126,2,24,0.9999959541256663,0.9709633528475526,0.9746530062875861,0.9634450535129628,0.02903260127811369,0.02534294783808022,0.036550900612703496,0.017775849393824095,0.020521187610028597,0.021294639111402006,0.05394513554764916,0.014597549361487945,0.019172236394788086,0.020446478809301255,upper_boundary,stationary_minimum,stationary_minimum,stationary_minimum,0,1,1,1
0,-0.8,3,132,2,72,0.9652289784061894,0.9482545705535049,0.957557452005905,0.9156946955178544,0.016974407852684448,0.007671526400284345,0.049534282888334946,0.022372594080131827,0.020935934753300935,0.01617632415686343,0.0350801936497202,0.0014831902686466742,0.0019337375132605723,0.004341985866713562,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,138,2,72,0.9656671468473416,0.9508535176598002,0.9591660234651675,0.9164820917979642,0.014813629187541366,0.006501123382174012,0.04918505504937731,0.06056521391913545,0.058971714545970715,0.059494587321096463,0.07620265202749936,0.00014014021052494215,9.263832441284623e-05,0.00010705873777588672,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,144,2,72,0.966642263812239,0.9517663641481156,0.961221799236482,0.9157361373073855,0.014875899664123504,0.005420464575757067,0.0509061265048536,0.1675843369297018,0.17596404698682677,0.20787973163388984,0.09529627999327928,0.04653061700221565,0.0544924469106234,0.08510216721946882,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,150,2,72,0.9671622498338079,0.9525978374538283,0.962267578240558,0.9151876478367443,0.01456441237997963,0.004894671593249966,0.05197460199706361,0.1763508605376715,0.17382479328643696,0.17592161184128477,0.10075607875263343,0.05202033282216099,0.0502365199311525,0.05215001986950471,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,156,2,72,0.9663977640833182,0.9520808224895664,0.9606200833554825,0.9140054987696511,0.014316941593751853,0.005777680727835688,0.05239226531366714,0.40981479632390055,0.4332261460308587,0.4758392041808068,0.26810424875715455,0.0036889216678649382,0.011735186553456142,0.03164156777903374,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,162,2,72,0.9674211640197378,0.9531945373081984,0.9632825107420806,0.9133994761729728,0.014226626711539403,0.004138653277657167,0.054021687846764976,0.29851080595073815,0.29902964832533613,0.29460466218711256,0.34039627322139077,0.0903804825115651,0.08876555932863424,0.05400157632982775,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,168,2,72,0.9701257392366592,0.94537637875329,0.9590535761055902,0.9118191213188032,0.024749360483369287,0.011072163131069068,0.058306617917856074,1.409282933955341,1.5736570404645167,1.863152600856455,0.12306675075175177,0.01827405388432066,0.009209474992421677,0.11675837162461593,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,174,2,72,0.9701078660214145,0.9487673646947627,0.9615493317055036,0.9134293415806874,0.021340501326651773,0.008558534315910915,0.056678524440727074,0.02401678472014679,0.04512400409034522,0.08762578564017466,0.3407815464982616,0.0011731422306471375,0.0344252115824778,0.08399044141364614,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,180,2,72,0.9749188502222165,0.9564278079515501,0.9588472561177287,0.9132251040570886,0.018491042270666336,0.016071594104487774,0.061693746165127905,0.24839974784745922,0.2611492878875937,0.22265678079735626,0.2821254009909104,0.00022686238546103002,0.003575344449719124,0.006028415426435902,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,186,2,72,0.9786960049283098,0.957507718879868,0.9482704385182265,0.9124923520535867,0.021188286048441807,0.030425566410083316,0.06620365287472307,0.17815268746949917,0.2069004537608573,0.35598361065255496,0.13825993890448843,0.025872836534741494,0.041633639540369555,0.13694142366527082,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,192,2,72,0.9821480860209866,0.9631180279558295,0.952254718457456,0.9132237745356535,0.01903005806515712,0.02989336756353056,0.06892431148533307,1.2597892439837965,1.2871099157815493,1.4363245819904147,0.35133924892299745,0.05325474717656792,0.0679409182070527,0.15775647644105575,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,3,1
0,-0.8,3,198,2,48,0.9895871032434973,0.9755747171335385,0.9781822315535063,0.928540788807888,0.014012386109958808,0.011404871689991047,0.06104631443560926,0.27397369597978577,0.27346954429325626,0.3030869868473232,0.08048204206211812,0.018068950347351273,0.01150935137492899,0.003747293689846484,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,204,2,48,0.9883670598016483,0.9705980137745883,0.9652404501741016,0.9271044699381867,0.017769046027059976,0.023126609627546646,0.06126258986346156,0.12748599298800506,0.1338608554972894,0.1507696798715299,0.060742537885257485,0.08753239693047728,0.05552089985469281,0.027055407903281908,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,210,2,48,0.9868681423996863,0.9684947238115509,0.9711329763798052,0.9284168446862264,0.01837341858813546,0.01573516601988112,0.058451297713459915,0.07067934228403823,0.02408110379412444,0.014142407044667417,0.07258599105578696,0.11528159215366574,0.04268522389077941,0.003731329383909228,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,216,3,72,0.9962527894621153,0.9939023882422633,0.9899955619845917,0.9360950787069546,0.002350401219851972,0.006257227477523553,0.06015771075516063,0.08632793084353857,0.08791389495969282,0.13153762741162667,0.0919128426083007,0.001953815773880863,0.0007223314149906652,0.024552422543043517,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,222,3,72,0.9963443163832517,0.9940417825477159,0.9920709132019545,0.9373651423316068,0.0023025338355358027,0.004273403181297208,0.05897917405164488,0.2654732105579831,0.2900182702012815,0.36029761956855794,0.16250888663281227,0.033630921269585966,0.048330275913576186,0.09527400288702033,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,228,3,72,0.9966617747032164,0.9966617747032164,0.994487253070276,0.9366634676814195,0.0,0.002174521632940407,0.05999830702179687,0.18083315774536698,0.18083315774536698,0.09441225763132076,0.09405134611478001,0.07853303652830561,0.07853303652830561,0.00720724341577747,upper_boundary,upper_boundary,stationary_minimum,stationary_minimum,0,0,1,1
0,-0.8,3,234,3,72,0.9966617747032164,0.9966617747032164,0.9947736062152989,0.937901880480213,0.0,0.0018881684879175076,0.05875989422300343,0.9342918697226702,0.9342918697226702,0.8062072588730085,0.7485571511438588,0.11064200205530751,0.11064200205530751,0.054338079686042595,upper_boundary,upper_boundary,stationary_minimum,stationary_minimum,0,0,1,1
0,-0.8,6,120,3,48,0.9835431853954989,0.9829976904263212,0.9826363789032194,0.9618801441290638,0.0005454949691776623,0.0009068064922794772,0.021663041266435146,0.3015484365601826,0.3019311992605923,0.3111340807947067,0.3800578158587047,0.012257632429301724,0.012944724748182819,0.025776094880793025,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,6,126,2,72,0.9568905920361723,0.9494145658859201,0.9585458784277823,0.9171080660857751,0.007476026150252224,-0.0016552863916099447,0.03978252595039722,0.04235605666851506,0.04602724753331591,0.055098209654840774,0.05158611204934061,0.014539602247340952,0.018387423389344265,0.027847626390972147,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,6,132,2,72,0.9582951689652688,0.9518106388358601,0.9594416433041263,0.9166463610133044,0.006484530129408639,-0.001146474338857506,0.04164880795196435,0.07160902692025646,0.07164585022099001,0.07287411785774013,0.06570931091763203,0.0018012656953099663,0.00223893798899437,0.006014498622507993,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,6,138,2,72,0.9587650161455792,0.9521497115384977,0.9597312715345175,0.9161534364183515,0.006615304607081485,-0.0009662553889383529,0.04261157972722773,0.09914329090994001,0.0994868742761195,0.09918869501535643,0.11467080173517742,0.0024625407490355155,0.0022129223027729824,0.002380955772207829,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,6,144,2,72,0.9589313776565503,0.9535022431532608,0.9600650855140019,0.9159438609017305,0.005429134503289523,-0.0011337078574515935,0.04298751675481982,0.13598247678311068,0.13818719463081136,0.16497830291395152,0.08411153183935303,0.06913793446064366,0.07376038573136144,0.12287410242365364,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,6,150,2,72,0.9601388310000959,0.9554765827328483,0.9616750564254856,0.9155670704803871,0.004662248267247593,-0.00153622542538967,0.04457176051970879,0.1391239223785904,0.13859075969738677,0.1423837107097635,0.12190923991635882,0.053721361415816814,0.05330685461915111,0.05653770913614129,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,6,156,2,72,0.9594737712661847,0.9544401982535785,0.9611145695194765,0.9144437242403343,0.005033573012606207,-0.0016407982532917753,0.04503004702585045,0.3601067142770316,0.3656391674542616,0.40350398141611826,0.24308468560690508,0.031345184750884,0.038201105462876105,0.08263405104800557,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,6,162,2,72,0.9611000476915891,0.956780366978628,0.9627621123862403,0.9140153126679011,0.0043196807129610715,-0.001662064694651244,0.04708473502368793,1.1968565038799706,1.193469391936026,1.1030236742234112,1.2667130933180293,0.15099236744395447,0.1487081125316328,0.08778101755032068,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,6,168,2,72,0.9621788898594236,0.9550112498608401,0.9619122273308471,0.9124657566492205,0.007167639998583497,0.00026666252857643347,0.0497131332102031,1.124008266469167,1.1272161432313637,1.349496741254798,0.16038896975001918,0.0022717853064174653,0.00292958457222763,0.22149207064086932,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,6,174,2,72,0.9615124726461021,0.9542113612577093,0.9641399199052892,0.9139105240965198,0.007301111388392734,-0.0026274472591871767,0.04760194854958222,0.08287916295071712,0.10768902670923935,0.21440286175592993,0.23141687857510315,0.024380615656351978,0.04698983251115547,0.14665537171636914,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,6,180,2,72,0.9629471921258531,0.958585312155736,0.9612292006795291,0.9138145156475831,0.004361879970117166,0.0017179914463240076,0.04913267647827002,0.1947894830381888,0.19463561698791407,0.15703971659783794,0.20494201756265676,0.0022839849844443058,0.002422858390008029,0.019679978063664946,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,6,186,2,72,0.9708891153226521,0.9637894204576481,0.9667589707196719,0.9129797148578125,0.007099694865003947,0.004130144602980224,0.05790940046483961,0.3254663232961961,0.3283238833232733,0.4257655570207544,0.21065650393644,0.030679537713540636,0.0403696682617625,0.19545124278853085,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,6,192,2,48,0.978933833457159,0.9754508416315549,0.9747966321713397,0.9274054768979255,0.003482991825604076,0.004137201285819292,0.05152835655923349,0.7577651987964762,0.767539082296074,0.9254679004594607,0.300675800155175,0.07926387966807365,0.08673150270820786,0.21557849707970914,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
