seed,ar1_phi,horizon,n_outer_origins,mean_order,mean_window,s_observed,s_latent,s_ar,s_recovery,gap_observed_minus_latent,gap_observed_minus_ar,gap_observed_minus_recovery,mse_observed,mse_latent_lambda,mse_recovery_lambda,mse_ar_oracle,latent_mse_observed,latent_mse_latent,latent_mse_recovery,rmse_ar_vs_trend_only
1,-0.8,2,20,2.45,55.2,0.9759274068928734,0.9787327374418584,0.9750885368574522,0.9765676632748039,-0.002805330548985141,0.000838870035421091,-0.0006402563819305152,0.26457083262372233,0.26416727607693896,0.26388263048351257,0.12953792866625063,0.019006147993013995,0.020479515732365557,0.019110000513432267,0.6997251632475744
1,-0.8,3,20,2.55,50.4,0.9945623782721865,0.9846204275736616,0.9860672042710643,0.9811528134222677,0.009941950698524788,0.008495174001122175,0.01340956484991888,0.2756027371440908,0.275481470220147,0.2763012250221082,0.1526542426748402,0.030910002726565335,0.026354821536177287,0.025418328176962914,0.7442394316414621
1,-0.8,6,20,2.55,57.6,0.9806479536096138,0.9796942645252547,0.9804236439627438,0.9773071264305724,0.0009536890843591051,0.0002243096468699246,0.003340827179041306,0.25419192463146795,0.2532173719384457,0.25170482560701496,0.17235367471379542,0.04314565796104726,0.04258505279717379,0.04096293997816171,0.8234351446072994
1,-0.8,12,19,2.526315789473684,54.31578947368421,0.9803307559432541,0.9809416563122625,0.9803109984017452,0.9783759399871303,-0.0006109003690083434,1.975754150911569e-05,0.0019548159561239417,0.3228323903589951,0.32476414722398034,0.3090775395662027,0.2800076416318409,0.11072852741792517,0.11236581764538225,0.09930018572854928,0.9313145563355005
1,-0.4,1,20,2.75,50.4,0.9980853435591488,0.9895657084396416,0.9961598575724142,0.9874792443431513,0.008519635119507101,0.0019254859867346597,0.01060609921599751,0.33894391704882965,0.3319682788624973,0.3366099518004831,0.3131318002488261,0.04639732090140684,0.03802422021544793,0.03799953115608149,0.9611688008887675
1,-0.4,2,20,2.6,67.2,0.9796565151215466,0.9793022762937836,0.9769507979128326,0.9822069122374341,0.0003542388277630648,0.002705717208714137,-0.002550397115887404,0.26361338057444444,0.2597115150371003,0.26291381383753804,0.2326621682493494,0.04102521762946061,0.03818436409271662,0.037681294526836925,0.9394618748057608
1,-0.4,3,20,2.35,58.8,0.9819421666439835,0.977972866278499,0.979684022438845,0.9799572992066816,0.00396930036548449,0.0022581442051384905,0.001984867437301896,0.265843491428833,0.26354983877459487,0.26320980482332185,0.24387822374301654,0.05038473647528563,0.04687155631615092,0.04634061188004425,0.9577970510840967
1,-0.4,6,20,2.45,62.4,0.980897826492285,0.9787217996790687,0.9803207088253304,0.9804405605831154,0.002176026813216325,0.0005771176669546352,0.0004572659091696241,0.2721805683492207,0.2691547930589293,0.2702658295444215,0.2610443366182108,0.07407937812413878,0.07180840660822184,0.07249656878019747,0.9793289197631405
1,-0.4,12,19,2.263157894736842,63.1578947368421,0.972947839267152,0.9744743175548896,0.9728289912959742,0.9757950451414831,-0.0015264782877374955,0.00011884797117782324,-0.002847205874331147,0.3548018452257603,0.3573496302915119,0.34841042795353033,0.3498961438706739,0.1563889301763807,0.15817601478809068,0.15020114808964782,0.9930626391022231
1,0.0,1,20,2.7,49.2,0.9973929436779777,0.9919809900350204,0.9973929436779777,0.9903016599699667,0.005411953642957173,0.0,0.007091283708011015,0.3515364677590371,0.33505196023893363,0.34079302163155106,0.3515364677590371,0.07164058045446911,0.06265368051436193,0.06305664679565146,1.0
