seed,transition,pre_phi,post_phi,horizon,regime_point,outer_origin,relative_origin,post_observations_seen,selected_window_pre_count,selected_window_post_count,selected_window_post_fraction,forecast_block_relation,selected_order,selected_window,selected_lambda,selected_smoothness,inner_objective,search_source,n_stationary_points,outer_block_mse,benchmark_block_mse,relative_rmsfe_block
9,stable_high,0.8,0.8,3,180,141,-39,0,24,0,0.0,pre,1,24,2.6162018218598995,0.7154584320740266,0.21959437169943852,stationary_minimum,1,0.06989575508497194,0.03815722332624741,1.353433801194736
9,stable_high,0.8,0.8,3,180,144,-36,0,24,0,0.0,pre,1,24,2.6175815574867856,0.7155316682383102,0.2133569276498775,stationary_minimum,1,0.20954512900742714,0.317417181053482,0.8125003743242579
9,stable_high,0.8,0.8,3,180,147,-33,0,24,0,0.0,pre,1,24,2.91669228193849,0.7302644693568953,0.21313400393077508,stationary_minimum,1,0.37297201203284613,0.24997745101232252,1.2214837790696627
9,stable_high,0.8,0.8,3,180,150,-30,0,24,0,0.0,pre,1,24,2.2423707686374112,0.6934382493887361,0.21887387723426466,stationary_minimum,2,0.1308070539488249,0.17023519942200024,0.8765786734424373
9,stable_high,0.8,0.8,3,180,153,-27,0,24,0,0.0,pre,1,24,2.1222997445583798,0.6852883909555211,0.21559371964426371,stationary_minimum,2,0.21750112491339524,0.11938352319507095,1.3497662291902843
9,stable_high,0.8,0.8,3,180,156,-24,0,24,0,0.0,pre,1,24,1.7448745038559017,0.6550645846458989,0.21544348947889688,stationary_minimum,2,0.923742381496761,0.5952442876538481,1.2457411674978294
9,stable_high,0.8,0.8,3,180,159,-21,0,24,0,0.0,pre,1,24,1.0563709149199327,0.5694210216015103,0.23884151639982895,stationary_minimum,2,0.24388724120538186,0.033254134876324136,2.7081437520643385
9,stable_high,0.8,0.8,3,180,162,-18,0,48,0,0.0,pre,1,48,0.3003640331289509,0.3271539023031335,0.2359849927003672,stationary_minimum,2,0.13614176601832798,0.1764848138705829,0.8782982538757741
9,stable_high,0.8,0.8,3,180,165,-15,0,24,0,0.0,pre,1,24,0.42886124888465793,0.3965127958059526,0.23878293760328423,stationary_minimum,2,0.13218138008649327,0.19432781056667114,0.8247411465453838
9,stable_high,0.8,0.8,3,180,168,-12,0,24,0,0.0,pre,1,24,0.6173030334340314,0.4677733476633962,0.23971457598261417,stationary_minimum,2,0.08129441239209731,0.1110879921875091,0.8554542523098614
9,stable_high,0.8,0.8,3,180,171,-9,0,24,0,0.0,pre,1,24,0.6860888549454688,0.4882891115297455,0.2418292083114775,stationary_minimum,2,0.27089171399332684,0.21016812752055772,1.135309921229261
9,stable_high,0.8,0.8,3,180,174,-6,0,24,0,0.0,pre,1,24,0.5698232165318285,0.4521417418464079,0.24924133803599016,stationary_minimum,2,0.07682405211688517,0.06381868893438115,1.0971718747932824
9,stable_high,0.8,0.8,3,180,177,-3,0,24,0,0.0,pre,1,24,0.4913693560874198,0.4231208358523973,0.2513407326971714,stationary_minimum,2,0.6783622963655983,0.5294645844957407,1.1319112932093536
9,stable_high,0.8,0.8,3,180,180,0,0,48,0,0.0,post,1,48,0.1642003394285586,0.22363012179808428,0.2603404504793527,stationary_minimum,2,0.035624136565168496,0.035642094000918945,0.9997480549518429
9,stable_high,0.8,0.8,3,180,183,3,3,45,3,0.0625,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.24429817819266206,lower_boundary,3,0.07705521422738118,0.0770552156297564,0.9999999909001926
9,stable_high,0.8,0.8,3,180,186,6,6,42,6,0.125,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.24411277132115142,lower_boundary,9,0.016099935997601005,0.016099936056636434,0.9999999981665944
9,stable_high,0.8,0.8,3,180,189,9,9,39,9,0.1875,post,1,48,0.3048251037572025,0.3298878375471741,0.23286922991088324,stationary_minimum,2,0.13053668217994205,0.12669721797055541,1.0150390388202566
9,stable_high,0.8,0.8,3,180,192,12,12,36,12,0.25,post,1,48,0.3188357670684288,0.33826502524626323,0.23433290596611953,stationary_minimum,2,0.1672230216782488,0.18705391225436732,0.9455067538598501
9,stable_high,0.8,0.8,3,180,195,15,15,33,15,0.3125,post,1,48,0.3346366959840394,0.3473506015540874,0.23974933703507414,stationary_minimum,2,0.11969744109760315,0.14521056103514016,0.9079111117499129
9,stable_high,0.8,0.8,3,180,198,18,18,6,18,0.75,post,1,24,0.4650513673893014,0.4123402113475182,0.2386050394989544,stationary_minimum,2,0.6207826308683029,0.5708993050868528,1.0427735851419802
9,stable_high,0.8,0.8,3,180,201,21,21,27,21,0.4375,post,1,48,0.14141318397659072,0.2012348491513551,0.25684398036507705,stationary_minimum,4,0.16126487593455813,0.10585322902625759,1.2342917838767633
9,stable_high,0.8,0.8,3,180,204,24,24,24,24,0.5,post,1,48,0.021388525268863652,0.04023152895890113,0.2233187846707741,stationary_minimum,9,0.5745538658082362,0.5700062767703438,1.0039811445081928
9,stable_high,0.8,0.8,3,180,207,27,27,21,27,0.5625,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.23410340801971022,lower_boundary,1,0.02981027657187176,0.029810275701996892,1.0000000145901848
9,stable_high,0.8,0.8,3,180,210,30,30,18,30,0.625,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.22969349006287693,lower_boundary,1,1.1574686717199927,1.157468672456347,0.9999999996819117
9,stable_high,0.8,0.8,3,180,213,33,33,15,33,0.6875,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.2655714122797998,lower_boundary,1,0.1862351652157852,0.18623516270986426,1.0000000067278405
9,stable_high,0.8,0.8,3,180,216,36,36,12,36,0.75,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.2671928432247712,lower_boundary,1,0.005215884097601195,0.005215884548844147,0.9999999567433906
9,stable_high,0.8,0.8,3,180,219,39,39,9,39,0.8125,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.26063132788129884,lower_boundary,1,0.5607606078115647,0.5607606099121933,0.9999999981269827
9,stable_high,0.8,0.8,3,180,222,42,42,6,42,0.875,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.2432381223474621,lower_boundary,1,0.0357577069993929,0.035757705684949896,1.0000000183798565
9,stable_high,0.8,0.8,3,180,225,45,45,3,45,0.9375,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.2244441143396683,lower_boundary,1,0.32809772971812784,0.328097728081084,1.0000000024947504
9,stable_high,0.8,0.8,3,180,228,48,48,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.23480224169561417,lower_boundary,1,0.011425225025966027,0.011425223234579715,1.0000000783961156
9,stable_high,0.8,0.8,3,180,231,51,51,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.23194366830265917,lower_boundary,1,0.06900564535686547,0.06900564489876253,1.000000003319315
9,stable_high,0.8,0.8,3,180,234,54,54,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.23297194900201476,lower_boundary,1,0.18467822680464177,0.18467822603870487,1.0000000020737065
9,stable_high,0.8,0.8,3,180,237,57,57,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.22854731734969225,lower_boundary,1,0.15998731510850256,0.15998730750966056,1.000000023748265
9,stable_high,0.8,0.8,3,180,240,60,60,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.225547646126463,lower_boundary,1,0.1328862550876314,0.13288625949017732,0.999999983434909
9,stable_high,0.8,0.8,3,180,243,63,63,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.2243026813995595,lower_boundary,1,0.1499644614097055,0.14996446150896334,0.9999999996690622
9,stable_high,0.8,0.8,3,180,246,66,66,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.22532204603695682,lower_boundary,1,0.2754306518332638,0.2754306515919942,1.0000000004379863
9,stable_high,0.8,0.8,3,180,249,69,69,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.2146615911307237,lower_boundary,1,0.01553811646239923,0.015538116332940775,1.0000000041658348
9,stable_high,0.8,0.8,3,180,252,72,72,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.21407105711962093,lower_boundary,1,0.22803998184132454,0.22803997805255768,1.0000000083072424
9,stable_high,0.8,0.8,3,180,255,75,75,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.21578956283382486,lower_boundary,1,0.18734508571464947,0.18734508211191805,1.0000000096152282
9,stable_high,0.8,0.8,3,180,258,78,78,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.21555680548978245,lower_boundary,1,0.05360334040732432,0.05360333916236459,1.000000011612707
9,stable_high,0.8,0.8,3,180,261,81,81,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.21364065044475145,lower_boundary,1,0.040313681615647766,0.0403136819966076,0.9999999952750553
9,stable_high,0.8,0.8,3,180,264,84,84,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.20797883550286267,lower_boundary,1,0.12404515152253458,0.12404515237629316,0.9999999965586781
9,stable_high,0.8,0.8,3,180,267,87,87,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.20998638426544786,lower_boundary,1,0.06236087030790776,0.062360866576851144,1.0000000299150473
9,stable_high,0.8,0.8,3,180,270,90,90,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.19441626012782812,lower_boundary,1,0.18388490535994917,0.18388490265265647,1.0000000073613784
9,stable_high,0.8,0.8,3,180,273,93,93,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.19935768717341135,lower_boundary,1,0.0154719730085472,0.015471973070936349,0.9999999979838011
9,stable_high,0.8,0.8,3,180,276,96,96,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.19730491246611692,lower_boundary,1,0.3276892379866827,0.32768924035595476,0.9999999963848796
9,stable_high,0.8,0.8,3,180,279,99,99,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.2076912225324195,lower_boundary,1,0.10699306862135466,0.10699306854833002,1.0000000003412586
9,stable_high,0.8,0.8,3,180,282,102,102,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.20703441756015187,lower_boundary,1,0.04413063179050619,0.04413063226558898,0.9999999946173127
9,stable_high,0.8,0.8,3,180,285,105,105,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.2022703082831749,lower_boundary,1,0.08171013864399897,0.08171013986471129,0.9999999925302273
9,stable_high,0.8,0.8,3,180,288,108,108,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.20015362757303773,lower_boundary,1,0.17069530934183974,0.17069531357059062,0.9999999876131606
9,stable_high,0.8,0.8,3,180,291,111,111,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.18681349435868455,lower_boundary,1,0.1575236572214702,0.15752365703123083,1.0000000006038439
9,stable_high,0.8,0.8,3,180,294,114,114,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.18853584176700586,lower_boundary,1,0.04549806385859698,0.04549806413654289,0.9999999969455193
9,stable_high,0.8,0.8,3,180,297,117,117,0,48,1.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.17105223454885485,lower_boundary,1,0.03449027284307639,0.03449027126675036,1.0000000228517485
9,stable_high,0.8,0.8,6,180,120,-60,0,72,0,0.0,pre,1,72,1.522997974471263e-08,3.0459958161388936e-08,0.25635975152404683,lower_boundary,0,0.24001625969621063,0.240016258378437,1.0000000027451759
9,stable_high,0.8,0.8,6,180,123,-57,0,72,0,0.0,pre,1,72,1.522997974471263e-08,3.0459958161388936e-08,0.25152641863446684,lower_boundary,0,0.08011189297356161,0.08011189242219398,1.0000000034412344
9,stable_high,0.8,0.8,6,180,126,-54,0,72,0,0.0,pre,1,72,1.522997974471263e-08,3.0459958161388936e-08,0.25084935046162826,lower_boundary,0,1.2158817608551848,1.2158817711424448,0.9999999957696298
9,stable_high,0.8,0.8,6,180,129,-51,0,72,0,0.0,pre,1,72,1.522997974471263e-08,3.0459958161388936e-08,0.24136393615673574,lower_boundary,0,0.7192735918088218,0.7192735888261009,1.0000000020734259
9,stable_high,0.8,0.8,6,180,132,-48,0,24,0,0.0,pre,1,24,0.8234958593459198,0.5232395088267318,0.2920610212105395,stationary_minimum,11,0.4185581209204499,0.7164117074803841,0.7643575313094332
9,stable_high,0.8,0.8,6,180,135,-45,0,72,0,0.0,pre,1,72,1.522997974471263e-08,3.0459958161388936e-08,0.3139853101742625,lower_boundary,0,0.02799284881078667,0.02799284881313646,0.9999999999580287
9,stable_high,0.8,0.8,6,180,138,-42,0,24,0,0.0,pre,1,24,2.821713984613637,0.7258192687915969,0.31529223578543664,stationary_minimum,1,0.051891582285809125,0.059567236342600575,0.9333504283509343
9,stable_high,0.8,0.8,6,180,141,-39,0,24,0,0.0,pre,1,24,2.8069104535547575,0.7251079060084888,0.30235251749378533,stationary_minimum,1,0.07276421415651822,0.08561828279419693,0.921882700031418
9,stable_high,0.8,0.8,6,180,144,-36,0,24,0,0.0,pre,1,24,2.887952827920181,0.7289406295391357,0.2914604073264217,stationary_minimum,1,0.5891740618715514,0.7563921750245536,0.8825682417919335
9,stable_high,0.8,0.8,6,180,147,-33,0,24,0,0.0,pre,1,24,2.886634331312608,0.7288794605573578,0.2823481733095017,stationary_minimum,1,0.4610579142048625,0.3299474970535916,1.1821030054546748
9,stable_high,0.8,0.8,6,180,150,-30,0,24,0,0.0,pre,1,24,3.597198032186593,0.7571520951371498,0.2943977339514467,stationary_minimum,1,0.2872896734271717,0.16702330711802857,1.3115095837633186
9,stable_high,0.8,0.8,6,180,153,-27,0,24,0,0.0,pre,1,24,2.485254990959545,0.7082586584625895,0.3009187508145674,stationary_minimum,2,0.9019135722289411,0.5113065100611865,1.3281337104744917
9,stable_high,0.8,0.8,6,180,156,-24,0,24,0,0.0,pre,1,24,1.8544460338956696,0.6646679703823428,0.2986946108967023,stationary_minimum,2,1.6828412920891116,1.1300292744250304,1.2203284399663161
9,stable_high,0.8,0.8,6,180,159,-21,0,24,0,0.0,pre,1,24,0.9011182648400526,0.5401725662958895,0.3172500214822643,stationary_minimum,5,0.3065441344598385,0.06807730848676667,2.121999693035221
9,stable_high,0.8,0.8,6,180,162,-18,0,48,0,0.0,pre,1,48,1.522997974471263e-08,3.045995807355589e-08,0.3470343123329624,lower_boundary,1,0.13591459699904748,0.13591459971638262,0.99999999000352
9,stable_high,0.8,0.8,6,180,165,-15,0,48,0,0.0,pre,1,48,1.522997974471263e-08,3.045995807355589e-08,0.33773574565734094,lower_boundary,1,0.1338521371856868,0.13385214089612865,0.9999999861397739
9,stable_high,0.8,0.8,6,180,168,-12,0,48,0,0.0,pre,1,48,1.522997974471263e-08,3.045995807355589e-08,0.33850998738505056,lower_boundary,1,0.431231343497598,0.4312313442658904,0.9999999991091877
9,stable_high,0.8,0.8,6,180,171,-9,0,48,0,0.0,pre,1,48,1.522997974471263e-08,3.045995807355589e-08,0.34045575288165686,lower_boundary,1,0.351738518669584,0.35173851512456,1.000000005039289
9,stable_high,0.8,0.8,6,180,174,-6,0,48,0,0.0,pre,1,48,1.522997974471263e-08,3.045995807355589e-08,0.35198031983233735,lower_boundary,1,0.5717268803194541,0.5717268814706935,0.999999998993191
9,stable_high,0.8,0.8,6,180,177,-3,0,48,0,0.0,crossing,1,48,1.522997974471263e-08,3.045995807355589e-08,0.36269558945423347,lower_boundary,1,0.5719919451336992,0.5719919349241361,1.000000008924569
9,stable_high,0.8,0.8,6,180,180,0,0,48,0,0.0,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.3769258341821904,lower_boundary,1,0.028078800329015694,0.028078800319638428,1.000000000166981
9,stable_high,0.8,0.8,6,180,183,3,3,45,3,0.0625,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.38959993394763615,lower_boundary,1,0.04792227700287418,0.04792227785845063,0.999999991073291
9,stable_high,0.8,0.8,6,180,186,6,6,42,6,0.125,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.3714144745672293,lower_boundary,1,0.09682949849449357,0.09682949708221716,1.000000007292594
9,stable_high,0.8,0.8,6,180,189,9,9,39,9,0.1875,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.35982826434274323,lower_boundary,1,0.10348461619077452,0.10348461628209804,0.9999999995587581
9,stable_high,0.8,0.8,6,180,192,12,12,36,12,0.25,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.34683830208025995,lower_boundary,1,0.16816426007902954,0.16816426213298222,0.9999999938930167
9,stable_high,0.8,0.8,6,180,195,15,15,33,15,0.3125,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.3484419146110311,lower_boundary,1,0.758441278112335,0.7584412806655273,0.9999999983168161
9,stable_high,0.8,0.8,6,180,198,18,18,30,18,0.375,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.352023201052678,lower_boundary,1,1.391617693694539,1.3916176924938517,1.0000000004313998
9,stable_high,0.8,0.8,6,180,201,21,21,27,21,0.4375,post,1,48,1.522997974471263e-08,3.045995807355589e-08,0.3743077589254044,lower_boundary,1,0.1628084620488946,0.16280846506150837,0.9999999907479817
9,stable_high,0.8,0.8,6,180,204,24,24,48,24,0.3333333333333333,post,2,72,3236.808216034501,0.9659990195562702,0.3969454974413324,stationary_minimum,1,0.7023963594170968,0.8719598056308363,0.8975174332533403
9,stable_high,0.8,0.8,6,180,207,27,27,45,27,0.375,post,2,72,3884.5600837165402,0.9681590185048522,0.35437743592265675,stationary_minimum,1,0.35368153657998946,0.3872830707740093,0.9556347588804417
9,stable_high,0.8,0.8,6,180,210,30,30,42,30,0.4166666666666667,post,2,72,5556.152077260075,0.9721172973423677,0.3594718362704507,stationary_minimum,1,0.37248369614845195,1.9654656625296558,0.4353323122918626
9,stable_high,0.8,0.8,6,180,213,33,33,39,33,0.4583333333333333,post,2,72,6407.992819650989,0.9735972308556647,0.3637403898228966,stationary_minimum,1,0.2755206713041483,0.1479808212525129,1.3645026308726387
9,stable_high,0.8,0.8,6,180,216,36,36,36,36,0.5,post,2,72,6339.245102575056,0.9734871888649899,0.3677026148802586,stationary_minimum,1,0.16643802913559066,0.22430018280351818,0.8614130929302054
9,stable_high,0.8,0.8,6,180,219,39,39,33,39,0.5416666666666666,post,2,72,4932.499255845772,0.9708402172161607,0.363849201827113,stationary_minimum,1,0.4074117592552529,1.005339369386463,0.6365909130207835
9,stable_high,0.8,0.8,6,180,222,42,42,30,42,0.5833333333333334,post,2,72,4845.684258021311,0.9706464131206745,0.35896009461522754,stationary_minimum,1,0.26049913607508096,0.1918116410764746,1.165374908559509
9,stable_high,0.8,0.8,6,180,225,45,45,27,45,0.625,post,2,72,4154.467320987694,0.9689296069904391,0.35804849977516556,stationary_minimum,1,0.18759923201754733,0.37331702898227764,0.7088863725154563
9,stable_high,0.8,0.8,6,180,228,48,48,24,48,0.6666666666666666,post,2,72,3708.9333433964916,0.9676206107082739,0.3642934058396054,stationary_minimum,1,0.0701510638605816,0.055106492878359205,1.1282770248418204
9,stable_high,0.8,0.8,6,180,231,51,51,21,51,0.7083333333333334,post,2,72,3839.953988517181,0.9680252045760553,0.3681503279549105,stationary_minimum,1,0.06684432448254701,0.17910443143436153,0.6109126298018783
9,stable_high,0.8,0.8,6,180,234,54,54,18,54,0.75,post,2,72,3771.7667655417836,0.967816839039517,0.3670918871679016,stationary_minimum,1,0.11331290931929666,0.6565816744266694,0.41542757122347546
9,stable_high,0.8,0.8,6,180,237,57,57,15,57,0.7916666666666666,post,2,72,3880.474526311093,0.9681468425239043,0.36634245985429315,stationary_minimum,1,0.11087184063363771,0.2097805065217823,0.7269893754101567
9,stable_high,0.8,0.8,6,180,240,60,60,12,60,0.8333333333333334,post,2,72,3396.4941835019317,0.9665789445141281,0.36109514574585216,stationary_minimum,1,0.1946481568951135,0.15504919574680337,1.1204446028425488
9,stable_high,0.8,0.8,6,180,243,63,63,0,48,1.0,post,2,48,3231.0958066804587,0.9727169478134251,0.35054652674526343,stationary_minimum,2,1.3643834335364788,0.5356867382653469,1.5959260780186368
9,stable_high,0.8,0.8,6,180,246,66,66,0,48,1.0,post,2,48,3595.777812644983,0.9740113380714674,0.34651735958117946,stationary_minimum,2,1.8752272678386557,0.20243092126847292,3.0436066824174777
9,stable_high,0.8,0.8,6,180,249,69,69,0,48,1.0,post,2,48,4670.821369956817,0.9770373035420896,0.3637695061625466,stationary_minimum,2,0.4122511019289265,0.18182003050022974,1.5057748857903226
9,stable_high,0.8,0.8,6,180,252,72,72,0,48,1.0,post,2,48,6234.2756299643115,0.9801573406203925,0.37545592804385514,stationary_minimum,1,0.10352804169700969,0.6977805027826873,0.3851851933922834
9,stable_high,0.8,0.8,6,180,255,75,75,0,48,1.0,post,2,48,8384.510200601608,0.9831249776770455,0.3564415504764758,stationary_minimum,1,0.09934015530406204,0.1222227684601952,0.9015428200376255
9,stable_high,0.8,0.8,6,180,258,78,78,0,48,1.0,post,2,48,10676.863342435161,0.9853650133616034,0.351279928104023,stationary_minimum,1,0.10728799377753455,0.04463237447819407,1.5504242982468175
9,stable_high,0.8,0.8,6,180,261,81,81,0,48,1.0,post,2,48,9260.227122931496,0.9840658164863932,0.3496467522714525,stationary_minimum,1,0.14721147653983505,0.08465790018143539,1.318672921690634
9,stable_high,0.8,0.8,6,180,264,84,84,0,48,1.0,post,2,48,7369.507463812833,0.9818620716354919,0.3485290555645554,stationary_minimum,1,0.11342383815060884,0.4006286536801289,0.532085183707843
9,stable_high,0.8,0.8,6,180,267,87,87,0,48,1.0,post,2,48,6729.224993272754,0.9809452368165094,0.3507260924682325,stationary_minimum,1,0.4055534296410515,0.3153134734211313,1.1341037197752804
9,stable_high,0.8,0.8,6,180,270,90,90,0,48,1.0,post,2,48,7011.393978073439,0.9813623550824877,0.34944593294725557,stationary_minimum,1,0.28372695261925623,0.15060544474813653,1.3725556450408025
9,stable_high,0.8,0.8,6,180,273,93,93,0,72,1.0,post,2,72,76818.1738994835,0.9923246174970908,0.3480030853361445,stationary_minimum,2,0.03815503752675205,0.1018795253113547,0.6119733162820986
9,stable_high,0.8,0.8,6,180,276,96,96,0,72,1.0,post,2,72,104801.594390734,0.9938204981146971,0.3460803880837993,stationary_minimum,2,0.08425933739426002,0.5964342895589497,0.3758613921759903
9,stable_high,0.8,0.8,6,180,279,99,99,0,72,1.0,post,2,72,109463.94258121162,0.9940133555515976,0.34684100677683005,stationary_minimum,4,0.09831143828059535,0.0813313671601099,1.099443683528615
9,stable_high,0.8,0.8,6,180,282,102,102,0,72,1.0,post,2,72,121725.78379532536,0.9944663094895676,0.34852103589823097,stationary_minimum,4,0.12126217983528591,0.04453421475581962,1.650120979578586
9,stable_high,0.8,0.8,6,180,285,105,105,0,72,1.0,post,2,72,100409.71124609893,0.9936267588282779,0.34248894108943084,stationary_minimum,4,0.26287705771630826,0.07213972604946073,1.9089260222029016
9,stable_high,0.8,0.8,6,180,288,108,108,0,72,1.0,post,2,72,69968.18487020502,0.9918347310961722,0.32076853823919016,stationary_minimum,2,0.24793831979207062,0.09417047193074202,1.6226111406248513
9,stable_high,0.8,0.8,6,180,291,111,111,0,72,1.0,post,2,72,69999.06818529591,0.9918370881289333,0.3136306488893689,stationary_minimum,2,0.17497614051902574,0.16114242058162065,1.0420402033406106
9,stable_high,0.8,0.8,6,180,294,114,114,0,72,1.0,post,2,72,63927.700132189006,0.9913441323475392,0.3139556151033116,stationary_minimum,2,0.12227254329443242,0.06951134645133815,1.3262842807899955
9,stable_high,0.8,0.8,12,180,120,-60,0,48,0,0.0,pre,2,48,4916673512.358142,0.99999976440345,0.37466889441133944,stationary_minimum,1,0.533947002730932,0.2833257883437295,1.3727960584381158
9,stable_high,0.8,0.8,12,180,123,-57,0,24,0,0.0,pre,1,24,220223564.1294512,0.9999999827022804,0.41714800748568626,stationary_minimum,2,0.6276070421601555,0.322612347272876,1.3947726138777932
9,stable_high,0.8,0.8,12,180,126,-54,0,24,0,0.0,pre,1,24,186681342.37253484,0.9999999790556608,0.4258804823401663,stationary_minimum,2,0.5854208664153376,1.1106395872532653,0.7260182277489057
9,stable_high,0.8,0.8,12,180,129,-51,0,24,0,0.0,pre,1,24,2814.0262129973526,0.9985392615988634,0.4261882855930061,stationary_minimum,2,0.6002358421873732,0.5520393022532392,1.0427398314800773
9,stable_high,0.8,0.8,12,180,132,-48,0,72,0,0.0,pre,1,72,1.522997974471263e-08,3.0459958161388936e-08,0.4338336927550732,lower_boundary,2,0.6906873841223541,0.6906873920236597,0.9999999942801145
9,stable_high,0.8,0.8,12,180,135,-45,0,72,0,0.0,pre,1,72,1.522997974471263e-08,3.0459958161388936e-08,0.4276547290868302,lower_boundary,2,0.05384919435156618,0.05384919436177058,0.9999999999052502
9,stable_high,0.8,0.8,12,180,138,-42,0,24,0,0.0,pre,1,24,61.50566659170193,0.9551416047559524,0.43013251830519983,stationary_minimum,2,0.3360611061882755,0.33546670848108767,1.0008855344343035
9,stable_high,0.8,0.8,12,180,141,-39,0,24,0,0.0,pre,1,24,60.78335205153624,0.9547597230431307,0.4355814118349741,stationary_minimum,2,0.5186704356184849,0.5018093729403917,1.01666146458089
9,stable_high,0.8,0.8,12,180,144,-36,0,24,0,0.0,pre,1,24,52.237947361149764,0.9496383001813339,0.41793140433631615,stationary_minimum,7,1.0840270251854123,1.3885675307162755,0.8835610280230096
9,stable_high,0.8,0.8,12,180,147,-33,0,24,0,0.0,pre,1,24,47.58502519020399,0.9462719985634669,0.4025765229214638,stationary_minimum,7,1.9496688058770573,1.2582534258290692,1.244790774051245
9,stable_high,0.8,0.8,12,180,150,-30,0,24,0,0.0,pre,1,24,41.31106785572982,0.9408466215659059,0.39902885826856616,stationary_minimum,11,2.807700317228523,1.215135132698305,1.5200682458704875
9,stable_high,0.8,0.8,12,180,153,-27,0,24,0,0.0,pre,1,24,33.61668925688492,0.9322001511689835,0.4026276679218958,stationary_minimum,1,3.58796757457265,1.5859248982831644,1.504121593338029
9,stable_high,0.8,0.8,12,180,156,-24,0,48,0,0.0,pre,2,48,125788.46331356047,0.997959980056508,0.42687484182868557,stationary_minimum,1,2.606427304467974,1.5303668827580807,1.3050436228870772
9,stable_high,0.8,0.8,12,180,159,-21,0,48,0,0.0,pre,2,48,468909.55022431,0.9994248582442824,0.4389698348418014,stationary_minimum,1,2.1246108575511324,0.0676208600767512,5.605306347454387
9,stable_high,0.8,0.8,12,180,162,-18,0,48,0,0.0,pre,2,48,3865815.9562691324,0.9999290603788782,0.48166568676511434,stationary_minimum,1,0.9853070871043091,0.3118270747598984,1.7775789264476498
9,stable_high,0.8,0.8,12,180,165,-15,0,48,0,0.0,pre,2,48,211205.11814674782,0.9987516743537039,0.5533873368933737,stationary_minimum,2,0.2905436956490407,0.20385734028066596,1.1938301736341785
9,stable_high,0.8,0.8,12,180,168,-12,0,48,0,0.0,pre,1,48,1.522997974471263e-08,3.045995807355589e-08,0.6179491236166925,lower_boundary,1,1.5893033985363338,1.5893034000098727,0.9999999995364198
9,stable_high,0.8,0.8,12,180,171,-9,0,48,0,0.0,crossing,1,48,1.522997974471263e-08,3.045995807355589e-08,0.5996048482820376,lower_boundary,1,1.4317180215596217,1.4317180142250072,1.0000000025614733
9,stable_high,0.8,0.8,12,180,174,-6,0,48,0,0.0,crossing,1,48,1.522997974471263e-08,3.045995807355589e-08,0.6068463698699228,lower_boundary,1,0.8657190578730516,0.8657190594832311,0.9999999990700335
