seed,transition,pre_phi,post_phi,horizon,regime_point,outer_origin,relative_origin,post_observations_seen,selected_window_pre_count,selected_window_post_count,selected_window_post_fraction,forecast_block_relation,selected_order,selected_window,selected_lambda,selected_smoothness,inner_objective,search_source,n_stationary_points,outer_block_mse,benchmark_block_mse,relative_rmsfe_block
0,stable_low,0.0,0.0,1,180,192,12,12,60,12,0.16666666666666666,post,2,72,56710.46328159217,0.9906679914900001,0.4244537249802079,stationary_minimum,2,0.0031657630194137014,0.2604261349328914,0.11025465079428835
0,stable_low,0.0,0.0,1,180,195,15,15,57,15,0.20833333333333334,post,2,72,110026.78999575452,0.9940358055810126,0.40630655770038665,stationary_minimum,2,0.23090493456003963,0.9242364663074757,0.49983315119904004
0,stable_low,0.0,0.0,1,180,198,18,18,54,18,0.25,post,2,72,95158.21387791137,0.9933779876416721,0.4110502935400694,stationary_minimum,2,0.06213033474592047,0.23882195282182617,0.5100523162867004
0,stable_low,0.0,0.0,1,180,201,21,21,51,21,0.2916666666666667,post,2,72,355709.85477067344,0.9977184024798728,0.3827380461148803,stationary_minimum,2,0.23316217165796516,0.2598048734393246,0.9473389617687783
0,stable_low,0.0,0.0,1,180,204,24,24,48,24,0.3333333333333333,post,2,72,26489122129.84347,1.00000035924574,0.3867201846472391,upper_boundary,2,0.4201853138145171,0.2600808311799128,1.271060616113634
0,stable_low,0.0,0.0,1,180,207,27,27,45,27,0.375,post,2,72,71485.03249258023,0.9919488224519537,0.33181817490888293,stationary_minimum,2,0.07322679257485232,0.014440184144449043,2.25189761115818
0,stable_low,0.0,0.0,1,180,210,30,30,42,30,0.4166666666666667,post,2,72,58440.75587560653,0.9908402869468363,0.3329082076063779,stationary_minimum,2,0.5084733167703236,0.4688036854402441,1.0414503615294124
0,stable_low,0.0,0.0,1,180,213,33,33,39,33,0.4583333333333333,post,2,72,46655.709783821985,0.9895069924559333,0.34934913247859506,stationary_minimum,2,0.30237726963761585,0.08807954347418331,1.8528362678267776
0,stable_low,0.0,0.0,1,180,216,36,36,0,24,1.0,post,2,24,463683852.75033355,0.9999999946529602,0.34605753142187984,stationary_minimum,1,0.3135641033442894,1.1592530495634463,0.5200846619703596
0,stable_low,0.0,0.0,1,180,219,39,39,0,24,1.0,post,2,24,209944863.24874797,0.9999998613851715,0.35464054310955456,stationary_minimum,1,1.2597323516710586,3.07859483976484,0.639680147894422
0,stable_low,0.0,0.0,1,180,222,42,42,6,42,0.875,post,3,48,26489122129.84347,0.9999939036535136,0.377724888909688,upper_boundary,0,0.17907485701800138,0.2502616790841125,0.8459021513902908
0,stable_low,0.0,0.0,1,180,225,45,45,3,45,0.9375,post,3,48,26489122129.84347,0.9999939036535136,0.37246524832079364,upper_boundary,0,0.36995098265018,0.28634369318808134,1.1366539920644447
0,stable_low,0.0,0.0,1,180,228,48,48,0,24,1.0,post,2,24,172687949.24916133,0.9999998186218539,0.38033512123767044,stationary_minimum,1,0.018590127659607037,0.4892174627152834,0.19493517425349108
0,stable_low,0.0,0.0,1,180,231,51,51,0,48,1.0,post,3,48,26489122129.84347,0.9999939036535136,0.3708491823479697,upper_boundary,0,0.046692944696146085,0.1327436332458116,0.5930875147470642
0,stable_low,0.0,0.0,1,180,234,54,54,0,48,1.0,post,3,48,26489122129.84347,0.9999939036535136,0.36904175801596495,upper_boundary,0,0.5916968787579694,1.2835344331733705,0.6789626390402502
0,stable_low,0.0,0.0,1,180,237,57,57,0,24,1.0,post,2,24,160078281.258467,0.99999980025172,0.36096294996296385,stationary_minimum,1,1.3501420384770138,0.4470105129163999,1.737924322812218
0,stable_low,0.0,0.0,1,180,240,60,60,0,24,1.0,post,2,24,93610441.71624795,0.9999996303660234,0.39459962802135434,stationary_minimum,1,1.2358576814879922,0.10235019513494864,3.4748806536543095
0,stable_low,0.0,0.0,1,180,243,63,63,0,48,1.0,post,3,48,851111.3918372389,0.995241708562795,0.4306600527791339,stationary_minimum,2,0.3322357655078936,0.2349768385999996,1.1890788739828821
0,stable_low,0.0,0.0,1,180,246,66,66,0,24,1.0,post,2,24,61409819.33582918,0.9999994238874752,0.43517179637633047,stationary_minimum,1,0.8893780692727596,1.0342949465878555,0.9273015948141285
0,stable_low,0.0,0.0,1,180,249,69,69,0,24,1.0,post,2,24,48866616.69379053,0.9999992716024896,0.4483650354863153,stationary_minimum,1,0.19885174528362565,0.1493243764857974,1.153982833956619
