direction,seed,horizon,relative_origin,transition_order,transition_window,transition_smoothness,transition_window_post_fraction,start_order,start_window,start_smoothness,start_window_post_fraction,target_order,target_window,target_smoothness,target_window_post_fraction,abs_smoothness_gap_to_target,order_match_target,window_match_target,discrete_config_match_target
low_to_high,13,1,27,2,72,0.9765794222199828,0.375,2,72,0.9814581814581104,0.375,1,48,3.045995807355589e-08,0.5625,0.9765793917600247,0.0,0.0,0.0
low_to_high,13,1,30,2,72,0.9705323820986187,0.4166666666666667,2,72,0.984190139253916,0.4166666666666667,1,48,3.045995807355589e-08,0.625,0.9705323516386606,0.0,0.0,0.0
low_to_high,13,1,33,3,72,0.9981112929031207,0.4583333333333333,3,72,0.999995881296043,0.4583333333333333,1,48,3.045995807355589e-08,0.6875,0.9981112624431626,0.0,0.0,0.0
low_to_high,13,1,36,2,72,0.9715015904704499,0.5,2,72,0.9823911946401964,0.5,1,48,3.045995807355589e-08,0.75,0.9715015600104918,0.0,0.0,0.0
low_to_high,13,1,39,2,24,0.9109827900151697,1.0,2,72,0.9811363478447468,0.5416666666666666,1,48,3.045995807355589e-08,0.8125,0.9109827595552116,0.0,0.0,0.0
low_to_high,13,1,42,2,24,0.9305728767031788,1.0,2,72,0.981408079432115,0.5833333333333334,1,48,3.045995807355589e-08,0.875,0.9305728462432207,0.0,0.0,0.0
low_to_high,13,1,45,2,24,0.9106109991219054,1.0,2,72,0.9789252977296957,0.625,1,48,3.045995807355589e-08,0.9375,0.9106109686619472,0.0,0.0,0.0
low_to_high,13,1,48,2,24,0.9295132065016956,1.0,2,72,0.9804241640614739,0.6666666666666666,1,48,3.045995807355589e-08,1.0,0.9295131760417374,0.0,0.0,0.0
low_to_high,13,1,51,2,24,0.9129568951807517,1.0,2,72,0.9818471142094722,0.7083333333333334,1,48,3.045995807355589e-08,1.0,0.9129568647207936,0.0,0.0,0.0
low_to_high,13,1,54,2,24,0.9032206486955702,1.0,2,72,0.9834442284890106,0.75,1,48,3.045995807355589e-08,1.0,0.9032206182356121,0.0,0.0,0.0
low_to_high,13,1,57,2,24,0.9019134263614983,1.0,2,72,0.984410316802529,0.7916666666666666,1,48,3.045995807355589e-08,1.0,0.9019133959015402,0.0,0.0,0.0
low_to_high,13,1,60,2,24,0.8949265514243326,1.0,2,72,0.9840227503107358,0.8333333333333334,1,48,3.045995807355589e-08,1.0,0.8949265209643745,0.0,0.0,0.0
low_to_high,13,1,63,2,72,0.8635918865537291,0.875,2,48,0.9927787778440903,1.0,1,48,3.045995807355589e-08,1.0,0.863591856093771,0.0,0.0,0.0
low_to_high,13,1,66,2,24,0.892440309818282,1.0,2,72,0.9844905276239645,0.9166666666666666,1,48,3.045995807355589e-08,1.0,0.8924402793583239,0.0,0.0,0.0
low_to_high,13,1,69,2,72,0.8661433196288284,0.9583333333333334,2,72,0.984771192899728,0.9583333333333334,1,48,3.045995807355589e-08,1.0,0.8661432891688703,0.0,0.0,0.0
low_to_high,13,1,72,2,24,0.8968671787504128,1.0,2,72,0.9853447421598167,1.0,1,48,3.045995807355589e-08,1.0,0.8968671482904547,0.0,0.0,0.0
low_to_high,13,1,75,2,72,0.8644514116668468,1.0,2,72,0.9856047677155253,1.0,1,48,3.045995807355589e-08,1.0,0.8644513812068887,0.0,0.0,0.0
low_to_high,13,1,78,2,72,0.8670690099077695,1.0,2,48,0.9949435916997043,1.0,1,48,3.045995807355589e-08,1.0,0.8670689794478114,0.0,0.0,0.0
low_to_high,13,1,81,2,72,0.8529540787563297,1.0,2,72,0.985276633938903,1.0,1,48,3.045995807355589e-08,1.0,0.8529540482963716,0.0,0.0,0.0
low_to_high,13,1,84,1,48,3.045995807355589e-08,1.0,2,48,0.9972126073665085,1.0,1,48,3.045995807355589e-08,1.0,0.0,1.0,1.0,1.0
low_to_high,13,1,87,2,72,0.8377376555147407,1.0,2,72,0.9873382695259528,1.0,1,48,3.045995807355589e-08,1.0,0.8377376250547826,0.0,0.0,0.0
low_to_high,13,1,90,2,48,0.8365604071996403,1.0,2,72,0.9883206227745726,1.0,1,48,3.045995807355589e-08,1.0,0.8365603767396822,0.0,1.0,0.0
low_to_high,13,1,93,1,48,3.045995807355589e-08,1.0,2,72,0.9832405278131247,1.0,1,48,3.045995807355589e-08,1.0,0.0,1.0,1.0,1.0
low_to_high,13,1,96,1,48,3.045995807355589e-08,1.0,2,72,0.9827172144118521,1.0,1,48,3.045995807355589e-08,1.0,0.0,1.0,1.0,1.0
low_to_high,13,1,99,1,48,3.045995807355589e-08,1.0,2,72,0.9815597349584041,1.0,1,48,3.045995807355589e-08,1.0,0.0,1.0,1.0,1.0
low_to_high,13,1,102,1,48,3.045995807355589e-08,1.0,2,72,0.9782417690938964,1.0,1,48,3.045995807355589e-08,1.0,0.0,1.0,1.0,1.0
low_to_high,13,1,105,2,48,0.8203429753375132,1.0,2,72,0.9783528370066903,1.0,2,48,0.8202499791403861,1.0,9.299619712710427e-05,1.0,1.0,1.0
low_to_high,13,1,108,2,48,0.808542125723254,1.0,2,72,0.978264887693358,1.0,2,48,0.8084532992339301,1.0,8.882648932395654e-05,1.0,1.0,1.0
low_to_high,13,1,111,1,48,3.045995807355589e-08,1.0,2,72,0.9742267872623641,1.0,1,48,3.045995807355589e-08,1.0,0.0,1.0,1.0,1.0
low_to_high,13,1,114,1,48,3.045995807355589e-08,1.0,2,48,0.9855843836891187,1.0,1,48,3.045995807355589e-08,1.0,0.0,1.0,1.0,1.0
low_to_high,13,1,117,1,48,3.045995807355589e-08,1.0,2,48,0.9848803545363757,1.0,1,48,3.045995807355589e-08,1.0,0.0,1.0,1.0,1.0
low_to_high,13,3,-60,2,48,0.9897797276324989,0.0,2,48,0.9897797276324989,0.0,1,48,3.045995807355589e-08,0.0,0.9897796971725408,0.0,1.0,0.0
low_to_high,13,3,-57,2,48,0.9888127169503621,0.0,2,48,0.9888127169503621,0.0,1,48,3.045995807355589e-08,0.0,0.988812686490404,0.0,1.0,0.0
low_to_high,13,3,-54,2,48,0.9911441026985469,0.0,2,48,0.9911441026985469,0.0,1,48,3.045995807355589e-08,0.0,0.9911440722385888,0.0,1.0,0.0
low_to_high,13,3,-51,2,48,0.9908548741150354,0.0,2,48,0.9908548741150354,0.0,1,48,3.045995807355589e-08,0.0,0.9908548436550773,0.0,1.0,0.0
low_to_high,13,3,-48,2,48,0.98526714175202,0.0,2,48,0.98526714175202,0.0,2,24,0.9038957797827247,0.0,0.08137136196929529,1.0,0.0,0.0
low_to_high,13,3,-45,2,48,0.9836839964839708,0.0,2,48,0.9836839964839708,0.0,2,24,0.9183903615414591,0.0,0.06529363494251161,1.0,0.0,0.0
low_to_high,13,3,-42,2,48,0.9897970510183668,0.0,2,48,0.9897970510183668,0.0,1,48,3.045995807355589e-08,0.0,0.9897970205584087,0.0,1.0,0.0
low_to_high,13,3,-39,2,48,0.9889478153517061,0.0,2,48,0.9889478153517061,0.0,1,48,3.045995807355589e-08,0.0,0.988947784891748,0.0,1.0,0.0
low_to_high,13,3,-36,2,48,0.9872741244578237,0.0,2,48,0.9872741244578237,0.0,1,48,3.045995807355589e-08,0.0,0.9872740939978656,0.0,1.0,0.0
low_to_high,13,3,-33,2,48,0.9902534759149854,0.0,2,48,0.9902534759149854,0.0,1,48,3.045995807355589e-08,0.0,0.9902534454550272,0.0,1.0,0.0
low_to_high,13,3,-30,2,48,0.9896583624390355,0.0,2,48,0.9896583624390355,0.0,1,48,3.045995807355589e-08,0.0,0.9896583319790774,0.0,1.0,0.0
low_to_high,13,3,-27,2,48,0.990503435788195,0.0,2,48,0.990503435788195,0.0,1,48,3.045995807355589e-08,0.0,0.9905034053282369,0.0,1.0,0.0
low_to_high,13,3,-24,2,48,0.9908761680898215,0.0,2,48,0.9908761680898215,0.0,2,72,0.9896822585682366,0.0,0.001193909521584935,1.0,0.0,0.0
low_to_high,13,3,-21,2,48,0.9906103611956311,0.0,2,48,0.9906103611956311,0.0,2,72,0.9886318643829924,0.0,0.0019784968126386193,1.0,0.0,0.0
low_to_high,13,3,-18,2,48,0.9901274092318602,0.0,2,48,0.9901274092318602,0.0,2,72,0.988576617813141,0.0,0.0015507914187191663,1.0,0.0,0.0
low_to_high,13,3,-15,2,48,0.9885245472356772,0.0,2,48,0.9885245472356772,0.0,2,72,0.9879694770008299,0.0,0.0005550702348472436,1.0,0.0,0.0
low_to_high,13,3,-12,2,48,0.9868900687150327,0.0,2,48,0.9868900687150327,0.0,2,72,0.9802631577293124,0.0,0.0066269109857203246,1.0,0.0,0.0
low_to_high,13,3,-9,3,72,0.9912172465846106,0.0,3,72,0.9912172465846106,0.0,2,72,0.982433200659296,0.0,0.008784045925314676,0.0,1.0,0.0
low_to_high,13,3,-6,3,72,0.9891819056285339,0.0,3,72,0.9891819056285339,0.0,3,72,0.9999987523564559,0.0,0.010816846727921936,1.0,1.0,1.0
low_to_high,13,3,-3,3,72,0.9920776785407718,0.0,3,72,0.9920776785407718,0.0,1,48,3.045995807355589e-08,0.0,0.9920776480808137,0.0,0.0,0.0
low_to_high,13,3,0,3,72,0.9919678602570873,0.0,3,72,0.9919678602570873,0.0,1,48,3.045995807355589e-08,0.0,0.9919678297971292,0.0,0.0,0.0
low_to_high,13,3,3,2,72,0.973243076786775,0.041666666666666664,2,72,0.9744603565151337,0.041666666666666664,3,72,0.9999987523564559,0.041666666666666664,0.026755675569680837,0.0,1.0,0.0
low_to_high,13,3,6,3,72,0.9999987523564559,0.08333333333333333,3,72,0.9999987523564559,0.08333333333333333,3,72,0.9999987523564559,0.08333333333333333,0.0,1.0,1.0,1.0
low_to_high,13,3,9,3,72,0.9979547665596952,0.125,3,72,0.9999987523564559,0.125,3,72,0.9999987523564559,0.125,0.0020439857967606834,1.0,1.0,1.0
low_to_high,13,3,12,3,72,0.9999987523564559,0.16666666666666666,3,72,0.9999987523564559,0.16666666666666666,3,72,0.9999987523564559,0.16666666666666666,0.0,1.0,1.0,1.0
low_to_high,13,3,15,3,72,0.9999987523564559,0.20833333333333334,3,72,0.9999987523564559,0.20833333333333334,3,72,0.9999987523564559,0.20833333333333334,0.0,1.0,1.0,1.0
low_to_high,13,3,18,3,72,0.9975227613349452,0.25,3,72,0.9999987523564559,0.25,3,72,0.9999987523564559,0.25,0.0024759910215106373,1.0,1.0,1.0
low_to_high,13,3,21,3,72,0.9981151216348509,0.2916666666666667,3,72,0.9999987523564559,0.2916666666666667,3,72,0.9999987523564559,0.2916666666666667,0.001883630721604912,1.0,1.0,1.0
low_to_high,13,3,24,3,72,0.9999987523564559,0.3333333333333333,3,72,0.9999987523564559,0.3333333333333333,3,72,0.9999987523564559,0.3333333333333333,0.0,1.0,1.0,1.0
low_to_high,13,3,27,3,72,0.9999987523564559,0.375,3,72,0.9999987523564559,0.375,3,72,0.9999987523564559,0.375,0.0,1.0,1.0,1.0
low_to_high,13,3,30,3,72,0.9999987523564559,0.4166666666666667,3,72,0.9999987523564559,0.4166666666666667,3,72,0.9999987523564559,0.4166666666666667,0.0,1.0,1.0,1.0
low_to_high,13,3,33,3,72,0.9999987523564559,0.4583333333333333,3,72,0.9999987523564559,0.4583333333333333,3,72,0.9999987523564559,0.4583333333333333,0.0,1.0,1.0,1.0
low_to_high,13,3,36,3,72,0.9999987523564559,0.5,3,72,0.9999879088891385,0.5,3,72,0.9999987523564559,0.5,0.0,1.0,1.0,1.0
low_to_high,13,3,39,3,72,0.9999818251054895,0.5416666666666666,2,72,0.9733342810009472,0.5416666666666666,3,72,0.9999844046046,0.5416666666666666,2.5794991105332343e-06,1.0,1.0,1.0
low_to_high,13,3,42,2,24,0.9694083958073962,1.0,2,72,0.9687748897166343,0.5833333333333334,2,24,0.964695566386667,1.0,0.004712829420729259,1.0,1.0,1.0
low_to_high,13,3,45,2,24,0.9620712718094446,1.0,2,72,0.9640127734865737,0.625,2,24,0.9634196579495834,1.0,0.0013483861401387687,1.0,1.0,1.0
low_to_high,13,3,48,2,24,0.9650828188393327,1.0,2,72,0.9635533309885622,0.6666666666666666,2,24,0.9555336357651736,1.0,0.009549183074159084,1.0,1.0,1.0
low_to_high,13,3,51,2,24,0.9615595507817289,1.0,2,72,0.9692117560978865,0.7083333333333334,2,24,0.9517820940184754,1.0,0.00977745676325359,1.0,1.0,1.0
low_to_high,13,3,54,2,24,0.9521643668220935,1.0,2,72,0.9698437356466211,0.75,2,24,0.9158367625328128,1.0,0.036327604289280724,1.0,1.0,1.0
low_to_high,13,3,57,2,24,0.9481062894868585,1.0,2,72,0.9686902552600943,0.7916666666666666,2,24,0.9100068914152745,1.0,0.03809939807158402,1.0,1.0,1.0
low_to_high,13,3,60,2,24,0.945550072774009,1.0,2,72,0.9670068098464021,0.8333333333333334,2,24,0.9105128507579494,1.0,0.03503722201605963,1.0,1.0,1.0
low_to_high,13,3,63,2,24,0.9438461778567518,1.0,2,72,0.9668464624690768,0.875,2,24,0.9099001481861296,1.0,0.03394602967062221,1.0,1.0,1.0
low_to_high,13,3,66,2,24,0.9438703254851906,1.0,2,72,0.9652487287911348,0.9166666666666666,2,48,0.8709722251394841,1.0,0.07289810034570643,1.0,0.0,0.0
low_to_high,13,3,69,2,24,0.9436819144506883,1.0,2,72,0.9621507015742663,0.9583333333333334,2,48,0.8581461435761566,1.0,0.08553577087453168,1.0,0.0,0.0
low_to_high,13,3,72,2,24,0.9494995848340796,1.0,2,72,0.9675897180576468,1.0,2,72,0.8812565840706905,1.0,0.06824300076338907,1.0,0.0,0.0
low_to_high,13,3,75,2,24,0.9464424317305,1.0,2,72,0.970607419329081,1.0,2,48,0.8718291305333586,1.0,0.07461330119714138,1.0,0.0,0.0
low_to_high,13,3,78,2,24,0.9583700661776371,1.0,2,72,0.9715155294305841,1.0,2,24,0.9557266292757631,1.0,0.0026434369018739634,1.0,1.0,1.0
low_to_high,13,3,81,2,24,0.9567697198962346,1.0,2,72,0.9746669661425699,1.0,2,24,0.950657877999055,1.0,0.006111841897179615,1.0,1.0,1.0
low_to_high,13,3,84,2,24,0.958750107634575,1.0,2,72,0.9793844494097972,1.0,2,24,0.9593377442087504,1.0,0.0005876365741753764,1.0,1.0,1.0
low_to_high,13,3,87,2,24,0.9447096794202797,1.0,2,72,0.9775410782172383,1.0,2,24,0.9576670269938002,1.0,0.012957347573520517,1.0,1.0,1.0
low_to_high,13,3,90,2,24,0.9392449410658373,1.0,2,72,0.9799275760890946,1.0,2,24,0.949432785705831,1.0,0.01018784463999367,1.0,1.0,1.0
low_to_high,13,3,93,2,24,0.9444011033905115,1.0,2,72,0.9707073902503119,1.0,2,24,0.9487880345286482,1.0,0.004386931138136707,1.0,1.0,1.0
low_to_high,13,3,96,2,24,0.9267127780591351,1.0,2,72,0.9619397255643984,1.0,2,24,0.9409825743064041,1.0,0.014269796247268984,1.0,1.0,1.0
low_to_high,13,3,99,2,24,0.9362460335869348,1.0,2,72,0.9649992194585494,1.0,2,24,0.9326356794091224,1.0,0.0036103541778124137,1.0,1.0,1.0
low_to_high,13,3,102,2,72,0.8879598270206959,1.0,2,24,0.9812850218064785,1.0,2,24,0.9170747714679464,1.0,0.02911494444725049,1.0,0.0,0.0
low_to_high,13,3,105,2,24,0.9241790701782288,1.0,2,72,0.9660954288745518,1.0,2,24,0.9231524847022984,1.0,0.001026585475930375,1.0,1.0,1.0
low_to_high,13,3,108,2,72,0.8797825957271044,1.0,2,72,0.9663348643589644,1.0,2,72,0.879343941442245,1.0,0.0004386542848593411,1.0,1.0,1.0
low_to_high,13,3,111,2,24,0.9412203066583613,1.0,2,48,0.9755245424681991,1.0,2,24,0.94008030345093,1.0,0.0011400032074313504,1.0,1.0,1.0
low_to_high,13,3,114,2,24,0.942185458771161,1.0,2,72,0.96605729101955,1.0,2,24,0.9423480943573482,1.0,0.00016263558618723195,1.0,1.0,1.0
low_to_high,13,3,117,2,24,0.9552877507791697,1.0,2,48,0.9796179620574832,1.0,2,24,0.9556727281829451,1.0,0.00038497740377541056,1.0,1.0,1.0
low_to_high,13,6,-60,2,48,0.9882490107384581,0.0,2,48,0.9882490107384581,0.0,2,72,0.994523718071636,0.0,0.00627470733317792,1.0,0.0,0.0
low_to_high,13,6,-57,2,48,0.9860959296214902,0.0,2,48,0.9860959296214902,0.0,2,72,0.9936496919191113,0.0,0.007553762297621169,1.0,0.0,0.0
low_to_high,13,6,-54,2,48,0.9866567431593195,0.0,2,48,0.9866567431593195,0.0,2,72,0.9927649527490616,0.0,0.00610820958974212,1.0,0.0,0.0
low_to_high,13,6,-51,2,48,0.9886823294917575,0.0,2,48,0.9886823294917575,0.0,2,72,0.9927424567675538,0.0,0.004060127275796299,1.0,0.0,0.0
low_to_high,13,6,-48,2,48,0.987471085523399,0.0,2,48,0.987471085523399,0.0,2,72,0.9941291686809999,0.0,0.006658083157600858,1.0,0.0,0.0
low_to_high,13,6,-45,2,48,0.9836947674422651,0.0,2,48,0.9836947674422651,0.0,2,72,0.9951261166327601,0.0,0.011431349190494933,1.0,0.0,0.0
low_to_high,13,6,-42,2,72,0.9866203237043627,0.0,2,72,0.9866203237043627,0.0,2,72,0.9948377679449982,0.0,0.00821744424063553,1.0,1.0,1.0
low_to_high,13,6,-39,2,72,0.9869742457750804,0.0,2,72,0.9869742457750804,0.0,2,72,0.9943606528253208,0.0,0.007386407050240407,1.0,1.0,1.0
low_to_high,13,6,-36,2,72,0.98598793333661,0.0,2,72,0.98598793333661,0.0,2,72,0.9935419562385418,0.0,0.007554022901931856,1.0,1.0,1.0
low_to_high,13,6,-33,2,48,0.9874546945272721,0.0,2,48,0.9874546945272721,0.0,2,72,0.9928585247614411,0.0,0.005403830234169016,1.0,0.0,0.0
low_to_high,13,6,-30,2,48,0.9881102504601115,0.0,2,48,0.9881102504601115,0.0,2,72,0.9927395311053402,0.0,0.004629280645228717,1.0,0.0,0.0
low_to_high,13,6,-27,2,48,0.9880607833694647,0.0,2,48,0.9880607833694647,0.0,2,72,0.9932446816577134,0.0,0.005183898288248723,1.0,0.0,0.0
low_to_high,13,6,-24,2,48,0.9870921257192445,0.0,2,48,0.9870921257192445,0.0,2,72,0.9929382756515663,0.0,0.005846149932321798,1.0,0.0,0.0
low_to_high,13,6,-21,2,48,0.9875486689099314,0.0,2,48,0.9875486689099314,0.0,2,72,0.9920711546914024,0.0,0.004522485781470964,1.0,0.0,0.0
low_to_high,13,6,-18,2,48,0.9872514670323181,0.0,2,48,0.9872514670323181,0.0,2,72,0.9915258768017924,0.0,0.004274409769474241,1.0,0.0,0.0
low_to_high,13,6,-15,2,48,0.9860785251596671,0.0,2,48,0.9860785251596671,0.0,2,72,0.9915041476638219,0.0,0.005425622504154792,1.0,0.0,0.0
low_to_high,13,6,-12,2,48,0.9847509025737193,0.0,2,48,0.9847509025737193,0.0,2,72,0.9894398168908882,0.0,0.004688914317168891,1.0,0.0,0.0
low_to_high,13,6,-9,3,72,0.9911703693054454,0.0,3,72,0.9911703693054454,0.0,2,72,0.9854614907301935,0.0,0.00570887857525193,0.0,1.0,0.0
low_to_high,13,6,-6,3,72,0.9904934828855858,0.0,3,72,0.9904934828855858,0.0,2,72,0.9852654972904064,0.0,0.005227985595179452,0.0,1.0,0.0
low_to_high,13,6,-3,3,72,0.9903892458451892,0.0,3,72,0.9903892458451892,0.0,3,72,0.9999987523564559,0.0,0.009609506511266686,1.0,1.0,1.0
low_to_high,13,6,0,3,72,0.9919908656850499,0.0,3,72,0.9919908656850499,0.0,3,72,0.9999987523564559,0.0,0.00800788667140595,1.0,1.0,1.0
low_to_high,13,6,3,3,72,0.9934885406780244,0.041666666666666664,3,72,0.9937241512080878,0.041666666666666664,3,72,0.9999987523564559,0.041666666666666664,0.006510211678431466,1.0,1.0,1.0
low_to_high,13,6,6,3,72,0.9968103585325264,0.08333333333333333,3,72,0.9968108579060728,0.08333333333333333,3,72,0.9999987523564559,0.08333333333333333,0.0031883938239294363,1.0,1.0,1.0
low_to_high,13,6,9,3,72,0.9979052493710232,0.125,3,72,0.9979932958671742,0.125,3,72,0.9999987523564559,0.125,0.0020935029854326492,1.0,1.0,1.0
low_to_high,13,6,12,3,72,0.997800616955887,0.16666666666666666,3,72,0.9978481603041046,0.16666666666666666,3,72,0.9999987523564559,0.16666666666666666,0.0021981354005689013,1.0,1.0,1.0
low_to_high,13,6,15,3,72,0.9999987523564559,0.20833333333333334,3,72,0.9999987523564559,0.20833333333333334,3,72,0.9999987523564559,0.20833333333333334,0.0,1.0,1.0,1.0
low_to_high,13,6,18,3,72,0.9999987523564559,0.25,3,72,0.9999987523564559,0.25,3,72,0.9999987523564559,0.25,0.0,1.0,1.0,1.0
low_to_high,13,6,21,3,72,0.9980770718860109,0.2916666666666667,3,72,0.9999987523564559,0.2916666666666667,3,72,0.9999987523564559,0.2916666666666667,0.001921680470444942,1.0,1.0,1.0
low_to_high,13,6,24,3,72,0.9999987523564559,0.3333333333333333,3,72,0.9999987523564559,0.3333333333333333,3,72,0.9999987523564559,0.3333333333333333,0.0,1.0,1.0,1.0
low_to_high,13,6,27,3,72,0.9999987523564559,0.375,3,72,0.9999987523564559,0.375,3,72,0.9999987523564559,0.375,0.0,1.0,1.0,1.0
low_to_high,13,6,30,3,72,0.9999987523564559,0.4166666666666667,3,72,0.9999987523564559,0.4166666666666667,3,72,0.9999987523564559,0.4166666666666667,0.0,1.0,1.0,1.0
low_to_high,13,6,33,3,72,0.9999987523564559,0.4583333333333333,3,72,0.9999987523564559,0.4583333333333333,3,72,0.9999987523564559,0.4583333333333333,0.0,1.0,1.0,1.0
low_to_high,13,6,36,3,72,0.9999987523564559,0.5,3,72,0.9999987523564559,0.5,3,72,0.9999987523564559,0.5,0.0,1.0,1.0,1.0
low_to_high,13,6,39,3,72,0.9999956627397839,0.5416666666666666,2,72,0.9749454965776172,0.5416666666666666,3,72,0.9999953346123654,0.5416666666666666,3.28127418458557e-07,1.0,1.0,1.0
