direction,seed,horizon,relative_origin,transition_order,transition_window,transition_smoothness,transition_window_post_fraction,start_order,start_window,start_smoothness,start_window_post_fraction,target_order,target_window,target_smoothness,target_window_post_fraction,abs_smoothness_gap_to_target,order_match_target,window_match_target,discrete_config_match_target
low_to_high,0,1,72,1,24,0.23934657350456484,1.0,2,24,0.9999995012566055,1.0,1,24,3.0459958149967166e-08,1.0,0.2393465430446067,1.0,1.0,1.0
low_to_high,0,1,75,1,48,0.31358306596559304,1.0,2,24,0.9999996818843984,1.0,1,24,0.19365093274022538,1.0,0.11993213322536767,1.0,0.0,0.0
low_to_high,0,1,78,1,24,0.3981573318002893,1.0,2,24,0.9999996301450346,1.0,1,48,0.39761051701027494,1.0,0.0005468147900143383,1.0,0.0,0.0
low_to_high,0,1,81,1,72,0.35032305222972965,1.0,2,24,0.9999995940350613,1.0,1,72,0.3702100336776448,1.0,0.019886981447915175,1.0,1.0,1.0
low_to_high,0,1,84,1,24,0.33826901216644667,1.0,2,24,0.9999996344839388,1.0,1,72,0.37298182654877704,1.0,0.03471281438233037,1.0,0.0,0.0
low_to_high,0,1,87,1,72,0.5044272332692318,1.0,2,24,0.9999996149348759,1.0,1,72,0.39186306992270653,1.0,0.11256416334652525,1.0,1.0,1.0
low_to_high,0,1,90,1,48,0.3757419299571302,1.0,2,24,0.9999995336992399,1.0,1,48,0.3746235242678339,1.0,0.0011184056892962757,1.0,1.0,1.0
low_to_high,0,1,93,1,72,3.0459958161388936e-08,1.0,3,48,0.9962411249897869,1.0,1,72,0.12986067688722597,1.0,0.1298606464272678,1.0,1.0,1.0
low_to_high,0,1,96,1,72,3.0459958161388936e-08,1.0,3,48,0.9948662542598516,1.0,1,72,3.0459958161388936e-08,1.0,0.0,1.0,1.0,1.0
low_to_high,0,1,99,1,48,0.4450975832506052,1.0,2,24,0.9999996123051154,1.0,1,48,0.4974972186328993,1.0,0.052399635382294085,1.0,1.0,1.0
low_to_high,0,1,102,1,48,0.4672125435169948,1.0,2,24,0.9999993726232882,1.0,1,48,0.4796411649455572,1.0,0.01242862142856238,1.0,1.0,1.0
low_to_high,0,1,105,1,48,0.5186373569007847,1.0,3,48,0.9897707603950476,1.0,1,48,0.525693419269936,1.0,0.007056062369151239,1.0,1.0,1.0
low_to_high,0,1,108,1,72,0.5278429447525558,1.0,1,24,0.9068301756851206,1.0,1,72,0.5307812960880378,1.0,0.0029383513354820368,1.0,1.0,1.0
low_to_high,0,1,111,1,72,0.516736256255697,1.0,1,48,0.9102429163807038,1.0,1,72,0.5180825412007991,1.0,0.0013462849451021386,1.0,1.0,1.0
