transition,pre_phi,post_phi,horizon,relative_origin,n_seeds,mean_order,modal_order,mean_window,modal_window,mean_smoothness,median_smoothness,mean_selected_window_post_fraction,frac_lower_boundary,frac_upper_boundary,mean_outer_block_mse,mean_benchmark_block_mse,pooled_relative_rmsfe
high_to_low,0.8,0.0,3,0,30,1.3333333333333333,1,46.4,48,0.43013108424564905,0.35634809566117803,0.0,0.36666666666666664,0.0,0.6710383551344443,0.728420017366758,0.9598043991809364
high_to_low,0.8,0.0,3,3,30,1.4333333333333333,1,47.2,48,0.48773527590182386,0.5587443049862824,0.07569444444444445,0.3,0.03333333333333333,0.5146065535882999,0.4995005100193692,1.0150085214362161
high_to_low,0.8,0.0,3,6,30,1.4333333333333333,1,47.2,48,0.5442208556264362,0.6521265757956218,0.1513888888888889,0.23333333333333334,0.03333333333333333,0.3511383219981647,0.5154870909307541,0.8253349146706862
high_to_low,0.8,0.0,3,9,30,1.4,1,43.2,24,0.5777558408216182,0.6854490743175807,0.25,0.16666666666666666,0.03333333333333333,0.3689470746863968,0.5311849560572283,0.8334108541144453
high_to_low,0.8,0.0,3,12,30,1.4,1,45.6,48,0.5612370788312538,0.660343585348651,0.3138888888888889,0.2,0.03333333333333333,0.4411613951966114,0.7262332004768081,0.779400537835574
high_to_low,0.8,0.0,3,15,30,1.4333333333333333,1,46.4,48,0.6017996205088136,0.673291872750392,0.3819444444444445,0.16666666666666666,0.03333333333333333,0.46894159823887327,0.7294000522732834,0.801819261146448
high_to_low,0.8,0.0,3,18,30,1.4666666666666666,1,43.2,48,0.6791439287992909,0.767034024140023,0.49166666666666664,0.03333333333333333,0.03333333333333333,0.29635743823791805,0.4798314375727097,0.7858932645276816
high_to_low,0.8,0.0,3,21,30,1.5333333333333334,1,42.4,24,0.7157446090036502,0.8372295703794984,0.5979166666666667,0.03333333333333333,0.03333333333333333,0.35940040919047694,0.49948155236215463,0.8482611114367226
high_to_low,0.8,0.0,3,24,30,1.5333333333333334,1,42.4,48,0.6980061164220515,0.8631897171805387,0.6722222222222223,0.0,0.03333333333333333,0.35194796349307056,0.5767577592658377,0.7811645121595872
high_to_low,0.8,0.0,3,27,30,1.5,1,40.8,24,0.7311569573086032,0.859197245455143,0.7270833333333333,0.0,0.03333333333333333,0.39972835680871327,0.5778378924222508,0.8317244532745015
high_to_low,0.8,0.0,3,30,30,1.5333333333333334,1,44.0,48,0.7453319580151063,0.8757686584812687,0.7208333333333333,0.0,0.03333333333333333,0.29554125689527483,0.5302490627440881,0.7465675398356858
high_to_low,0.8,0.0,3,33,30,1.5666666666666667,2,48.8,48,0.7635177279078588,0.9252678436705616,0.7020833333333333,0.03333333333333333,0.03333333333333333,0.28215651606895165,0.5528851923314045,0.714377163199781
high_to_low,0.8,0.0,3,36,30,1.5666666666666667,2,45.6,48,0.7699795178856911,0.9131912650350058,0.775,0.03333333333333333,0.0,0.4259330671908529,0.5909843412448326,0.8489511322433758
