transition,pre_phi,post_phi,horizon,relative_origin,n_seeds,mean_order,modal_order,mean_window,modal_window,mean_smoothness,median_smoothness,mean_selected_window_post_fraction,frac_lower_boundary,frac_upper_boundary,mean_outer_block_mse,mean_benchmark_block_mse,pooled_relative_rmsfe
high_to_low,0.8,0.0,6,-24,30,1.6666666666666667,2,42.4,24,0.7015447003255328,0.9563366252724941,0.0,0.1,0.03333333333333333,0.2887671579760046,0.40495765696566755,0.8444405730056019
high_to_low,0.8,0.0,6,-21,30,1.7,2,44.0,24,0.7155279330552964,0.960849707046952,0.0,0.06666666666666667,0.0,0.3455808483982029,0.5367829259969235,0.8023714857812845
high_to_low,0.8,0.0,6,-18,30,1.6666666666666667,2,45.6,24,0.6860653701287159,0.9582543406408559,0.0,0.1,0.0,0.3766695796348301,0.6171069843304502,0.7812680115998735
high_to_low,0.8,0.0,6,-15,30,1.6666666666666667,2,48.0,24,0.6531730284465738,0.9402493192272762,0.0,0.16666666666666666,0.0,0.2201943331210476,0.41627133942471223,0.7273020533852814
high_to_low,0.8,0.0,6,-12,30,1.7666666666666666,2,49.6,48,0.7511257830036985,0.963769382727817,0.0,0.13333333333333333,0.0,0.3640203051038197,0.513656767023423,0.8418336813708123
high_to_low,0.8,0.0,6,-9,30,1.7,2,52.0,72,0.7151265794499929,0.9558826122758431,0.0,0.13333333333333333,0.0,0.42865676013310205,0.6307554797327115,0.8243740691347
high_to_low,0.8,0.0,6,-6,30,1.7333333333333334,2,53.6,72,0.6752709501018165,0.948430985999261,0.0,0.2,0.0,0.4042443631425046,0.5492638590407101,0.8578897411074811
high_to_low,0.8,0.0,6,-3,30,1.7666666666666666,2,53.6,48,0.726831784485659,0.9593876025464695,0.0,0.16666666666666666,0.06666666666666667,0.4571612372360117,0.753572379976969,0.7788829795360724
high_to_low,0.8,0.0,6,0,30,1.7666666666666666,2,51.2,72,0.7336610946257287,0.958355628090648,0.0,0.16666666666666666,0.06666666666666667,0.5071583627224422,0.8362170074226596,0.7787755307377671
high_to_low,0.8,0.0,6,3,30,1.7333333333333334,2,52.0,72,0.7206423723576004,0.9544207637925766,0.07013888888888889,0.1,0.06666666666666667,0.47625516158588427,0.7393682486781248,0.8025820633286418
high_to_low,0.8,0.0,6,6,30,1.7333333333333334,2,55.2,72,0.7483655633670188,0.9504988131149579,0.12916666666666668,0.1,0.06666666666666667,0.40216137647960637,0.7509029079946882,0.7318267606265786
high_to_low,0.8,0.0,6,9,30,1.6666666666666667,2,48.0,24,0.7730584632030709,0.9592280159641142,0.22916666666666666,0.1,0.03333333333333333,0.36721010057304737,0.8193751810737245,0.6694465484400904
high_to_low,0.8,0.0,6,12,30,1.6333333333333333,2,47.2,48,0.7608438015643695,0.9504980315343847,0.3027777777777778,0.1,0.03333333333333333,0.42452989010993386,1.041375123794844,0.6384847622608592
high_to_low,0.8,0.0,6,15,30,1.6333333333333333,2,48.0,48,0.7545046167007988,0.951583266449358,0.375,0.1,0.03333333333333333,0.39873686776086514,0.9468818800631438,0.6489261771562829
high_to_low,0.8,0.0,6,18,30,1.6666666666666667,2,48.8,48,0.7632494288877517,0.9606710917011343,0.4375,0.13333333333333333,0.03333333333333333,0.34116730154973907,0.6483059291393529,0.7254269795075607
high_to_low,0.8,0.0,6,21,30,1.6666666666666667,2,48.0,48,0.7650626688865,0.9618768039709035,0.5152777777777778,0.13333333333333333,0.06666666666666667,0.396126479824126,0.7446829230308173,0.7293420273513554
high_to_low,0.8,0.0,6,24,30,1.7666666666666666,2,51.2,48,0.821225203993697,0.9582742596208005,0.5555555555555556,0.06666666666666667,0.06666666666666667,0.3593605252655369,0.7344128832222192,0.6995117941259722
high_to_low,0.8,0.0,6,27,30,1.8,2,52.0,48,0.8556552898841934,0.9642895916616967,0.58125,0.03333333333333333,0.06666666666666667,0.4329602250901397,0.7523909522574324,0.7585814494775193
high_to_low,0.8,0.0,6,30,30,1.7666666666666666,2,49.6,48,0.8554422431246169,0.9711510443276042,0.65,0.03333333333333333,0.06666666666666667,0.29898440274735294,0.7967067296283562,0.6125972228586093
high_to_low,0.8,0.0,6,33,30,1.7666666666666666,2,46.4,48,0.8620080799692553,0.9716291427410213,0.7277777777777777,0.03333333333333333,0.06666666666666667,0.38015008267023254,0.8856642405246139,0.655153385580518
high_to_low,0.8,0.0,6,36,30,1.7,2,44.8,48,0.8555696436781144,0.9613907635814194,0.7833333333333333,0.03333333333333333,0.06666666666666667,0.45018697337697466,0.8267123246686248,0.7379369484187993
high_to_low,0.8,0.0,6,39,30,1.6666666666666667,2,45.6,48,0.8562180022803084,0.9620174262546912,0.8118055555555556,0.03333333333333333,0.03333333333333333,0.5037932268764472,0.7341952673828679,0.8283623888372906
high_to_low,0.8,0.0,6,42,30,1.8,2,43.2,24,0.938197307735321,0.9680166012294369,0.8666666666666667,0.0,0.03333333333333333,0.37715195628043474,0.708919253183947,0.7293899864205763
high_to_low,0.8,0.0,6,45,30,1.8,2,46.4,48,0.914109638718551,0.967125643687258,0.8833333333333333,0.0,0.03333333333333333,0.3937630248852549,1.0888563007928627,0.6013567387917519
high_to_low,0.8,0.0,6,48,30,1.9,2,50.4,48,0.9266230438226408,0.9704020127443181,0.9,0.03333333333333333,0.03333333333333333,0.4433543481132096,1.0265295358983972,0.6571882064458453
high_to_low,0.8,0.0,6,51,30,1.8333333333333333,2,45.6,48,0.9456270108371613,0.9725137552733936,0.9416666666666667,0.0,0.06666666666666667,0.37166523816045544,0.7305494663878196,0.7132654009415594
high_to_low,0.8,0.0,6,54,30,1.8333333333333333,2,44.8,48,0.9489865789613674,0.9741215418361158,0.9583333333333334,0.0,0.06666666666666667,0.34019819324999656,1.0134302285861378,0.5793874372721634
high_to_low,0.8,0.0,6,57,30,1.8666666666666667,2,44.8,48,0.927845343357766,0.972133264529266,0.9652777777777778,0.0,0.06666666666666667,0.3985362349865897,0.9486353076108366,0.6481630424998679
high_to_low,0.8,0.0,6,60,30,1.9333333333333333,2,42.4,48,0.9537861882504813,0.9727290981181111,0.9722222222222222,0.0,0.1,0.3977954626129022,1.1077686058521767,0.5992463342415453
high_to_low,0.8,0.0,6,63,30,1.9,2,43.2,48,0.9495893870554639,0.9703303437771069,0.9791666666666666,0.0,0.03333333333333333,0.4068615361236859,0.9323430716500672,0.6605952450000461
high_to_low,0.8,0.0,6,66,30,1.9333333333333333,2,44.0,24,0.9502597504287039,0.9750478258567528,0.9805555555555556,0.0,0.03333333333333333,0.3339959723180214,0.8197769394098154,0.6382969455099096
high_to_low,0.8,0.0,6,69,30,1.9666666666666666,2,44.8,48,0.9510686879045332,0.9756692528759917,0.9902777777777777,0.0,0.03333333333333333,0.37026870048714217,0.9850488957911477,0.6130975867489075
high_to_low,0.8,0.0,6,72,30,1.9333333333333333,2,46.4,48,0.9552442587194195,0.9725842138502175,1.0,0.0,0.03333333333333333,0.42367530430636785,1.0698298510228725,0.6293021553424295
high_to_low,0.8,0.0,6,75,30,1.9666666666666666,2,46.4,48,0.947984536516254,0.9761900423161725,1.0,0.0,0.03333333333333333,0.38215516061978294,0.9463732650757076,0.6354606063490528
high_to_low,0.8,0.0,6,78,30,2.033333333333333,2,47.2,24,0.9634591855040159,0.9778918157320773,1.0,0.0,0.1,0.32178916626948134,1.2553015387743007,0.506304373266736
high_to_low,0.8,0.0,6,81,30,1.9333333333333333,2,52.0,72,0.9518937357582767,0.9773613667468257,1.0,0.0,0.03333333333333333,0.34017023076994807,0.8666081553421267,0.6265226359616831
high_to_low,0.8,0.0,6,84,30,1.9666666666666666,2,51.2,48,0.9547728921900779,0.9789815161041893,1.0,0.0,0.03333333333333333,0.3327234921733467,1.1536179985866446,0.5370450539468375
high_to_low,0.8,0.0,6,87,30,1.9666666666666666,2,51.2,48,0.9561845156522017,0.9801718449790136,1.0,0.0,0.03333333333333333,0.29979601636324926,0.9432728860555911,0.5637599933277843
high_to_low,0.8,0.0,6,90,30,2.0,2,52.8,72,0.9629852535964133,0.9807439235608124,1.0,0.0,0.03333333333333333,0.332550865446416,1.0309325139048617,0.5679549942468951
high_to_low,0.8,0.0,6,93,30,1.9333333333333333,2,52.8,72,0.9617280946744806,0.9778017789519271,1.0,0.0,0.03333333333333333,0.3888771969218368,1.2672711959708773,0.5539511354576953
high_to_low,0.8,0.0,6,96,30,1.9666666666666666,2,53.6,72,0.962240875657162,0.9747838174566551,1.0,0.0,0.03333333333333333,0.38227511444123746,1.2232793295029567,0.5590172312537266
high_to_low,0.8,0.0,6,99,30,2.033333333333333,2,48.8,72,0.9655241951498649,0.9779386821547711,1.0,0.0,0.03333333333333333,0.35348364573216634,1.3231198661339048,0.5168744534201488
high_to_low,0.8,0.0,6,102,30,2.033333333333333,2,43.2,24,0.9723789272438866,0.9775741345069966,1.0,0.0,0.03333333333333333,0.27646966732848083,1.1469747552817338,0.49096079706362367
high_to_low,0.8,0.0,6,105,30,2.066666666666667,2,47.2,48,0.9785611133051787,0.9784259005139073,1.0,0.0,0.03333333333333333,0.31979758067079106,1.1687046840367388,0.5231005716481474
high_to_low,0.8,0.0,6,108,30,2.066666666666667,2,49.6,72,0.9764489298682999,0.9779437654683013,1.0,0.0,0.06666666666666667,0.3527740372294477,1.2911624598939777,0.5227064538299928
high_to_low,0.8,0.0,6,111,30,2.1333333333333333,2,52.0,72,0.9793790525084167,0.9795777107769815,1.0,0.0,0.06666666666666667,0.38193169587298587,1.4042136474298141,0.5215263498555351
high_to_low,0.8,0.0,6,114,30,2.1333333333333333,2,48.0,24,0.9798690511927165,0.9796265596378483,1.0,0.0,0.03333333333333333,0.38703011762602274,1.2872070981713457,0.5483377781785342
high_to_low,0.8,0.0,12,-60,30,2.0,2,49.6,72,0.8521882743853602,0.9901989097871424,0.0,0.06666666666666667,0.06666666666666667,0.616626389790831,0.9813691213179666,0.792674448696994
high_to_low,0.8,0.0,12,-57,30,2.033333333333333,2,48.0,24,0.8878359963312127,0.9944890342662794,0.0,0.03333333333333333,0.06666666666666667,0.7845120565251807,0.8954222376147667,0.9360216052764818
high_to_low,0.8,0.0,12,-54,30,2.0,2,48.8,72,0.8786460441999385,0.9918509611774506,0.0,0.03333333333333333,0.06666666666666667,0.9145173011010768,0.8712920909218484,1.0245049878099255
high_to_low,0.8,0.0,12,-51,30,2.0,2,52.0,72,0.8799335579521009,0.9913462613936548,0.0,0.06666666666666667,0.13333333333333333,0.9359854153569802,0.9837527931555777,0.9754197651514884
high_to_low,0.8,0.0,12,-48,30,1.9,2,53.6,72,0.8404180032243285,0.9895359609669643,0.0,0.1,0.16666666666666666,0.7721395713930406,1.0461642700852107,0.8591083960489626
high_to_low,0.8,0.0,12,-45,30,1.9,2,51.2,72,0.8427142461968578,0.9914208432641164,0.0,0.1,0.13333333333333333,0.6886451682534266,0.8571830031746634,0.8963156447045874
high_to_low,0.8,0.0,12,-42,30,1.8666666666666667,2,52.0,72,0.8584739517740817,0.9797596564768658,0.0,0.03333333333333333,0.06666666666666667,0.5119109746004057,0.8917030688686262,0.7576822084843154
high_to_low,0.8,0.0,12,-39,30,1.8666666666666667,2,53.6,72,0.845546446741851,0.9755113130217417,0.0,0.03333333333333333,0.06666666666666667,0.44578522311626284,0.9235458282026007,0.6947580839315698
high_to_low,0.8,0.0,12,-36,30,1.8666666666666667,2,50.4,72,0.8441013918964232,0.9852316455001844,0.0,0.03333333333333333,0.03333333333333333,0.5085474606027903,1.1041216935077087,0.6786678459266614
high_to_low,0.8,0.0,12,-33,30,1.8333333333333333,2,50.4,48,0.8493839251405911,0.9807560285057425,0.0,0.03333333333333333,0.0,0.6410327698053503,1.16891210679418,0.7405411348506412
high_to_low,0.8,0.0,12,-30,30,1.8333333333333333,2,52.0,72,0.8491070166587281,0.9765453900706915,0.0,0.03333333333333333,0.0,0.6713024614444504,1.137612119067948,0.7681782646955708
high_to_low,0.8,0.0,12,-27,30,1.8333333333333333,2,52.8,48,0.8547332221918394,0.9756523828043342,0.0,0.03333333333333333,0.0,0.6799313260460617,1.3715143698455412,0.7040967573052396
high_to_low,0.8,0.0,12,-24,30,1.8666666666666667,2,52.0,48,0.8552013628961848,0.9816294890474478,0.0,0.06666666666666667,0.1,0.5719973382599652,1.1510990834667936,0.7049213266086407
high_to_low,0.8,0.0,12,-21,30,1.8666666666666667,2,51.2,48,0.8587748316320342,0.980896369912365,0.0,0.03333333333333333,0.06666666666666667,0.6385740797280898,1.37067895492578,0.6825551859367103
high_to_low,0.8,0.0,12,-18,30,1.8333333333333333,2,51.2,48,0.8463178939576491,0.9773896210699673,0.0,0.06666666666666667,0.06666666666666667,0.6131927115408101,1.4692798519131613,0.6460203972255986
high_to_low,0.8,0.0,12,-15,30,1.8,2,48.8,48,0.8251824671239603,0.978550967890363,0.0,0.06666666666666667,0.06666666666666667,0.55156238001261,1.2354117347920897,0.668176900105097
high_to_low,0.8,0.0,12,-12,30,1.7666666666666666,2,48.0,48,0.7935910080729783,0.9791945797779522,0.0,0.1,0.06666666666666667,0.6933522947207986,1.4270951131365721,0.6970284731997168
high_to_low,0.8,0.0,12,-9,30,1.7666666666666666,2,49.6,48,0.797638882594788,0.9788673638892365,0.0,0.1,0.06666666666666667,0.6715156703880899,1.673239965629287,0.6335034163156841
high_to_low,0.8,0.0,12,-6,30,1.7666666666666666,2,52.0,48,0.795223762927172,0.977901944363635,0.0,0.13333333333333333,0.06666666666666667,0.5670152029243367,1.5181714230111008,0.611134702905
high_to_low,0.8,0.0,12,-3,30,1.7666666666666666,2,53.6,72,0.7918084526869418,0.9751866038987722,0.0,0.1,0.06666666666666667,0.5371210863140423,1.6998881650511843,0.5621159725909418
high_to_low,0.8,0.0,12,0,30,1.8333333333333333,2,52.0,72,0.8268101308473521,0.9760554987859758,0.0,0.1,0.06666666666666667,0.5328439294450906,1.699073948131367,0.5600075352048167
high_to_low,0.8,0.0,12,3,30,1.9,2,56.0,72,0.8201198456817125,0.9753827766585501,0.0625,0.1,0.1,0.6755176702309791,1.5760069893553061,0.6546953966873554
high_to_low,0.8,0.0,12,6,30,1.9333333333333333,2,57.6,72,0.8290076545428399,0.9751118716200284,0.12222222222222222,0.1,0.16666666666666666,0.5928076593853732,1.7479789232512886,0.5823563391907841
high_to_low,0.8,0.0,12,9,30,1.9333333333333333,2,59.2,72,0.8328440787134794,0.9813880152526975,0.175,0.13333333333333333,0.2,0.5920685669036471,1.8488155877820038,0.565899363389769
high_to_low,0.8,0.0,12,12,30,1.8666666666666667,2,54.4,72,0.8494890894841893,0.981660899802308,0.26666666666666666,0.1,0.16666666666666666,0.5724827665709704,1.993478095371926,0.5358897802547131
high_to_low,0.8,0.0,12,15,30,1.8333333333333333,2,53.6,72,0.8815083571851121,0.9800583975198801,0.3368055555555555,0.06666666666666667,0.13333333333333333,0.4590166557312526,1.752191315652824,0.5118273162484912
high_to_low,0.8,0.0,12,18,30,1.8666666666666667,2,56.0,72,0.8717013858510383,0.9802673951511282,0.38333333333333336,0.1,0.13333333333333333,0.5388290746250738,1.3912420898511126,0.6223349004262805
high_to_low,0.8,0.0,12,21,30,1.8333333333333333,2,55.2,72,0.8777079492337296,0.9806503678433963,0.45208333333333334,0.06666666666666667,0.1,0.5549422870581888,1.5466304090536152,0.5990052619191539
high_to_low,0.8,0.0,12,24,30,1.8333333333333333,2,54.4,72,0.8841905136270365,0.9809571349067798,0.5222222222222223,0.03333333333333333,0.1,0.5362190056574122,1.56703518922878,0.5849674852080488
high_to_low,0.8,0.0,12,27,30,1.8666666666666667,2,56.0,72,0.8929633683720997,0.9816878491459099,0.5333333333333333,0.03333333333333333,0.1,0.6292556269817585,1.60671990203545,0.6258113959087188
high_to_low,0.8,0.0,12,30,30,1.8333333333333333,2,55.2,48,0.8885174340537118,0.9828347897864823,0.5791666666666667,0.03333333333333333,0.1,0.5339181401769858,1.848884203621623,0.537381216673427
high_to_low,0.8,0.0,12,33,30,1.8666666666666667,2,57.6,72,0.9071717297532558,0.9849706656098867,0.6041666666666666,0.03333333333333333,0.13333333333333333,0.632644058761937,1.8976415802705653,0.577394473866306
high_to_low,0.8,0.0,12,36,30,1.9,2,56.8,72,0.9201968788944722,0.9848535669169349,0.6583333333333333,0.03333333333333333,0.13333333333333333,0.5432480658718892,1.7017405400763848,0.565005170094702
high_to_low,0.8,0.0,12,39,30,1.8,2,54.4,48,0.9140019727524944,0.9811954274070537,0.7291666666666666,0.03333333333333333,0.06666666666666667,0.5856213885556205,1.6188941624028206,0.6014495945926479
high_to_low,0.8,0.0,12,42,30,1.8,2,56.0,48,0.9108299597596655,0.9807367990287825,0.7611111111111112,0.03333333333333333,0.06666666666666667,0.5583386423013074,1.7537564408334356,0.5642404322907596
high_to_low,0.8,0.0,12,45,30,1.7666666666666666,2,56.0,48,0.8999123643012285,0.9801092681271877,0.8083333333333333,0.03333333333333333,0.03333333333333333,0.6598649119994608,2.178054296979423,0.5504186828424408
high_to_low,0.8,0.0,12,48,30,1.8,2,54.4,48,0.9172193668495093,0.9790777549742802,0.8666666666666667,0.03333333333333333,0.06666666666666667,0.6328871961943568,2.2204574691835046,0.5338778775949127
high_to_low,0.8,0.0,12,51,30,1.8,2,56.0,48,0.9194835720428274,0.9767673135125186,0.8736111111111112,0.03333333333333333,0.03333333333333333,0.5124435508787504,1.9678511749579022,0.5103015538331703
high_to_low,0.8,0.0,12,54,30,1.8666666666666667,2,49.6,48,0.9248108986838368,0.9818763471942111,0.9333333333333333,0.03333333333333333,0.03333333333333333,0.45483028226551675,2.3266468676527756,0.44213963653014665
high_to_low,0.8,0.0,12,57,30,1.8333333333333333,2,48.0,48,0.9245330234011641,0.9808424619359708,0.9444444444444444,0.03333333333333333,0.03333333333333333,0.4882486000051699,2.257229834324526,0.46508529946133526
high_to_low,0.8,0.0,12,60,30,1.8333333333333333,2,48.8,48,0.9155437363443848,0.9781515580731017,0.95,0.03333333333333333,0.06666666666666667,0.4832161485506389,2.5527160460505605,0.4350803463612008
high_to_low,0.8,0.0,12,63,30,1.9,2,48.8,48,0.9254873126704181,0.9799236486924083,0.9625,0.03333333333333333,0.06666666666666667,0.4659999760396301,2.258419595064589,0.45424549674530623
high_to_low,0.8,0.0,12,66,30,1.8666666666666667,2,50.4,48,0.9147025348488249,0.9792252440930275,0.9694444444444444,0.03333333333333333,0.06666666666666667,0.43492530828739817,2.128704191916317,0.45201170617971387
high_to_low,0.8,0.0,12,69,30,1.9333333333333333,2,51.2,48,0.9466033522255207,0.9792726046778977,0.9847222222222223,0.0,0.03333333333333333,0.49395740274472916,2.3737684756721302,0.4561687917523717
high_to_low,0.8,0.0,12,72,30,1.9666666666666666,2,48.0,48,0.9551032311195508,0.979549296995226,1.0,0.0,0.03333333333333333,0.5141424216705823,2.612109521232545,0.44365566187368477
high_to_low,0.8,0.0,12,75,30,1.9333333333333333,2,44.8,48,0.9541936796164265,0.9797998607724114,1.0,0.0,0.03333333333333333,0.47145446378852424,2.2821019993675624,0.45451932212115853
high_to_low,0.8,0.0,12,78,30,1.9,2,44.0,24,0.9477272628170221,0.9793171246391599,1.0,0.0,0.03333333333333333,0.4828101974932278,2.9254088739316497,0.406251455472199
high_to_low,0.8,0.0,12,81,30,2.033333333333333,2,48.0,24,0.9612761575579755,0.983527959777077,1.0,0.0,0.03333333333333333,0.39924163796173656,2.173889708361165,0.42854769258893266
high_to_low,0.8,0.0,12,84,30,2.033333333333333,2,49.6,72,0.96181388395966,0.9806737417315239,1.0,0.0,0.06666666666666667,0.396601669885656,2.903352143803554,0.369596127523353
high_to_low,0.8,0.0,12,87,30,2.033333333333333,2,51.2,72,0.9667596710560107,0.981488352098663,1.0,0.0,0.06666666666666667,0.49794983399288445,2.4820454865867703,0.4479070805378866
high_to_low,0.8,0.0,12,90,30,2.0,2,51.2,72,0.9680173577705161,0.9810604339016074,1.0,0.0,0.03333333333333333,0.4683322690216996,2.7024730348486736,0.4162903624540804
high_to_low,0.8,0.0,12,93,30,2.0,2,51.2,72,0.9681678802286571,0.9812371432545264,1.0,0.0,0.06666666666666667,0.44223464913207866,2.9141032809424483,0.38955960191608735
high_to_low,0.8,0.0,12,96,30,1.9666666666666666,2,52.0,72,0.9688254140715015,0.9796940785690612,1.0,0.0,0.03333333333333333,0.4668427954736523,2.8803290326026896,0.4025912016998784
high_to_low,0.8,0.0,12,99,30,1.9333333333333333,2,50.4,48,0.9689542237193576,0.9805815152202818,1.0,0.0,0.03333333333333333,0.4847238382022786,3.262495678609778,0.3854536980411647
high_to_low,0.8,0.0,12,102,30,1.9333333333333333,2,50.4,72,0.9574600001224631,0.9783845426100528,1.0,0.0,0.03333333333333333,0.42046172647209784,3.1513676479800163,0.3652697425382956
high_to_low,0.8,0.0,12,105,30,2.033333333333333,2,45.6,24,0.9726072114286827,0.9799294916216947,1.0,0.0,0.03333333333333333,0.48001852192153754,3.152131180432287,0.3902355729969611
high_to_low,0.8,0.0,12,108,30,2.1,2,46.4,48,0.9795346064778395,0.9790683055905312,1.0,0.0,0.03333333333333333,0.4805657249794061,3.3006691135857356,0.3815710364829182
low_to_high,0.0,0.8,1,-60,30,2.066666666666667,2,48.0,24,0.94196425329919,0.9851236090589083,0.0,0.0,0.26666666666666666,0.4901273192914379,0.9954642617049577,0.7016840726693722
low_to_high,0.0,0.8,1,-57,30,2.2,2,49.6,72,0.9549946435063766,0.9923472644847706,0.0,0.0,0.23333333333333334,0.3235561617616491,0.4677794008111598,0.8316762331682148
low_to_high,0.0,0.8,1,-54,30,2.1333333333333333,2,49.6,72,0.945794552667515,0.992523959553887,0.0,0.0,0.3,0.13903228481148056,0.3352914256609935,0.6439417836610254
low_to_high,0.0,0.8,1,-51,30,2.1333333333333333,2,48.0,24,0.9319479409155732,0.992616301943591,0.0,0.0,0.3,0.24313352167525315,0.4075134583957826,0.7724163218853174
low_to_high,0.0,0.8,1,-48,30,2.2,2,50.4,72,0.9432353999201989,0.9881746708288894,0.0,0.0,0.26666666666666666,0.38003409668474775,0.7933459393460353,0.6921177385005899
low_to_high,0.0,0.8,1,-45,30,2.1666666666666665,2,48.0,24,0.9408692639610996,0.9899719813711035,0.0,0.0,0.26666666666666666,0.27500530239898674,0.5174149009772339,0.7290395142622378
low_to_high,0.0,0.8,1,-42,30,2.2333333333333334,2,49.6,72,0.9669556266972125,0.9899695209416224,0.0,0.0,0.3333333333333333,0.23347494035208297,0.4489228838135564,0.7211643746108889
low_to_high,0.0,0.8,1,-39,30,2.2,2,49.6,72,0.9644740363416706,0.9898649394088357,0.0,0.0,0.3333333333333333,0.2570662422849265,0.4826588140940144,0.7297975547073501
low_to_high,0.0,0.8,1,-36,30,2.1666666666666665,2,49.6,48,0.9667974151335066,0.9883233962888849,0.0,0.0,0.26666666666666666,0.513145748693135,0.5545802425012264,0.9619182643479485
low_to_high,0.0,0.8,1,-33,30,2.1666666666666665,2,52.8,48,0.9579496665437444,0.989262462738435,0.0,0.0,0.26666666666666666,0.37499312550747305,0.3336425231324808,1.0601588782340092
low_to_high,0.0,0.8,1,-30,30,2.2,2,52.0,48,0.9588480986556002,0.9902470271267738,0.0,0.0,0.16666666666666666,0.24804357443814384,0.41681135350823717,0.7714259081954064
low_to_high,0.0,0.8,1,-27,30,2.1666666666666665,2,52.8,48,0.9568544894740657,0.9890778434319691,0.0,0.0,0.16666666666666666,0.28919327033049697,0.5247880045501119,0.7423387674798902
low_to_high,0.0,0.8,1,-24,30,2.2,2,52.0,48,0.9611756850986308,0.9894237001235815,0.0,0.0,0.13333333333333333,0.3867138944872543,0.5874707776720492,0.8113378818616844
low_to_high,0.0,0.8,1,-21,30,2.1666666666666665,2,52.8,48,0.9610886963149404,0.9920284671375381,0.0,0.0,0.16666666666666666,0.39280602296341466,0.5406349358719738,0.8523873893804983
low_to_high,0.0,0.8,1,-18,30,2.1666666666666665,2,49.6,48,0.9590331492252133,0.996304949262111,0.0,0.0,0.2,0.3807301342760796,0.63483165652961,0.7744249536191861
low_to_high,0.0,0.8,1,-15,30,2.1333333333333333,2,48.8,48,0.9537731576761147,0.9968563285922876,0.0,0.0,0.26666666666666666,0.32644070144804854,0.25691362561909875,1.1272197311633254
low_to_high,0.0,0.8,1,-12,30,2.1,2,45.6,24,0.9557903367374533,0.9934327890355388,0.0,0.0,0.2,0.2390673156039778,0.2885846497313933,0.91017203823392
low_to_high,0.0,0.8,1,-9,30,2.2666666666666666,3,49.6,48,0.9560724795153351,0.9956393155509631,0.0,0.0,0.26666666666666666,0.28877246200587525,0.4281493345217682,0.8212592064750022
low_to_high,0.0,0.8,1,-6,30,2.2333333333333334,2,48.0,48,0.9513625920664911,0.9952575933519148,0.0,0.0,0.23333333333333334,0.45133026146833666,0.6576659290769412,0.8284085166889534
low_to_high,0.0,0.8,1,-3,30,2.2,2,47.2,48,0.9502877876113942,0.9930173454255719,0.0,0.0,0.26666666666666666,0.38585997827644813,0.581866219340921,0.814335364375808
low_to_high,0.0,0.8,1,0,30,2.1333333333333333,2,44.8,24,0.9529529367032086,0.9941901380942705,0.0,0.0,0.3,0.315531494077985,0.13587242737314892,1.5238972658494472
low_to_high,0.0,0.8,1,3,30,2.066666666666667,2,46.4,24,0.9505891138526786,0.9832568954928476,0.07916666666666666,0.0,0.2,0.12775122953271614,0.05149305028298459,1.5751003751151753
low_to_high,0.0,0.8,1,6,30,2.066666666666667,2,48.0,24,0.9388946147309621,0.985851389217388,0.15277777777777776,0.0,0.23333333333333334,0.15696289348243667,0.09381005971953889,1.2935219173413472
low_to_high,0.0,0.8,1,9,30,2.1,2,49.6,72,0.9496755797306098,0.9832074358735365,0.225,0.0,0.3,0.36926710017909703,0.1610758070687326,1.514102058663
low_to_high,0.0,0.8,1,12,30,2.0,2,53.6,72,0.940384170905848,0.9812287846971682,0.2694444444444445,0.0,0.23333333333333334,0.17256935430840586,0.12350469197013,1.1820615983766989
low_to_high,0.0,0.8,1,15,30,1.9666666666666666,2,52.8,72,0.9208872449899993,0.9794905644779197,0.3402777777777778,0.0,0.2,0.377637382372383,0.14039310731663499,1.6400783515805561
low_to_high,0.0,0.8,1,18,30,1.9333333333333333,1,49.6,48,0.8899489803486824,0.9639159933685556,0.43333333333333335,0.0,0.1,0.18214228396137563,0.10339278776731832,1.3272730199229241
low_to_high,0.0,0.8,1,21,30,1.7,1,45.6,24,0.8724217278449923,0.9452173171343827,0.5590277777777778,0.0,0.03333333333333333,0.17322055361601463,0.0804611823135973,1.4672580678230347
low_to_high,0.0,0.8,1,24,30,1.9333333333333333,1,52.8,72,0.886717907939169,0.972022669214077,0.5444444444444444,0.0,0.13333333333333333,0.1994402268223387,0.13237186974387277,1.2274633341275176
low_to_high,0.0,0.8,1,27,30,1.8333333333333333,2,48.8,48,0.9026748491958863,0.956787123635036,0.63125,0.0,0.0,0.16175648466058581,0.08877162528157652,1.3498756535115137
low_to_high,0.0,0.8,1,30,30,1.7666666666666666,2,42.4,24,0.8924029527844027,0.9552007114447854,0.7513888888888889,0.0,0.06666666666666667,0.1782409235912409,0.13888857294862753,1.1328449007496946
low_to_high,0.0,0.8,1,33,30,1.8666666666666667,2,44.0,24,0.8808908893914436,0.9530328678709128,0.7618055555555556,0.0,0.03333333333333333,0.13465916610295536,0.10055466108687652,1.1572224679454637
low_to_high,0.0,0.8,1,36,30,1.7666666666666666,2,43.2,24,0.8646624573533274,0.9280037411117928,0.8,0.0,0.06666666666666667,0.18028300326832966,0.09805468336783589,1.3559485821044488
low_to_high,0.0,0.8,1,39,30,1.8,2,39.2,24,0.8528654706396969,0.9285102975244354,0.867361111111111,0.0,0.06666666666666667,0.19950750259930716,0.14952298388127408,1.155116103743329
