seed,ar1_phi,horizon,outer_origin,selected_order,selected_window,lambda_observed_forecast,lambda_latent_forecast_oracle,lambda_ar_residual_oracle,lambda_recovery_oracle,smoothness_observed_forecast,smoothness_latent_forecast_oracle,smoothness_ar_residual_oracle,smoothness_recovery_oracle,gap_observed_minus_latent,gap_observed_minus_ar,gap_observed_minus_recovery,observed_mse_observed_lambda,observed_mse_latent_lambda,observed_mse_recovery_lambda,observed_mse_ar_oracle,latent_mse_observed_lambda,latent_mse_latent_lambda,latent_mse_recovery_lambda,search_source_observed,search_source_latent,search_source_ar,search_source_recovery,n_stationary_observed,n_stationary_latent,n_stationary_ar,n_stationary_recovery
0,-0.8,1,222,3,48,26489122129.84347,335501.3701547388,319509.8092113966,12502.32714669939,0.9999939036535136,0.9903594672926285,0.9900380187163408,0.9594808827008243,0.009634436360885124,0.00995588493717281,0.04051302095268927,0.13214754262739287,0.12195313797422935,0.10939370174575609,0.009591535533025766,0.09115624706256904,0.08272399228759551,0.07244015116129301,upper_boundary,stationary_minimum,stationary_minimum,stationary_minimum,0,2,2,2
0,-0.8,1,228,3,48,26489122129.84347,262277.2621098198,199196.36801929557,13757.6735093469,0.9999939036535136,0.9886793852764028,0.9866416113777323,0.960652562456813,0.011314518377110838,0.013352292275781275,0.03934134119670063,0.3298852966546071,0.2527503057767999,0.159458217689089,0.06682548677468275,0.06822866515049121,0.03594533009926235,0.007425605304202682,upper_boundary,stationary_minimum,stationary_minimum,stationary_minimum,0,2,2,2
0,-0.8,1,234,3,48,26489122129.84347,200063.92387162131,252259.12128980807,14545.997675240951,0.9999939036535136,0.9866749769953358,0.9884006119924004,0.9613259635506634,0.013318926658177799,0.011593291661113225,0.03866794010285024,1.0985485335949772,0.9183969133673889,0.911372850016831,0.5824248031127214,0.06676051005959475,0.028423992851992836,0.027199395267522665,upper_boundary,stationary_minimum,stationary_minimum,stationary_minimum,0,2,2,2
0,-0.8,2,120,3,72,219482.00284374825,115888.70281357807,171975.06685014456,4097.315242228104,0.976937744268996,0.9719048602501928,0.9750811623265235,0.934591940707613,0.0050328840188031965,0.0018565819424725127,0.042345803561383066,0.13707625921211658,0.12334082607904717,0.11905080787773802,0.20025282952008108,0.002203592942999464,0.0007168779011152953,0.0003726721266570865,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,2,126,3,72,159002.71538543847,117147.61982846097,166726.64774970742,4167.767921766604,0.9744670374271003,0.9719946621179063,0.9748394692173871,0.9348407828087416,0.002472375309193975,-0.00037243179028678686,0.03962625461835867,0.046846145565542084,0.048465120868205036,0.042191300718866745,0.06846643953491957,0.032519028904499606,0.03394159351346336,0.028339573236036614,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,2,132,3,72,167772.5436723098,119466.32997024753,168838.54042808144,3787.9980482591873,0.9748883401154433,0.9721571503132743,0.9749377834572328,0.933436875687143,0.0027311898021690206,-4.9443341789467965e-05,0.04145146442830039,0.022381985180257198,0.01996663644156089,0.00955497843147338,0.04587433371979386,6.244388337384931e-05,0.00019470343015258592,0.006734667588284306,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,2,138,3,72,190904.33217286554,146665.64436043942,235103.0560358902,4060.9632824832343,0.9758858459918994,0.9738258368430305,0.9774465218309152,0.9344615775981978,0.0020600091488689465,-0.0015606758390157571,0.04142426839370161,0.010923226566690328,0.010395166527354966,0.009785750798616086,0.024909058004743412,0.00011637803860452439,2.7941543120974873e-05,2.4245558438227005e-05,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,2,144,3,72,283942.4838859629,164147.3916783442,398224.9523205721,3804.928470665999,0.9788107502299429,0.9747173954920427,0.9811397806136861,0.9335029134415019,0.004093354737900179,-0.0023290303837432136,0.04530783678844097,0.1411591254978615,0.14080319014325152,0.16617702987002894,0.07285251308533254,0.048257816265827515,0.04783745226902587,0.10357226381538887,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,2,150,3,72,270662.46392504824,151244.2124226653,371826.10183703894,3721.8778080937386,0.9784690250220324,0.9740709356156518,0.9806790985766041,0.9331756220560831,0.004398089406380534,-0.002210073554571701,0.0452934029659493,0.23529115396371317,0.23365368524556676,0.2444523782024611,0.143537681534436,0.04467249891584091,0.043765681117438074,0.05080061317539529,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,2,156,3,72,268860.6877471629,150534.29096604936,327470.78668281814,3445.9943916197813,0.9784211333770276,0.9740335061022453,0.9798105395250676,0.932023752122329,0.004387627274782369,-0.001389406148039951,0.04639738125469861,0.1631267914027693,0.1585637727663586,0.1444390728818507,0.06650898329001588,0.014055971775531903,0.01853234185680655,0.045693456879593135,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,2,162,3,72,236568.73119136572,158542.46690930502,317437.2230397451,3318.854996840462,0.9774921982845126,0.9744441780175738,0.9795946467996012,0.9314559900750694,0.0030480202669388445,-0.002102448515088562,0.04603620820944321,0.30956136998584194,0.29994250159375463,0.16345523944518092,0.3350402090874995,0.0892081807739929,0.08391627452336467,0.019838531125520552,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,2,168,2,72,924.4608220287807,771.9279153771473,837.2029988751082,163.92608615518057,0.9481250893232946,0.945050825042034,0.946452343973317,0.9118191213188029,0.0030742642812606746,0.0016727453499776335,0.03630596800449171,1.7029702465130256,1.7049679146006664,1.7681365732343344,0.16811908224083816,0.003614293363266452,0.0072118451068393045,0.09260299617085602,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,174,3,72,262572.4393710791,153186.56197299747,340897.41609966627,3883.892889564678,0.9782509625804959,0.9741722996906996,0.9800874875414028,0.9338064391583426,0.004078662889796303,-0.0018365249609069156,0.044444523422153326,0.014099706510367406,0.022538584116559617,0.05272913881937934,0.4255789178944751,0.04457205508686432,0.06339678564246032,0.11644164526816808,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,1,2,1
0,-0.8,2,180,2,72,1156.8881879681428,1409.9933776506057,909.7335361314845,173.07953909747266,0.9517563756636773,0.9547918538650174,0.9478570142836678,0.9132251040570886,-0.0030354782013400916,0.0038993613800095694,0.03853127160658876,0.06924758525683027,0.067705471350184,0.12457981618993215,0.08282538269760148,0.0035445351614452406,0.00401308142952039,0.0030279551690447653,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,2,2,1
0,-0.8,2,186,2,72,1523.443955946016,1482.5458918705808,887.4679743159021,168.23075456434742,0.9559381881979195,0.9555376637076682,0.9474412036380336,0.9124923520535858,0.0004005244902512972,0.0084969845598859,0.04344583614433373,0.26003779591466486,0.2614407334146855,0.3964136822403803,0.18886195754066054,0.04000146853139186,0.04071033450324371,0.119292127395037,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,2,192,3,48,1352876.0160415429,348084.71084592096,279480.63225275866,9756.144102182214,0.9968054119511769,0.9905977829047311,0.9891267603971398,0.9563530137323618,0.006207629046445784,0.00767865155403713,0.04045239821881508,1.335227615487076,1.347384402098604,1.3965751453839188,0.2908592790886844,0.04110457936252752,0.0716403453684633,0.16006967053201737,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,2
0,-0.8,2,198,3,48,1710596.520850609,528196.9303196844,439630.58595163363,10283.00781701818,0.9974111954217058,0.993041843019027,0.9920252665920191,0.9570273467365418,0.004369352402678772,0.0053859288296866925,0.04038384868516398,0.4012668894064449,0.39436997165067095,0.4006910992032057,0.1215556699865589,0.013950612059486542,0.007429304454317712,0.02115621446233135,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,2
0,-0.8,2,204,2,48,3343.492165153446,2457.5157817231006,2053.0977522694034,236.67179617970422,0.9731345703181093,0.969242950218766,0.9668263219735715,0.9271044699381866,0.003891620099343296,0.0063082483445378035,0.04603010037992272,0.16741546629100934,0.1668398305856716,0.16886290926371647,0.07305360835600971,0.0524091799960736,0.04692869441493741,0.023624567270753672,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,2
0,-0.8,2,210,2,48,2943.2956527082547,2139.4215719765743,2272.91136598691,250.08091557432112,0.9715593443916091,0.9673896923056161,0.968206949671761,0.9284168446862265,0.004169652085992959,0.003352394719848051,0.04314249970538253,0.040873443403443184,0.033822873815779,0.011930601536326161,0.06302580294634022,0.050525948822888245,0.04097895417365886,0.005069658434787421,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,2,1,2
0,-0.8,2,216,3,72,2227597.679757918,3391641.7680753367,638352.2329494884,4545.220177918372,0.991190424396946,0.9931883063271645,0.9841641896657778,0.9360950787069547,-0.001997881930218437,0.007026234731168257,0.055095345689991304,0.03702466179866505,0.04296568744759556,0.013062913245256016,0.0233001763809201,0.0002635861456338396,0.0007310544769460927,0.01725956555091416,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,2,222,3,72,1297646.9148745788,3130293.5731333303,520125.24717153044,4968.82742116404,0.9883186909546339,0.9928267337760879,0.9828809165822804,0.9373651423316038,-0.004508042821454006,0.005437774372353488,0.05095354862303003,0.05231409305426634,0.04377437952770802,0.05603494292708953,0.05722730474065317,0.07394767464561369,0.0480506559840323,0.08197769385278114,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,3
0,-0.8,2,228,2,48,1948.4336332309679,1526.702180336708,1325.571654561373,341.5985450410675,0.96610198625015,0.9625940363055943,0.9604594061322226,0.9354993848958177,0.0035079499445557216,0.005642580117927398,0.030602601354332237,0.12321942501593892,0.12214740517637251,0.11413952645630476,0.022533901392994347,0.028294630601650037,0.026831760851096977,0.01637703216127178,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,2,234,2,48,1791.60628980602,1332.4464981779909,1370.2217875099313,364.39122315607455,0.964919884706875,0.9605389497274022,0.960966996795024,0.9368961575949758,0.004380934979472784,0.003952887911851,0.028023727111899155,0.5448997272380367,0.5434720526485031,0.544970953561593,0.3063567264500544,0.030377543789948086,0.029435430475783526,0.032015697774660554,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,3,120,2,72,2676.37431048673,789.1032396519244,931.1231527830395,207.0139880387645,0.9636391100764511,0.9454336467535083,0.9482446056848808,0.9177185549649992,0.018205463322942816,0.015394504391570307,0.04592055511145188,0.414741859259659,0.4331182177396869,0.4409247141446393,0.5254921539471598,0.0068421349793738135,0.001724530040536499,0.000966362997749565,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,126,2,24,124728560.16004772,730.3907873464868,901.6990699765471,495.71184424620185,0.9999997310686376,0.9709633528475531,0.9746530062875861,0.963445053512963,0.029036378221084513,0.02534672478105149,0.03655467755567465,0.01777543661077552,0.020521187610028597,0.021294639111401576,0.05394513554764916,0.014596819410150919,0.019172236394788086,0.020446478809300485,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,132,2,72,3039.03060044566,931.681353833745,1703.953373895518,190.7774952218476,0.9652289784061894,0.9482545705535058,0.9575574520059054,0.915694695517857,0.01697440785268356,0.007671526400284012,0.04953428288833239,0.022372594080131827,0.020935934753300935,0.016176324156862886,0.035080193649719316,0.0014831902686466742,0.0019337375132605723,0.004341985866713833,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,138,2,72,3149.649941036765,1092.8187487301295,1910.6344112899444,196.8965036144341,0.9656671468473413,0.9508535176598002,0.9591660234651664,0.9164820917979656,0.014813629187541144,0.0065011233821749,0.04918505504937576,0.06056521391913545,0.058971714545970715,0.05949458732109441,0.0762026520274978,0.00014014021052494215,9.263832441284623e-05,0.0001070587377758269,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,144,2,72,3414.5217218469693,1157.6229985819893,2222.7892960400563,191.0935135896719,0.966642263812239,0.9517663641481133,0.9612217992364819,0.9157361373073866,0.014875899664125725,0.005420464575757178,0.05090612650485249,0.1675843369297018,0.17596404698682766,0.20787973163389206,0.09529627999327928,0.04653061700221565,0.054492446910624215,0.085102167219471,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,150,2,72,3567.196523084096,1220.9002042348102,2406.1566504084667,186.96383073640217,0.9671622498338079,0.9525978374538283,0.9622675782405558,0.9151876478367442,0.01456441237997963,0.004894671593252187,0.05197460199706372,0.1763508605376715,0.17382479328643696,0.17592161184128477,0.10075607875263619,0.05202033282216099,0.0502365199311525,0.05215001986950471,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,156,2,72,3345.565378480437,1181.058833385359,2125.1993857146917,178.43926544797375,0.9663977640833198,0.9520808224895702,0.9606200833554851,0.9140054987696512,0.014316941593749632,0.005777680727834689,0.052392265313668585,0.40981479632389856,0.4332261460308519,0.47583920418080367,0.26810424875714706,0.003688921667864347,0.011735186553453463,0.0316415677790324,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,162,2,72,3646.407768505059,1269.0021834257611,2602.6062588240366,174.25929589921466,0.9674211640197372,0.9531945373081985,0.9632825107420806,0.9133994761729727,0.014226626711538737,0.004138653277656612,0.05402168784676453,0.29851080595073826,0.29902964832533613,0.29460466218711256,0.34039627322139077,0.09038048251156283,0.08876555932863424,0.05400157632982775,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,168,2,72,4621.753898324399,786.5035935328821,1895.1978128110648,163.92608615518057,0.9701257392366581,0.9453763787532897,0.9590535761055903,0.9118191213188029,0.0247493604833684,0.011072163131067847,0.058306617917855186,1.4092829339553508,1.5736570404645105,1.8631526008564627,0.12306675075175177,0.01827405388431484,0.009209474992420232,0.11675837162461966,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,174,2,72,4614.299870510256,960.982428334501,2278.27434160375,174.46237475500746,0.9701078660214145,0.9487673646947627,0.9615493317055038,0.9134293415806872,0.021340501326651773,0.008558534315910693,0.056678524440727296,0.02401678472014679,0.04512400409034522,0.08762578564017466,0.3407815464982631,0.0011731422306471375,0.0344252115824778,0.08399044141364614,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,180,2,72,7311.620872568308,1575.3815333224904,1867.2789981574958,173.07953909747266,0.9749188502222157,0.9564278079515499,0.9588472561177287,0.9132251040570886,0.01849104227066578,0.016071594104486997,0.06169374616512713,0.2483997478474583,0.2611492878875937,0.22265678079735626,0.2821254009909104,0.00022686238546105068,0.003575344449719124,0.006028415426435902,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,3,186,2,72,10945.877668982726,1698.0219174983388,932.5710954999063,168.23075456434742,0.9786960049283068,0.9575077188798677,0.9482704385182255,0.9124923520535858,0.02118828604843903,0.030425566410081317,0.06620365287472096,0.178152687469491,0.20690045376085497,0.355983610652566,0.1382599389044927,0.02587283653473747,0.04163363954036806,0.13694142366527887,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,3,192,2,72,16470.736450083994,2569.439627471031,1194.2747090923601,173.0705826962899,0.9821480860209866,0.9631180279558295,0.9522547184574552,0.9132237745356535,0.01903005806515712,0.029893367563531337,0.06892431148533307,1.2597892439837965,1.2871099157815493,1.4363245819904147,0.35133924892299584,0.05325474717656792,0.0679409182070527,0.15775647644105575,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,4,1
0,-0.8,3,198,2,48,17954.674316881516,4107.444856458016,5180.373922937174,251.39624569450976,0.9895871032434973,0.9755747171335385,0.9781822315535083,0.9285407888078878,0.014012386109958808,0.011404871689989049,0.06104631443560948,0.27397369597978577,0.27346954429325626,0.3030869868473232,0.08048204206211758,0.018068950347351273,0.01150935137492899,0.003747293689846484,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,2
0,-0.8,3,204,2,48,15278.037290498096,2728.2899966207688,1832.5170550088483,236.67179617970422,0.9883670598016481,0.9705980137745884,0.965240450174103,0.9271044699381866,0.017769046027059643,0.02312660962754509,0.06126258986346145,0.12748599298800506,0.1338608554972883,0.1507696798715299,0.06074253788525852,0.08753239693047728,0.05552089985469621,0.027055407903281908,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,2
0,-0.8,3,210,2,48,12700.19990223174,2322.392693149697,2845.414755973502,250.08091557432112,0.9868681423996863,0.9684947238115509,0.9711329763798052,0.9284168446862265,0.01837341858813546,0.01573516601988112,0.058451297713459804,0.07067934228403823,0.02408110379412444,0.014142407044667417,0.07258599105578696,0.11528159215366574,0.04268522389077941,0.003731329383909228,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,1,2
0,-0.8,3,216,3,72,7703007.590468109,4002390.022210864,1767264.8875977427,4545.220177918372,0.996252789462115,0.9939023882422633,0.9899955619845912,0.9360950787069547,0.00235040121985175,0.006257227477523886,0.0601577107551603,0.08632793084354722,0.08791389495969282,0.13153762741162667,0.09191284260829069,0.0019538157738790388,0.0007223314149906652,0.024552422543043517,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
0,-0.8,3,222,3,72,7944638.765410759,4139222.9322418603,2664228.9736876674,4968.82742116404,0.9963443163832523,0.9940417825477158,0.9920709132019545,0.9373651423316038,0.002302533835536469,0.0042734031812977635,0.05897917405164843,0.2654732105579682,0.290018270201296,0.3602976195685866,0.16250888663281227,0.03363092126957832,0.04833027591358328,0.09527400288703584,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,3
0,-0.8,3,228,3,72,20374103.642738644,10166242.435601719,4624085.995217559,4729.348925584396,0.9983766652236844,0.9970139769823341,0.994487253070276,0.9366634676814196,0.0013626882413503294,0.0038894121534084336,0.061713197542264786,0.1764841159270322,0.17998410924709382,0.09441225763132076,0.09405134611478001,0.07476098993680456,0.07779608025461297,0.00720724341577747,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,2
0,-0.8,3,234,3,72,30531466.423100438,10748005.73435439,4980368.174034923,5161.622818397715,0.998883200808714,0.9971505114863425,0.9947736062152993,0.9379018804802128,0.0017326893223714723,0.004109594593414645,0.06098132032850112,0.9629991506706072,0.940540536706235,0.8062072588730085,0.7485571511438814,0.12447736992586801,0.11361706169600731,0.054338079686042595,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,2
0,-0.8,6,120,3,48,135292.6697047458,126738.86153222325,121418.83598317028,15234.791270945112,0.9835431853954989,0.9829976904263196,0.9826363789032215,0.9618801441290638,0.0005454949691793276,0.0009068064922773678,0.021663041266435146,0.3015484365601826,0.30193119926059264,0.3111340807947067,0.3800578158586992,0.012257632429301724,0.01294472474817953,0.025776094880793025,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,2,2,2,1
0,-0.8,6,126,2,72,1626.5298893937495,999.6352693817016,1827.4173773671225,201.93865732790266,0.9568905920361706,0.9494145658859193,0.9585458784277823,0.9171080660857751,0.007476026150251225,-0.001655286391611721,0.03978252595039544,0.042356056668516585,0.04602724753331511,0.055098209654840774,0.05158611204934061,0.014539602247342546,0.018387423389343426,0.027847626390972147,stationary_minimum,stationary_minimum,stationary_minimum,stationary_minimum,1,1,1,1
