seed,ar1_phi,horizon,n_outer_origins,mean_order,mean_window,s_observed,s_latent,s_ar,s_recovery,gap_observed_minus_latent,gap_observed_minus_ar,gap_observed_minus_recovery,mse_observed,mse_latent_lambda,mse_recovery_lambda,mse_ar_oracle,latent_mse_observed,latent_mse_latent,latent_mse_recovery,frac_lower_observed,frac_upper_observed,frac_lower_latent,frac_upper_latent,frac_lower_ar,frac_upper_ar,frac_lower_recovery,frac_upper_recovery,rmse_ar_vs_trend_only
0,0.0,1,20,2.65,58.8,0.9957815638824818,0.9885952370863318,0.9957815638824818,0.9716550786787828,0.007186326796150139,0.0,0.024126485203699154,0.4100577003234941,0.37307740186641886,0.3725815582889049,0.4100577003234941,0.11193958203918719,0.0836449589332908,0.07326864160410482,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,1.0
0,0.0,2,20,3.0,57.6,0.9971310646747457,0.9927762566359121,0.9971310646747457,0.977816481958658,0.004354808038833663,0.0,0.019314582716087613,0.34117034086724657,0.31907060663352305,0.31574587211546723,0.34117034086724657,0.09766335297661459,0.08260767698664136,0.0754872218752784,0.0,0.55,0.0,0.05,0.0,0.55,0.0,0.0,1.0
0,0.0,3,20,2.2,69.6,0.9834026832057227,0.9794794509522673,0.9834026832057227,0.9593946662665587,0.003923232253455455,0.0,0.024008016939164035,0.3574757114956434,0.35221920242336724,0.3266870294233878,0.3574757114956434,0.09868635989234852,0.09119916752117112,0.07924177471616091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,6,20,2.15,69.6,0.9800719252877055,0.9790105673405824,0.9800719252877055,0.9587039720837256,0.0010613579471231648,0.0,0.021367953203980012,0.32736543474270086,0.3190793037977139,0.32110780184631066,0.32736543474270086,0.1202406194265401,0.1133949267371019,0.09806566854911584,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,1.0
0,0.0,12,19,2.1052631578947367,66.94736842105263,0.9805509789944665,0.9797483150025285,0.9805509789944665,0.9600969799495097,0.0008026639919380393,0.0,0.02045399904495677,0.3603721604562201,0.35355474544882703,0.36451685729228067,0.3603721604562201,0.16306707031846654,0.15846823451313416,0.16743693607751894,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.10526315789473684,1.0
0,0.2,1,20,2.45,58.8,0.9900928923670886,0.9875054498853754,0.9926591254195898,0.9744944820846374,0.0025874424817132536,-0.0025662330525013212,0.015598410282451241,0.42599774424324,0.40319820484478675,0.4036028587047828,0.40255409224648336,0.12694267336681322,0.10278783507402323,0.09555833879205577,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.9720944715673561
0,0.2,2,20,2.8,58.8,0.9951263993598672,0.9918115269551887,0.9956142627445601,0.978659110512265,0.0033148724046785038,-0.0004878633846929048,0.0164672888476022,0.38003044820300114,0.3628757347988825,0.34112750126471447,0.3695595097235976,0.13671087705058307,0.11998493609411187,0.10565588130543413,0.0,0.4,0.0,0.1,0.0,0.4,0.0,0.0,0.9861273277143165
0,0.2,3,20,2.15,62.4,0.9875763960568017,0.9847404533873794,0.9878176062874969,0.9732442319296377,0.0028359426694221867,-0.0002412102306952879,0.01433216412716401,0.38730802771977746,0.3761121526563972,0.3599591918085485,0.3748382569395115,0.13385017833755244,0.11999054952854755,0.11545602547353603,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.15,0.9837702963984994
0,0.2,6,20,2.15,69.6,0.9813903518162904,0.9805832745428471,0.9815160086002435,0.9672659233165731,0.0008070772734433407,-0.00012565678395295987,0.014124428499717184,0.3392401729374887,0.327890335407311,0.32637792361692897,0.33273104573134177,0.15572436584812188,0.14628718831955986,0.14143165543245786,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.05,0.9903598480139207
0,0.2,12,19,2.1052631578947367,66.94736842105263,0.981585429633077,0.980929666830124,0.9816218341937403,0.9677118485083364,0.0006557628029531205,-3.6404560663151985e-05,0.013873581124740663,0.3763860387161199,0.36616151710802225,0.35533563866839274,0.3736422862006571,0.20010601886743087,0.19297614982713732,0.19763262466213086,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.10526315789473684,0.9963484682676615
0,0.4,1,20,2.3,52.8,0.9852452878523245,0.9894954636957036,0.9927089617752921,0.9827392320466026,-0.0042501758433791835,-0.007463673922967706,0.0025060558057218795,0.3700902623274501,0.37680941322734196,0.38762062661023333,0.3377563673936982,0.14490981846353418,0.1314571859705149,0.12057808575457478,0.0,0.0,0.0,0.1,0.0,0.25,0.0,0.1,0.9553179618812916
0,0.4,2,20,2.4,60.0,0.9893735190458799,0.9896830712386151,0.9913705586099875,0.9791392451427965,-0.0003095521927353184,-0.0019970395641075835,0.010234273903083329,0.44000712582272755,0.4184451704303561,0.41188960531309754,0.3990951737923943,0.17568927252737654,0.16021291410903227,0.14083860046316748,0.0,0.15,0.0,0.1,0.0,0.15,0.0,0.1,0.9523758694230695
0,0.4,3,20,2.15,52.8,0.9939667630097156,0.9917143754735676,0.9945964790852759,0.9846696469812617,0.0022523875361480706,-0.0006297160755602826,0.009297116028453966,0.40688953986801846,0.39307599787247505,0.37399582400776515,0.37204156029216634,0.17009364235121244,0.15488326940279973,0.1417219162400437,0.0,0.1,0.0,0.1,0.0,0.15,0.0,0.2,0.9562192136156704
0,0.4,6,20,2.15,67.2,0.983897603048327,0.9832418630423108,0.9843367375485721,0.9765990602474177,0.0006557400060162033,-0.0004391345002451363,0.007298542800909252,0.35918570799819094,0.34299814033759884,0.3287713341542994,0.33898616086649513,0.20753883786927857,0.19423084447707412,0.17966900202831293,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.1,0.9714746229352538
0,0.4,12,19,2.0526315789473686,65.6842105263158,0.9822670078777911,0.9817188374344736,0.9824422774007846,0.9751701556252259,0.0005481704433173476,-0.0001752695229935036,0.0070968522525649905,0.42915557276291433,0.4095102648952082,0.35762600354575563,0.4187430635607717,0.26004451987266336,0.24737470245238252,0.21549287058416822,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.15789473684210525,0.0,0.10526315789473684,0.9877941159198556
0,0.6,1,20,1.9,45.6,0.8614701195193423,0.9156351455611056,0.9397509906508935,0.9547831278732094,-0.05416502604176321,-0.07828087113155126,-0.09331300835386708,0.31092070979386266,0.36379621004717355,0.3797997975237831,0.2715110675491338,0.18017469719485488,0.16103618756570542,0.15018169274192839,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.2,0.9344777030622146
0,0.6,2,20,2.1,52.8,0.9505951118675702,0.9780305223978942,0.9815957773175892,0.9826768330557879,-0.02743541053032404,-0.031000665450019015,-0.03208172118821771,0.41371328773193017,0.4199113777409564,0.41327009783239654,0.34420682633272276,0.22281168974292562,0.22144144009491168,0.18776163062195675,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.2,0.9121368566240394
0,0.6,3,20,2.15,52.8,0.9942036530642195,0.9926617692129784,0.9956765160439727,0.9893716261213104,0.0015418838512411214,-0.0014728629797529757,0.00483202694290924,0.41322053955883264,0.39857727203214566,0.37985024546145957,0.3445686562177134,0.22652361389741102,0.21520274862959413,0.19440360628214623,0.0,0.2,0.0,0.1,0.0,0.25,0.0,0.25,0.9131601155293954
0,0.6,6,20,2.15,64.8,0.9860812569637563,0.9857475947457296,0.9872227565649213,0.9837846753461312,0.0003336622180267534,-0.0011414996011650136,0.0022965816176251097,0.36856612070546335,0.35007852933158573,0.3305848093601584,0.32518426243265963,0.2705921972436779,0.25765730522522184,0.23240648673394645,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.15,0.9393059079302933
0,0.6,12,19,2.0526315789473686,65.6842105263158,0.9826849171139831,0.9826144188701751,0.9831009708940228,0.9814390309612877,7.049824380809723e-05,-0.0004160537800396976,0.0012458861526954792,0.4867708627005646,0.46935897745005856,0.4036097992660547,0.45560634022804597,0.34999226421330415,0.3384450920349915,0.28579787355138675,0.0,0.15789473684210525,0.0,0.15789473684210525,0.0,0.15789473684210525,0.0,0.10526315789473684,0.9674590520537353
0,0.8,1,20,1.5,50.4,0.6183983496939998,0.8306188800685254,0.8612592603450475,0.9312963421795099,-0.21222053037452562,-0.24286091065104776,-0.3128979924855101,0.15672158177578624,0.16829817866175928,0.21680984256009497,0.13864568416040887,0.21696507788047237,0.18254287918369905,0.14322193349537254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94056491455523
0,0.8,2,20,1.85,42.0,0.762468841619833,0.9005900457929249,0.8759184498948314,0.9617189844570607,-0.13812120417309187,-0.11344960827499824,-0.19925014283722767,0.25664870875168566,0.25417915262254676,0.26503174294879817,0.20520615386129162,0.27019320936629215,0.24578069023567287,0.22506220368179855,0.0,0.0,0.0,0.15,0.05,0.15,0.0,0.15,0.8941814343471395
0,0.8,3,20,1.9,49.2,0.889534904538641,0.9603508329760626,0.8955452054443687,0.9840167099932561,-0.07081592843742136,-0.006010300905727517,-0.09448180545461504,0.30562066023332535,0.3318933298357151,0.3506539189494803,0.23578092401346823,0.3075567712072679,0.3227250299818397,0.31560140972731887,0.1,0.0,0.0,0.25,0.1,0.3,0.0,0.2,0.8783406405207389
0,0.8,6,20,2.1,63.6,0.9832999104019127,0.9852749052920741,0.9866855588799786,0.9891057837440906,-0.001974994890161458,-0.0033856484780659226,-0.005805873342177964,0.32526197858343625,0.32636028312082643,0.3224206078813311,0.2453235155886583,0.37094119598305303,0.3685800753185822,0.3297194301756533,0.0,0.05,0.0,0.2,0.0,0.2,0.0,0.2,0.868466238724703
0,0.8,12,19,2.0526315789473686,63.1578947368421,0.983498811796729,0.9842191090624295,0.9848525902006515,0.9886762918156498,-0.0007202972657004542,-0.0013537784039224553,-0.005177480018920664,0.5166858881016375,0.5122783750917312,0.4653125781227188,0.4448823109726301,0.4754807369677927,0.4778769475992827,0.4185708586335937,0.0,0.10526315789473684,0.0,0.21052631578947367,0.0,0.15789473684210525,0.0,0.15789473684210525,0.9279172940732455
0,0.9,1,20,1.7,40.8,0.5875580711128567,0.8351599860893046,0.7914085011019789,0.9492267338738184,-0.2476019149764479,-0.20385042998912217,-0.36166866276096166,0.08981213782714965,0.09596851258175684,0.1506393966798256,0.07520817568397269,0.2589829182019118,0.2415954640118218,0.20067318034534581,0.15,0.0,0.0,0.05,0.1,0.0,0.0,0.15,0.915092529649374
0,0.9,2,20,1.8,52.8,0.6250751182779536,0.8484980880796048,0.6929095721506187,0.9569836907364913,-0.22342296980165116,-0.06783445387266508,-0.3319085724585377,0.13259881226371523,0.1205509622254795,0.14000288341233988,0.10844813567034395,0.24305489412208287,0.20522136279847528,0.15817079064247594,0.15,0.0,0.0,0.0,0.25,0.15,0.0,0.15,0.9043597565304737
0,0.9,3,20,1.9,52.8,0.8792684341038293,0.9424394328545205,0.8926392148536613,0.9853071076168618,-0.0631709987506914,-0.013370780749832101,-0.10603867351303253,0.16777266447911388,0.17646023069076694,0.24972870995504404,0.13399818665668273,0.3262573077639473,0.3293486508874509,0.3806213611286352,0.1,0.0,0.0,0.25,0.1,0.3,0.0,0.15,0.8936940360212384
0,0.9,6,20,2.0,57.6,0.9780849451440199,0.9828806379778188,0.9855925825627873,0.9925756553638649,-0.00479569283379897,-0.007507637418767416,-0.014490710219845198,0.2121252198551527,0.2628272985508597,0.29857630055167317,0.15371397245755286,0.3905659893960872,0.4342992505992216,0.40299422784683114,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.15,0.8512566554348762
0,0.9,12,19,2.0,60.63157894736842,0.9799361339071871,0.981613906026893,0.9828907520276772,0.9908352775991301,-0.0016777721197058022,-0.002954618120489869,-0.010899143691942816,0.42631126079942466,0.47778146358163365,0.4937435198344722,0.3218178097987763,0.5209748118758654,0.549164791812425,0.534312112801527,0.0,0.05263157894736842,0.0,0.15789473684210525,0.0,0.10526315789473684,0.0,0.21052631578947367,0.8688436575669498
0,0.95,1,20,1.95,37.2,0.763235696595039,0.8880326962329596,0.8831035375852366,0.983538807975487,-0.1247969996379206,-0.11986784099019762,-0.22030311138044797,0.04518777664572474,0.053273062596028584,0.08531187503059892,0.038979816843857776,0.21958335351125163,0.23816141212652164,0.26636940683044336,0.1,0.0,0.0,0.05,0.1,0.0,0.0,0.05,0.9287726335296239
0,0.95,2,20,2.1,52.8,0.8640951727972961,0.9353009055604229,0.9375871009387204,0.9891199676829835,-0.07120573276312672,-0.07349192814142431,-0.12502479488568743,0.07620900180649616,0.07305352689022011,0.14975090479997105,0.057667586920015834,0.2619820940370644,0.2505099230542254,0.3343283909447802,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.15,0.8698868242165562
0,0.95,3,20,2.1,56.4,0.9616520009898075,0.9585591161245353,0.9839297542075013,0.9936372566306584,0.0030928848652722386,-0.022277753217693756,-0.03198525564085091,0.08355004240506715,0.09579778441004927,0.175061863361145,0.0682210975119822,0.27416889851323417,0.28051101607987267,0.37165833288473576,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.25,0.9036203722930367
0,0.95,6,20,2.1,54.0,0.9711846603540157,0.9713852808025066,0.9832556715325962,0.9935325985424708,-0.00020062044849086802,-0.012071011178580487,-0.02234793818845502,0.11100446903978103,0.15965210554485437,0.22032755044606725,0.08715555080887931,0.3192395175401557,0.3823950539711801,0.4041803594160382,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.8860888955796197
0,0.95,12,19,2.1578947368421053,59.36842105263158,0.9727976059973947,0.9797033612998016,0.979205036125404,0.9923126562172349,-0.0069057553024070364,-0.006407430128009355,-0.019515050219840225,0.24663895409565395,0.3301892927771201,0.34121107902167697,0.2066384213692811,0.46346366144542495,0.5263082949917938,0.507196580463663,0.0,0.0,0.0,0.15789473684210525,0.0,0.05263157894736842,0.0,0.21052631578947367,0.9153236898549614
1,-0.8,1,20,3.0,66.0,0.9978642718147418,0.9857079966439233,0.9893297061848111,0.9815336948464521,0.012156275170818437,0.00853456562993079,0.01633057696828976,0.3305041523239914,0.3344778285402205,0.33483414070742956,0.1551824322695307,0.03143875736944684,0.019990924766245827,0.019315186022491652,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.6852243967371096
1,-0.8,2,20,2.45,55.2,0.9759274087429965,0.9787327374418586,0.9751219762851606,0.9765676632748039,-0.0028053286988620864,0.0008054324578359917,-0.0006402545318073827,0.26457083668319353,0.2641672760769385,0.2638826304835127,0.12958482128086873,0.01900614890132423,0.020479515732365013,0.019110000513432243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6998517963611711
1,-0.8,3,20,2.55,50.4,0.9946180394226604,0.9846204275736616,0.9860672042710641,0.9811528134222675,0.009997611848998628,0.008550835151596247,0.013465226000392783,0.2755374949609483,0.27548147022014563,0.27630122502210785,0.15265424267484107,0.030905596805953967,0.02635482153617689,0.0254183281769631,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.7443275374932085
1,-0.8,6,20,2.55,56.4,0.9810560987765138,0.9800780805405127,0.9808942810701389,0.9775949745745564,0.000978018236001027,0.00016181770637476166,0.0034611242019574107,0.25595675663151346,0.2551265647195446,0.2534403886237029,0.17393086157262228,0.04455403211468958,0.04410974088848295,0.042386374349053145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8243374395218849
1,-0.8,12,19,2.5789473684210527,53.05263157894737,0.9822855651346898,0.9827975416673908,0.9822349947527327,0.9799307801462145,-0.000511976532700999,5.057038195723901e-05,0.0023547849884753293,0.3231111764700771,0.3250451335751372,0.3091201870242118,0.2802388997794843,0.11103542200128742,0.11267517130420439,0.09934461789671734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9312970329757775
1,-0.4,1,20,2.9,54.0,0.9993857148937462,0.991695187395997,0.9983741797792514,0.9901334875076445,0.007690527497749194,0.0010115351144947492,0.009252227386101602,0.35047800709392457,0.3338678427035611,0.33790395748162777,0.3196610110034059,0.04451721178674971,0.03738044227250491,0.037702728936962596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9550243592158546
1,-0.4,2,20,2.6,67.2,0.9806338353710927,0.9793022762937836,0.9774614604774454,0.9822069122374341,0.0013315590773091135,0.0031723748936472894,-0.0015730768663414108,0.2649995067112916,0.2597115150371,0.26291381383753765,0.23466531146122835,0.042970089124756694,0.03818436409271616,0.03768129452683731,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.9410266338414629
1,-0.4,3,20,2.35,58.8,0.9819427493553678,0.9779728662784987,0.9796840224388446,0.9799572992066817,0.003969883076869196,0.0022587269165232184,0.0019854501486860797,0.2658491258495286,0.2635498387745943,0.2632098048233225,0.24387822374301651,0.05038154298563674,0.04687155631615105,0.04634061188004478,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.9577869012291669
1,-0.4,6,20,2.45,62.4,0.980897826492285,0.9787343782028268,0.9803207088253301,0.9804405605831155,0.0021634482894581806,0.000577117666954885,0.0004572659091695519,0.27218056834922194,0.26920925582697974,0.27026582954442446,0.26104433661821047,0.0740793781241396,0.071896734033429,0.07249656878020014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9793289197631377
1,-0.4,12,19,2.263157894736842,63.1578947368421,0.972947839267152,0.974474317554889,0.972828991295974,0.9757950451414831,-0.0015264782877370455,0.00011884797117787584,-0.0028472058743311238,0.354801845225759,0.3573496302915129,0.3484104279535265,0.34989614387065826,0.15638893017638203,0.15817601478809418,0.15020114808964388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9930626391022027
1,0.0,1,20,2.7,49.2,0.9978465249305156,0.9919809900350204,0.9978465249305156,0.9903016599699669,0.005865534895495256,0.0,0.007544864960548908,0.3553283843094168,0.33505196023893447,0.34079302163155006,0.3553283843094168,0.07246381319704279,0.06265368051436206,0.06305664679565112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.0,2,20,2.85,64.8,0.9898444016788478,0.9889054422880182,0.9898444016788478,0.9905581392453214,0.0009389593908295691,0.0,-0.00071373756647371,0.2791777844135662,0.26863996878474483,0.2733582398711015,0.2791777844135662,0.0734241081929702,0.06573472736666494,0.0665005126421895,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,1.0
1,0.0,3,20,2.25,56.4,0.9814530993040742,0.9800903721392095,0.9814530993040742,0.9824004673733377,0.00136272716486473,0.0,-0.0009473680692633657,0.27246663825540507,0.2693950397378887,0.26885585044017857,0.27246663825540507,0.07918433652866222,0.07690046338764873,0.07752135593305119,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,1.0
1,0.0,6,20,2.25,61.2,0.9787306394912901,0.9775381110621432,0.9787306394912901,0.9800938923358258,0.001192528429146994,0.0,-0.0013632528445356562,0.2923952904540505,0.2917055098616124,0.294090536609409,0.2923952904540505,0.1053358296644921,0.10660945294570565,0.10868009380493111,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,1.0
1,0.0,12,19,2.1578947368421053,59.36842105263158,0.9756070712598671,0.9766087720227099,0.9756070712598671,0.9790101971365951,-0.0010017007628428125,0.0,-0.003403125876727928,0.39333783760524094,0.39586615473318115,0.3928346452715952,0.39333783760524094,0.2077154935697791,0.2100941305470347,0.20584640880227908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.2,1,20,2.65,48.0,0.9961016997658414,0.9924691799263682,0.997870211542699,0.9909518039280268,0.0036325198394731696,-0.0017685117768575288,0.005149895837814606,0.35608178229965903,0.3403969796695141,0.3455414511638094,0.3423114176716686,0.08832665157183638,0.08176951294681778,0.08248556917743652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9804733981147425
1,0.2,2,20,2.8,64.8,0.988481305521195,0.9886200577345645,0.9901192839082918,0.9910627525860699,-0.00013875221336959176,-0.0016379783870968778,-0.002581447064874809,0.2974265280491388,0.28444079918149934,0.2922263633878164,0.2894860167939821,0.09213165601602163,0.08320753396927086,0.08513197917452789,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.9865610029577448
1,0.2,3,20,2.2,55.2,0.9795888237851178,0.9799384849858583,0.9807982290705274,0.9823205537459078,-0.00034966120074050313,-0.0012094052854096037,-0.0027317299607900135,0.2758468136751643,0.2726311137788248,0.2725178025243379,0.27134873630682377,0.09336049257403656,0.09313374754321976,0.09386303917131819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9918132726411221
1,0.2,6,20,2.15,52.8,0.9793896828905018,0.979062419167273,0.9797936855486931,0.9811176260279723,0.00032726372322868793,-0.0004040026581913103,-0.0017279431374705445,0.30186282383050556,0.3016002962746446,0.3046386569852011,0.2982213822219008,0.12544786935326477,0.12801528055583725,0.13019325593408337,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.9939500826994785
1,0.2,12,19,2.0526315789473686,51.78947368421053,0.9760862180882341,0.9771851008306863,0.9761976910877864,0.979811259332519,-0.0010988827424521202,-0.00011147299955219383,-0.0037250412442848256,0.4054421207501595,0.410185382473127,0.40155003115050236,0.40376048176634305,0.2258231138873501,0.23039813155228614,0.22082189365427726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979240115383181
1,0.4,1,20,2.65,49.2,0.9940126500692121,0.9929220802907217,0.9979407492506522,0.9919302257391166,0.0010905697784904466,-0.003928099181440187,0.0020824243300955557,0.33445804812633834,0.33539680510658043,0.34627570843225625,0.29507631315028093,0.1091592262646576,0.11000902248758122,0.11189302760812056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9392827548234112
1,0.4,2,20,2.35,57.6,0.9801075315522072,0.9846881943801344,0.9840746538961904,0.9865214457999318,-0.004580662827927129,-0.003967122343983198,-0.0064139142477246,0.3188267466474037,0.30717634859415943,0.31093506714128405,0.28452924237587174,0.1212680802715335,0.11783107604145496,0.11939404871924522,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.9446829561426833
1,0.4,3,20,2.1,50.4,0.9786213895820852,0.9810438333963392,0.9820150261455582,0.983618674935005,-0.0024224438142539384,-0.0033936365634730237,-0.0049972853529198,0.28470093900420346,0.28011321685051976,0.2816896956201815,0.2613429097481882,0.11363243404957753,0.11551317972273437,0.11389113129502726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9581001569387884
1,0.4,6,20,2.1,48.0,0.9808083184885111,0.98136906011249,0.9819039600306922,0.9832377305230178,-0.0005607416239788443,-0.001095641542181025,-0.002429412034506634,0.32303937153426465,0.32311496215738444,0.3284578014453587,0.3118487098095583,0.15918075773473345,0.1634458558708179,0.16563056793534567,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.9825264429368792
1,0.4,12,19,2.0526315789473686,49.26315789473684,0.9787279686093396,0.9800819828857263,0.9790369315687576,0.9825555775256258,-0.0013540142763867526,-0.00030896295941800443,-0.003827608916286272,0.445285889079344,0.45294148380912086,0.4415572324532756,0.4390023886252404,0.27758914305067905,0.28522304006541704,0.27384277739421625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9929193521822912
1,0.6,1,20,2.25,45.6,0.8473173734246882,0.9265420396607851,0.8826304314470141,0.967785963210771,-0.07922466623609699,-0.03531305802232597,-0.12046858978608288,0.30187274896977595,0.308070441493092,0.42242758322341467,0.2313865595406849,0.14140617555947904,0.1600436958323636,0.2372983884081213,0.1,0.1,0.0,0.0,0.1,0.05,0.0,0.0,0.8755019334587285
