seed,transition,pre_phi,post_phi,horizon,regime_point,outer_origin,relative_origin,post_observations_seen,inner_origin_count,inner_origin_earliest,inner_origin_latest,inner_origin_post_fraction,selected_window_pre_count,selected_window_post_count,selected_window_post_fraction,forecast_block_relation,selected_order,selected_window,selected_lambda,selected_smoothness,inner_objective,search_source,n_stationary_points,outer_block_mse,benchmark_block_mse,relative_rmsfe_block,selector_max_inner_origins,selector_validation_span_observations,inner_step
0,stable_high,0.8,0.8,1,180,225,45,45,5,210,222,1.0,27,45,0.625,post,1,72,8.082839723138147,0.8316037424763012,0.00512423549588025,stationary_minimum,2,0.04663057232221265,0.10435902484662629,0.6684522150620633,5,12,3
0,stable_high,0.8,0.8,1,180,228,48,48,5,213,225,1.0,0,24,1.0,post,1,24,9.467452746666297,0.8549285145934401,0.013680068004005591,stationary_minimum,2,0.32659282285795016,0.004950881562840839,8.121982506091317,5,12,3
0,stable_high,0.8,0.8,1,180,231,51,51,5,216,228,1.0,21,51,0.7083333333333334,post,2,72,26489122129.84347,1.00000035924574,0.03500629132355353,upper_boundary,2,0.15347499235446377,0.009616873836233907,3.994862638769577,5,12,3
0,stable_high,0.8,0.8,1,180,234,54,54,5,219,231,1.0,18,54,0.75,post,2,72,855677622.800318,0.9999989443244915,0.06292224690169328,stationary_minimum,3,0.18707208972380582,0.26268735351463834,0.8438882038891088,5,12,3
0,stable_high,0.8,0.8,1,180,237,57,57,5,222,234,1.0,0,24,1.0,post,2,24,7.748311088513766,0.8068598861239364,0.07476897794755079,stationary_minimum,2,0.6343470558366388,0.3580772503323197,1.3309909401449165,5,12,3
0,stable_high,0.8,0.8,1,180,240,60,60,5,225,237,1.0,12,60,0.8333333333333334,post,2,72,786223318.3546002,0.9999988489161286,0.13663578181757763,stationary_minimum,5,2.0764202906576035,0.26092581538503934,2.8209741558411054,5,12,3
0,stable_high,0.8,0.8,1,180,243,63,63,5,228,240,1.0,0,24,1.0,post,3,24,78.27084140748391,0.8862264579653331,0.1331258379839479,stationary_minimum,2,0.9500645437864592,0.20316409752568668,2.1624848504195313,5,12,3
0,stable_high,0.8,0.8,1,180,246,66,66,5,231,243,1.0,0,48,1.0,post,2,48,0.026864456255842377,0.12406959849728562,0.16475238667760603,stationary_minimum,2,0.39817058448401227,0.19195331425788256,1.4402463351995187,5,12,3
0,stable_high,0.8,0.8,1,180,249,69,69,5,234,246,1.0,0,48,1.0,post,2,48,0.018761791699184415,0.09296235378795918,0.22842726249280706,stationary_minimum,2,0.043158256249828934,0.07912886555220805,0.7385237647906834,5,12,3
0,stable_high,0.8,0.8,1,180,252,72,72,5,237,249,1.0,0,24,1.0,post,3,24,0.08094240391093585,0.4083567173979588,0.06773061161503882,stationary_minimum,4,0.166062134904599,0.0522983716536835,1.781932402021762,5,12,3
0,stable_high,0.8,0.8,1,180,255,75,75,5,240,252,1.0,0,24,1.0,post,1,24,119089090.91290003,0.9999999658895602,0.0748718969761703,stationary_minimum,2,0.06836442979249442,0.18016923155539685,0.6159915927287811,5,12,3
0,stable_high,0.8,0.8,1,180,258,78,78,5,243,255,1.0,0,24,1.0,post,1,24,987.9014690508747,0.9959385884476781,0.023359435427629655,stationary_minimum,1,0.474277398204776,0.27704589223647064,1.3083994616086827,5,12,3
0,stable_high,0.8,0.8,1,180,261,81,81,5,246,258,1.0,0,48,1.0,post,3,48,26489122129.84347,0.9999939036535136,0.07441743075064829,upper_boundary,4,0.0012594874976220075,0.02760346375000101,0.21360683221792437,5,12,3
0,stable_high,0.8,0.8,1,180,264,84,84,5,249,261,1.0,0,48,1.0,post,3,48,26489122129.84347,0.9999939036535136,0.05447476591091895,upper_boundary,6,0.6790126535985432,0.28703526216353764,1.538053021897451,5,12,3
0,stable_high,0.8,0.8,1,180,267,87,87,5,252,264,1.0,0,72,1.0,post,3,72,44.63042784519389,0.8341879372579577,0.12333384067030025,stationary_minimum,7,0.0011716834191588684,0.14631939027751611,0.0894858155921062,5,12,3
0,stable_high,0.8,0.8,1,180,270,90,90,5,255,267,1.0,0,24,1.0,post,3,24,1.522997974471263e-08,3.045993872368464e-07,0.09689927064935493,lower_boundary,3,0.42044943349167074,0.1021399652570871,2.028892482218173,5,12,3
0,stable_high,0.8,0.8,1,180,273,93,93,5,258,270,1.0,0,24,1.0,post,3,24,0.01047713676906699,0.14508875624019218,0.11360368099231181,stationary_minimum,3,0.25136144143942296,0.05769988924373761,2.087189298304802,5,12,3
0,stable_high,0.8,0.8,1,180,276,96,96,5,261,273,1.0,0,24,1.0,post,3,24,0.033008589305981516,0.2862717967308691,0.10890880305853597,stationary_minimum,3,0.6273615102354124,0.14215540562266538,2.100763899875006,5,12,3
0,stable_high,0.8,0.8,1,180,279,99,99,5,264,276,1.0,0,72,1.0,post,2,72,494149646.3212063,0.9999981573654356,0.0367616151899509,stationary_minimum,4,0.1805680049572714,0.0003829855520554836,21.713468573394906,5,12,3
0,stable_high,0.8,0.8,1,180,282,102,102,5,267,279,1.0,0,72,1.0,post,2,72,26489122129.84347,1.00000035924574,0.06139844718666861,upper_boundary,3,0.41981518986384664,0.19758424326002103,1.4576488695632064,5,12,3
0,stable_high,0.8,0.8,1,180,285,105,105,5,270,282,1.0,0,24,1.0,post,2,24,143.4065855354235,0.9332983095348943,0.02972349173653256,stationary_minimum,1,0.006365137314341134,0.0056596708749992505,1.0604942064224356,5,12,3
0,stable_high,0.8,0.8,1,180,288,108,108,5,273,285,1.0,0,24,1.0,post,2,24,59.5848215484173,0.9051976442829103,0.007366570800024177,stationary_minimum,1,0.0050371158547847985,0.024493468612867407,0.4534880257908494,5,12,3
0,stable_high,0.8,0.8,1,180,291,111,111,5,276,288,1.0,0,24,1.0,post,2,24,66.27445832772474,0.9089651905555612,0.00760539707156038,stationary_minimum,1,0.07444173146948198,0.24218916428050496,0.5544097747842028,5,12,3
0,stable_high,0.8,0.8,1,180,294,114,114,5,279,291,1.0,0,24,1.0,post,2,24,48.08885408327799,0.8972711400336565,0.02172143416598279,stationary_minimum,1,0.027865590135359435,0.12209542153200219,0.4777321105491489,5,12,3
0,stable_high,0.8,0.8,1,180,297,117,117,5,282,294,1.0,0,24,1.0,post,3,24,773.1556038502241,0.9454098972136554,0.01736610483075184,stationary_minimum,1,0.007404475836519402,0.10567551044080169,0.2647036823873836,5,12,3
0,stable_low,0.0,0.0,1,180,120,-60,0,10,90,117,0.0,24,0,0.0,pre,2,24,587.1232124043579,0.9668406604406117,0.4610766961136162,stationary_minimum,1,0.004429822413527936,0.21538121508513486,0.14341323974187706,10,27,3
0,stable_low,0.0,0.0,1,180,123,-57,0,10,93,120,0.0,24,0,0.0,pre,3,24,26489122129.84347,0.9999958924587974,0.40649004991773524,upper_boundary,0,0.292784723145258,0.00025682031683159107,33.76443738744015,10,27,3
