selector_max_inner_origins,transition,horizon,period,n_blocks,mean_selected_order,mean_selected_window,mean_selected_smoothness,mean_inner_origin_post_fraction,mean_outer_block_mse,mean_benchmark_block_mse,pooled_relative_rmsfe
20,low_to_high,3,early,360,1.9722222222222223,47.53333333333333,0.9155169336771094,0.275,0.24985315876755287,0.2658965209544694,0.9693622316427126
20,low_to_high,3,late,480,1.525,47.15,0.5025227785274308,1.0,0.24996329556729718,0.3687966665965252,0.8232744309957534
20,low_to_high,3,mid,360,1.636111111111111,43.0,0.6720581430887811,0.85,0.2657404008496973,0.3123638606056055,0.9223556278400099
20,low_to_high,3,pre,600,2.0083333333333333,48.68,0.9660088320985933,0.0,0.31933416208579657,0.5310800142854895,0.7754302009144716
20,low_to_high,6,early,360,2.05,52.666666666666664,0.9418931519324376,0.22916666666666666,0.37899955317845413,0.5829291642231154,0.806327472696254
20,low_to_high,6,late,450,1.8222222222222222,48.74666666666667,0.7676106490104242,1.0,0.3826233039480278,0.8962360179344987,0.6533930521246021
20,low_to_high,6,mid,360,1.8944444444444444,44.46666666666667,0.9024112983304446,0.8125,0.4289659348277864,0.7153427782836873,0.7743803141574505
20,low_to_high,6,pre,600,2.02,51.8,0.9617183593460201,0.0,0.3509368440921556,0.6992953195068988,0.7084091669275298
20,low_to_high,12,early,360,2.088888888888889,54.733333333333334,0.9608409184927978,0.15,0.6238329666730262,1.5871563070757357,0.6269375914550901
20,low_to_high,12,late,390,1.9615384615384615,53.23076923076923,0.9362907762556293,1.0,0.5897493997237807,2.6042608391775066,0.4758734919618271
20,low_to_high,12,mid,360,1.961111111111111,51.6,0.9427209920080949,0.725,0.6787264145144691,2.0227880845830444,0.5792581891868233
20,low_to_high,12,pre,600,1.9983333333333333,50.0,0.9559949020318105,0.0,0.47025903693992577,1.3120469344408552,0.5986788139809508
20,stable_high,1,early,360,1.4222222222222223,44.733333333333334,0.3863928346875208,0.275,0.12053006069409214,0.1114532778059841,1.0399231946255478
20,stable_high,1,late,480,1.4770833333333333,46.55,0.42485411959611613,1.0,0.13363453596852906,0.13780544558515473,0.9847503982742972
20,stable_high,1,mid,360,1.4694444444444446,40.8,0.4218150178133072,0.85,0.14876090143862564,0.13033938951848698,1.0683327928541413
20,stable_high,1,pre,600,1.39,43.76,0.41785907417729556,0.0,0.12411433060700297,0.11499485762818815,1.0388952359030108
20,stable_high,3,early,360,1.461111111111111,43.6,0.5035547488827332,0.275,0.2127891445385138,0.26223308381469707,0.9008054253995794
20,stable_high,3,late,480,1.525,45.85,0.5005235382426716,1.0,0.25023086545072065,0.36879666663413224,0.8237149446793546
20,stable_high,3,mid,360,1.5,45.266666666666666,0.5163897805026358,0.85,0.25041867909151955,0.3123629033075156,0.8953722592838176
20,stable_high,3,pre,600,1.4283333333333332,45.44,0.5004597485550226,0.0,0.23427452293925166,0.23751491494927762,0.9931551243081108
20,stable_high,6,early,360,1.6861111111111111,51.333333333333336,0.6968702760549783,0.22916666666666666,0.35725211945729307,0.5733543013565151,0.7893613710229478
20,stable_high,6,late,450,1.8066666666666666,49.38666666666666,0.7643201489616475,1.0,0.38266474167811976,0.8962360179302106,0.6534284320829608
20,stable_high,6,mid,360,1.8472222222222223,46.733333333333334,0.8388487953997649,0.8125,0.4544851375088185,0.7153399238851773,0.7970831174767609
20,stable_high,6,pre,600,1.7133333333333334,48.36,0.7058978990921635,0.0,0.3726480625655796,0.4723161532649064,0.8882455378009764
20,stable_high,12,early,360,1.9166666666666667,56.4,0.8799114205691045,0.15,0.6012310136489092,1.5643176618724957,0.6199522108719908
20,stable_high,12,late,390,1.9461538461538461,54.646153846153844,0.9283498232325581,1.0,0.6119862222445029,2.604260838404604,0.48476201531636254
20,stable_high,12,mid,360,1.8944444444444444,51.266666666666666,0.8905903860145742,0.725,0.6915649464276626,2.0227805319137535,0.5847121298860769
20,stable_high,12,pre,600,1.8966666666666667,50.88,0.8645299680272749,0.0,0.6722465500517796,1.1913721895768774,0.7511740251133353
20,stable_low,1,early,360,2.1555555555555554,51.4,0.947632230150125,0.275,0.3315926469263391,0.4959875732249571,0.8176492598901676
20,stable_low,1,late,480,2.2041666666666666,45.45,0.9557260689982776,1.0,0.32553048196032847,0.527178596660582,0.7858089044731895
20,stable_low,1,mid,360,2.216666666666667,46.86666666666667,0.9502012219364425,0.85,0.35857391056906945,0.5012673065954686,0.8457746297388965
20,stable_low,1,pre,600,2.135,49.52,0.9434642980962028,0.0,0.33363619770857367,0.5127165168429773,0.8066737549716744
20,stable_low,3,early,360,2.0805555555555557,51.86666666666667,0.9621436647780133,0.275,0.31994742831782347,0.5861002731681458,0.7388450192425514
20,stable_low,3,late,480,2.1645833333333333,50.2,0.9701278238028915,1.0,0.3284432205335373,0.703478066115135,0.6832896941682443
20,stable_low,3,mid,360,2.1277777777777778,49.0,0.9718228211993464,0.85,0.3312848207517976,0.5972022769621913,0.7448006400358016
20,stable_low,3,pre,600,2.0083333333333333,48.68,0.9660088320985933,0.0,0.31933416208579657,0.5310800142854895,0.7754302009144716
20,stable_low,6,early,360,2.1166666666666667,55.0,0.9684784492599584,0.22916666666666666,0.3554097870440702,0.8182587780134641,0.6590515032898846
